 	ho	rotto	una	bottiglia	</S>
è	0.4310376485	0.563537715	0.004398924	0.00040357401	0.00062212856
g	0.1956393285	0.791980701667	0.0103673633333	0.00120709881	0.000805530836667
l	0.112604930167	0.873747057222	0.0115064936444	0.00139513864067	0.000746418788539
a	0.0550173440557	0.845614615741	0.0728113770815	0.00542628791756	0.0211304262058
s	0.141969994685	0.646579615247	0.174478329027	0.00851310430585	0.0284589899019
a	0.160659671228	0.373867179082	0.408766076342	0.0238464531019	0.0328606128006
m	0.207307943409	0.176185780361	0.541865918781	0.0327247337006	0.0419156359335
i	0.22044632667	0.0921689683203	0.54474445626	0.0796854255669	0.0629548236445
a	0.0796700804233	0.0331767622734	0.55692260542	0.220534088522	0.109696451215
b	0.130347572808	0.0215338127245	0.50125995514	0.241138772841	0.105719893738
u	0.141819519746	0.0169196435248	0.366090435047	0.368628267614	0.106542157913
t	0.0763163500587	0.0075149282916	0.175616391682	0.542056045871	0.198496299304
t	0.0564283710196	0.0049352052972	0.134737813894	0.61528210529	0.188616480435
ì	0.0214685806399	0.0026359732324	0.101080523631	0.552895405097	0.321919467478
g	0.207601927513	0.0170661608441	0.0601096585437	0.332925958366	0.382296263826
l	0.489717669171	0.0424986016147	0.0463677380479	0.225002166122	0.196413835942
i	0.384425256524	0.0352096580049	0.0187060705826	0.133165246374	0.428493795314
a	0.171856698975	0.014988358135	0.00858054832753	0.090565314458	0.714009131771
</S>	0.150464794487	0.0120173245675	0.00594102481377	0.096981159229	0.734595765886
