 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.59558179	0.32753568	0.0489996925	0.00432088061	0.001976711435	0.007635966213	0.00735193311775	0.0027496937125	0.001580262709	0.0008929884365	0.0005090479516	0.00086539951725
n	0.442363056667	0.39016776	0.1352004375	0.00516196377	0.00202021589833	0.00887294283767	0.00787194243925	0.00441519330417	0.00162380346967	0.0009000385885	0.000518038350533	0.000884645602417
è	0.462120185556	0.360478696667	0.1571743035	0.00280342753	0.000779305170777	0.00479620141256	0.00351305411308	0.00688531833472	0.000629984393223	0.0003199488725	0.000183607549111	0.000315960129006
n	0.577732818519	0.243244588889	0.141057028833	0.00756041821667	0.000679902974926	0.00669947050419	0.00407068670436	0.00988022844491	0.00143631036774	0.00100545432417	0.00279042828197	0.00384259547454
a	0.42735513784	0.120594262963	0.404782036278	0.0121956694056	0.000931957941642	0.00884076366806	0.00508112896812	0.00834238901497	0.00192739467258	0.00126472314139	0.00366069556999	0.00502379615085
l	0.15848118128	0.0665319179877	0.749508592093	0.00738004384187	0.000614599247214	0.00518575916935	0.00296789222937	0.00503886227166	0.000914900838193	0.00046463336213	0.00122283718903	0.00168877952928
l	0.0589981770933	0.0260174763292	0.903844610698	0.00307901552062	0.000219423385405	0.00189506187645	0.00107847582946	0.00341956882389	0.000312534199031	0.000156346667933	0.000408052716307	0.00057125233687
i	0.0232280709978	0.0187710144431	0.821511403566	0.102884035374	0.0187904582148	0.00498772816548	0.00420519108949	0.00400608160796	0.000894521288644	0.000209110554868	0.000148892251699	0.000363497319733
m	0.00937804399927	0.017398530681	0.785594501189	0.136262121591	0.0249979588049	0.00700139288849	0.00557159306316	0.0120758288693	0.00110818832855	0.000231403980956	6.32529616997e-05	0.000317217126578
o	0.00444930733309	0.010331625427	0.68078433373	0.19627155033	0.074468371335	0.00758896896283	0.00430184288772	0.0203536562898	0.000886880975183	0.000221496639652	4.42648190332e-05	0.000297712928859
