 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.9969892	0.0021870377	0.000722979837	2.55226077e-05	7.15155455e-05	1.884812015e-06	5.5468945e-07	4.56830985e-07	3.77978407e-07	1.51988562e-07	3.2722036e-07
t	0.771238286667	0.1124576319	0.045928060079	0.0151034675719	0.0507567623518	0.00422029198421	0.000128562991917	2.29219777283e-05	0.000140481265722	1.97669897733e-06	1.55159582e-06
e	0.656897862222	0.175222688633	0.0730321753597	0.0204778892906	0.0682794597839	0.00567122314474	0.000176106607639	3.71191322428e-05	0.000193482493241	3.12876642578e-06	8.83775914e-06
l	0.612072567407	0.280387957544	0.0647053904532	0.0093369090302	0.0311496085946	0.00216210330825	7.15756338797e-05	2.10127032143e-05	7.72128784137e-05	2.39743237526e-06	1.32588347133e-05
a	0.318231732469	0.464954319181	0.184638543484	0.0111674681767	0.0193509804315	0.00136125191275	9.88037256266e-05	3.12900322048e-05	4.82927601379e-05	5.62147399175e-06	0.000111701838238
è	0.119929208223	0.43522476306	0.397835374495	0.0316914033922	0.0123241470438	0.00242565217092	0.000218495581876	9.67687907349e-05	5.4852308046e-05	1.28282319972e-05	0.000186493482746
n	0.0504968494743	0.265184588353	0.487737324832	0.0714461124641	0.0926705846813	0.0309014922236	0.000611525673959	0.000201380460245	0.000625809566015	1.19366787324e-05	0.000112381885915
a	0.0273414320248	0.132594863451	0.484040308277	0.151097107488	0.150857244894	0.0480791314079	0.00307538202465	0.00134430796342	0.00111079293201	4.32737829775e-05	0.000416166153638
b	0.0103479516416	0.0844613421503	0.442628802759	0.295487895829	0.115461884965	0.0447225944693	0.00366476788822	0.00165258679781	0.000775923867337	6.07354559925e-05	0.000735496051213
a	0.00460714991387	0.0528117343834	0.330194857586	0.465500225276	0.0903982383217	0.0498860008231	0.00417391657607	0.0010377692426	0.000542384415779	7.30522369975e-05	0.000774620397071
r	0.00248132807129	0.0342994077945	0.225507115862	0.590897421759	0.0607412207739	0.0747266762744	0.00773184885869	0.0014812330142	0.00101217281859	9.89431056658e-05	0.00102260351236
m	0.0029113698571	0.0309579062648	0.169529565287	0.638685197253	0.039191909258	0.106272975425	0.00881185361956	0.00132974444807	0.0014046694062	6.75111052219e-05	0.000837295647453
è	0.0026813902957	0.0270122037549	0.109345379762	0.649982422418	0.0659218874193	0.127095958475	0.0133960052065	0.00165852005936	0.00153470866873	0.000254367921741	0.00111713365915
n	0.0028454884419	0.0132523581183	0.053826099254	0.468721415806	0.117344732473	0.316641609492	0.0174217824022	0.00334986225312	0.00508432022291	0.000315598184914	0.00119672049638
a	0.00286581571397	0.00691484867277	0.0308041341513	0.233219210269	0.198359864158	0.438894169831	0.0606595204674	0.0168354820844	0.00878427840764	0.000558276105971	0.00210441724213
f	0.00167551577132	0.00334986779092	0.0140635317838	0.175100296756	0.179832358386	0.521560833277	0.0736229318225	0.0199715130948	0.00737475423588	0.00067354091199	0.00277488781404
ù	0.00135411060377	0.00222498106364	0.00849118892793	0.137390286919	0.166156003129	0.572986181092	0.0707665622742	0.0288157567649	0.00929219551196	0.00068233734733	0.00184043227135
r	0.000813649461257	0.00133429085455	0.00511114430931	0.0888045536397	0.15600272321	0.568229437031	0.126217030758	0.0370363409216	0.014646317504	0.000660046564777	0.00114445476378
