 	ora	che	loro	non	vengono	più	</S>
à	0.977542475	0.0206816925	0.001563272975	6.8736568e-05	0.0001050296665	5.07087205e-06	3.36998175e-05
r	0.751356208333	0.164976050833	0.071145298425	0.00534251961467	0.0034707568555	0.00365351840282	5.56366215e-05
t	0.466822602778	0.367586870278	0.148393569475	0.00742295030489	0.00482146966183	0.00489395296761	5.854145236e-05
e	0.269201174859	0.581354846759	0.131649163158	0.0097714338683	0.00363735103061	0.00172514908587	0.00266081343931
k	0.0954729278863	0.51880589892	0.360144874386	0.0123424315228	0.00843771044354	0.00123068265862	0.0035654110731
a	0.0383311802954	0.349680732973	0.529810848129	0.0479955624076	0.0245745928145	0.00137308068621	0.00823395328437
c	0.0209122994318	0.354527167658	0.519999699376	0.0604036651359	0.0329579952715	0.00119881086207	0.0100003387615
ì	0.0144645290106	0.228487520219	0.525956149792	0.0858505060453	0.137369015091	0.00313006198736	0.00474220098717
n	0.00701977530353	0.0998319007397	0.481853333264	0.124151386682	0.275184461697	0.00917227199579	0.00278684090239
i	0.00442342433451	0.0415109395799	0.361554119088	0.166173820227	0.398644833899	0.0165794376653	0.0111133771408
e	0.00492225314484	0.0160456222033	0.147828933696	0.208059926742	0.576579004633	0.0314062318884	0.0151579891803
n	0.0145827626149	0.0139858867444	0.0700746488987	0.133040894581	0.651313214878	0.0585334072961	0.0584691911934
è	0.0160671318716	0.0133621338048	0.0434250999662	0.0811562318603	0.691817571626	0.0820113810987	0.0721604561645
r	0.00592779021053	0.00919676915827	0.0252554583221	0.0716452619534	0.558130713875	0.3001255957	0.0297184264882
k	0.0526111873235	0.0683693593861	0.072812995774	0.0379030076511	0.323914244625	0.4291219719	0.0152672852961
o	0.0685533072745	0.084551098662	0.080705650358	0.0216603768837	0.214914454875	0.431963013967	0.097652126232
t	0.0255122858248	0.0478011600873	0.0381583762193	0.0169036656279	0.133309788292	0.590210821322	0.148103862077
t	0.0119292245083	0.0369268919291	0.0254629074064	0.0121310442093	0.0907310514307	0.748947207107	0.0738716370257
e	0.00724304600277	0.016708409543	0.0110646023021	0.0083772338031	0.0540319284769	0.752758202369	0.149816555342
p	0.00881462550092	0.0149231385143	0.00695940826737	0.0050122135677	0.0269178932923	0.680569917456	0.256802765114
l	0.00811414916697	0.0132592120714	0.00653843058912	0.00450834708923	0.0208592385641	0.755845932485	0.190874695038
è	0.0114060267223	0.0110441432571	0.00407898089637	0.00424689169641	0.018110057688	0.787935007495	0.163178885013
o	0.137810328241	0.0199901397524	0.00216646533212	0.00231583264547	0.00883610852933	0.613023475832	0.215857621671
</S>	0.25796592912	0.0259816578762	0.00161490291606	0.00143128994273	0.00599966046467	0.472681767916	0.234324780836
