 	io	non	ho	niente	da	mangiare	</S>
e	0.96186068	0.032637437	0.00258409755	0.00254392135	0.0001973509425	6.90916825e-05	0.000107311577
v	0.903904803333	0.058157358	0.02997805905	0.00440350305	0.000147506369167	0.00331274841583	9.5910007e-05
ò	0.606218434444	0.270951111333	0.0817741596833	0.03613277135	0.000356027899722	0.00449741873861	7.00167963333e-05
e	0.257895280481	0.417366383778	0.190196946561	0.130935935783	0.00134765706657	0.00210973931287	0.000148044139444
n	0.10604880216	0.252144117326	0.183031625387	0.133398445928	0.00150726855552	0.323252480238	0.000617255646481
è	0.0443574373867	0.0946804505087	0.135993874996	0.284624995976	0.00944093091851	0.430090492079	0.00081181379216
c	0.0207240227956	0.0431672405029	0.121809873565	0.354897251992	0.0122438644062	0.44625702936	0.000900724774053
h	0.0173485165985	0.0177431029343	0.0513456314217	0.453175033997	0.00470940100207	0.454892854453	0.000785450074018
o	0.0132037223328	0.0111575704114	0.0397533244739	0.687852187999	0.0791950297674	0.158825243151	0.0100129154407
t	0.00593188494427	0.00875648247047	0.030544231158	0.713911662666	0.105130794822	0.121643981384	0.0140809712136
ì	0.00249260773809	0.00597251349016	0.0197752307193	0.699847244222	0.149307439841	0.112359166461	0.0102457804712
p	0.0014688519027	0.00544656783005	0.0139351295731	0.556552418074	0.16767841128	0.239545358154	0.0153732268237
o	0.00210006833423	0.00475657821002	0.00866507919103	0.344364832691	0.291811665093	0.310049560718	0.0382522336079
t	0.00398281671141	0.00845544833667	0.0171488237303	0.215652617564	0.388254368364	0.285889444906	0.0806165112026
i	0.00395743543714	0.00936028591222	0.0192546820434	0.141063711188	0.350549326121	0.380022811635	0.0957917537342
n	0.00691487884571	0.00819258310407	0.0157853974811	0.055548148396	0.286826940707	0.481319443878	0.145412617911
a	0.0109322972819	0.00830414043469	0.0152595586604	0.0244117004653	0.202805178902	0.569478177959	0.16880893597
f	0.00870755876063	0.00493824611156	0.0111948717201	0.0114569497218	0.175611341634	0.615126012653	0.172964968657
à	0.00528654312021	0.00309190678052	0.0079089754067	0.00450001717393	0.080679135878	0.723628650884	0.174904740886
o	0.0763682795734	0.00153388381684	0.00366188020223	0.00183009191464	0.0407203060927	0.714926106961	0.160959458295
</S>	0.148868979787	0.00106248597842	0.00234072495111	0.00098607119232	0.0226662192463	0.64089681848	0.183178694147
