 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
f	0.99243355	0.00727338265	0.000103397265	0.0001119594805	1.63360083e-05	5.4531159e-05	5.102069965e-06	1.67923685e-06
è	0.980661783333	0.0181554692167	0.000905699805	0.0001338195215	7.12464277667e-05	6.2637311e-05	5.26864888833e-06	4.01090345e-06
o	0.831953114444	0.158853816406	0.00277499006833	0.0014791302085	0.00469302665926	0.000214338923	1.83699008628e-05	1.32028898167e-05
p	0.602125718148	0.330636548802	0.0113806768894	0.0219499906028	0.00669965601975	0.0214894849977	0.00567905041262	3.89007342722e-05
p	0.363395416049	0.544242606267	0.0154365659631	0.0366844268676	0.00338285427325	0.0292669927659	0.00755264509121	3.85027745004e-05
ò	0.145227992016	0.716133868756	0.0907798669877	0.0248632006225	0.00847109055775	0.0117665821553	0.0025795070674	0.000177853181243
r	0.0625824150053	0.544199316252	0.290543435663	0.0350031452075	0.0185385255193	0.0462615541851	0.0026390512058	0.000232522131414
k	0.0452913953351	0.473275018751	0.282526329221	0.116299371736	0.0200708098398	0.0597972912284	0.00265368648527	8.60817250047e-05
e	0.0282731836784	0.402086137584	0.372876807074	0.133925055912	0.0323050042799	0.0272233839095	0.00109189517842	0.0022185258852
t	0.0124353741261	0.169086059861	0.579008182358	0.115491807304	0.0485235970933	0.0706489049698	0.00177592219281	0.00303016091507
e	0.00803976337537	0.079720529287	0.587137984119	0.129350935768	0.0961896513644	0.0912202996566	0.0023054924976	0.00603533809169
e	0.00888181245846	0.0386207947623	0.41667342004	0.220858821923	0.255385450455	0.0444202132189	0.0067773964992	0.00838205519723
t	0.00851885798615	0.0175941573541	0.21044738868	0.268419933974	0.362599670152	0.10784996974	0.0170970658331	0.00747292923241
r	0.00771982149538	0.028431783218	0.14446236956	0.148686896658	0.303540713384	0.338188089913	0.023144857611	0.00582546074414
ò	0.0115384508318	0.0350323820727	0.0797699298533	0.104519764219	0.326380807795	0.382819719971	0.0379729518703	0.0219660009147
o	0.0155470402773	0.0193702673576	0.0466848840844	0.172483971406	0.436257195932	0.193402066657	0.0826949406234	0.0335596309716
p	0.0128896096924	0.00945648905253	0.0283693961615	0.150506342302	0.332777747311	0.319913258886	0.125069746874	0.0210173941572
ò	0.0109604294975	0.00691020261751	0.0216461613205	0.055136022934	0.148671132104	0.365478339629	0.364952548958	0.0262452002191
s	0.00970916079917	0.00554913732917	0.0126717187068	0.022960558978	0.0901194600347	0.200604269876	0.633342359653	0.025043402273
s	0.0314446268997	0.0137202302331	0.0172328459023	0.033254737326	0.207463181678	0.143983520625	0.533006579884	0.019894331291
a	0.0433845689666	0.0219062527444	0.0170246553008	0.035899221642	0.224503004646	0.0718965032083	0.456993309961	0.128392528764
t	0.0222506943222	0.0130004145815	0.0186793284336	0.0145067829473	0.0783028476353	0.0503831077361	0.64035440332	0.162522463921
è	0.0128032911074	0.00887830919383	0.0180195990445	0.00714144611577	0.0293477350318	0.0358455042454	0.781911767773	0.10605239564
l	0.00688561200247	0.00731629661194	0.0071488518815	0.00330481135859	0.0099430244206	0.0188755239485	0.867161389258	0.0793645312133
o	0.0105716776342	0.012845073418	0.0063215752605	0.0022273417062	0.0034549660802	0.0100199265162	0.699035533086	0.255523899738
</S>	0.0174404943171	0.022015848209	0.00866541063025	0.0024614266531	0.0018089065651	0.0093575032581	0.468496771543	0.469753599869
