 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.794776875	0.1967746565	0.0080133551	0.00025680091	0.000119097435	1.162989925e-05	4.7624222e-05
n	0.476251835333	0.510361308833	0.00737128536667	0.000195555538667	0.000176154141667	0.00540529592542	0.000238572884
a	0.195425588778	0.791441569611	0.00537500012222	0.000101358578889	0.000167266431889	0.00719913318881	0.000290069634667
v	0.100632789593	0.89011686987	0.00634951304074	5.7030116963e-05	7.07801742963e-05	0.0026710134766	0.000101988890089
o	0.065405296531	0.921336769957	0.0118220280136	0.000109180888988	0.000121003017099	0.00116779829987	3.7870072563e-05
r	0.059358917177	0.811443189986	0.112197219338	0.00882910102633	0.00294889375903	0.00285266360762	0.00237000292819
à	0.0392458533923	0.530827429995	0.371049606446	0.0339612463421	0.0162890290863	0.00378660750254	0.00484026164273
s	0.0290870871308	0.272944689998	0.638285968815	0.0339144778307	0.0186783871288	0.00361871880085	0.00347068462758
o	0.0155379880103	0.137534857666	0.796617256272	0.0312750776602	0.0125406484763	0.00324549818362	0.00324869255586
t	0.0314342116368	0.070755000222	0.840745305424	0.0307618438201	0.0112782524921	0.0117403910779	0.00328497983862
o	0.0364046959923	0.045100707574	0.780014421808	0.0913711832067	0.0285149628307	0.014822645536	0.00377135399954
t	0.0519089407774	0.021926162358	0.679373623936	0.118784472402	0.0488867199436	0.069791195022	0.00932888666651
s	0.0599936285925	0.0170176209527	0.735162434645	0.0502997144673	0.0374653773145	0.0912668660073	0.00879441017784
o	0.0231987007242	0.0090769249509	0.569859344215	0.237242220489	0.113374710772	0.0361159491691	0.0111321816816
m	0.0129172164347	0.00362323941697	0.283479827405	0.37605252683	0.234848083591	0.060530649223	0.0285484462272
ì	0.00942807122823	0.00183505008566	0.182146553468	0.399592082277	0.30171401453	0.0709380950743	0.0343461387424
k	0.00537057099274	0.000935431158553	0.066834339156	0.333321395759	0.265281918177	0.295849217025	0.0324071185808
a	0.00431857209758	0.000652816949518	0.026103696652	0.199475390253	0.289856866059	0.420406509008	0.0591861351936
i	0.00246524173253	0.000419292439839	0.009800187352	0.157298713418	0.29448270202	0.456245939669	0.0792879217312
m	0.00190077761084	0.00029061361328	0.00374522308533	0.069260700806	0.198120344007	0.639161913223	0.0875204039104
è	0.00102720131561	0.000206199401093	0.00182417386844	0.040723695602	0.159350428002	0.717945537741	0.0789227113035
r	0.000479328450537	0.000138786600364	0.000744010994147	0.0221243134673	0.0878006962007	0.848420699247	0.0402921183012
i	0.000604198550179	0.000463120426788	0.00111247896272	0.0104266970891	0.0384045422669	0.697018313082	0.251970630634
</S>	0.000791284625089	0.000818763513394	0.00182673898136	0.00966560354455	0.0292302311335	0.475925796541	0.481741565317
