 	non	ha	mangiato	mai	un	rustico	</S>
e	0.67359473	0.274816475	0.0339129865	0.00562816875	0.0071169867785	0.00290533354	0.00202524315
n	0.402026777	0.345227151667	0.216499127833	0.00517386449333	0.00724589012617	0.0218373436467	0.001989765329
è	0.147645557333	0.513951493889	0.306700899278	0.00181928703778	0.00261363666872	0.0265917997822	0.000677249505817
c	0.0596657394443	0.550432441296	0.361340576426	0.000662303815093	0.00099852349624	0.0266737311607	0.000226659109622
h	0.0298178561481	0.454496523765	0.482955362142	0.000698392277531	0.000949718578747	0.0310004860536	8.16447724073e-05
i	0.0189495265827	0.346508417922	0.587593370714	0.0208588754258	0.00349518542625	0.0168959550179	0.0056986796028
f	0.0255107673942	0.152555775974	0.658774923571	0.0271968190086	0.00637881714208	0.121982425006	0.0076004960476
a	0.0258909593214	0.0676388149913	0.565394607857	0.159268453536	0.018752104714	0.157220927335	0.0058341155292
m	0.0136093956305	0.0289688479971	0.531620869286	0.204035902879	0.0311116735713	0.182844288112	0.0078089891764
è	0.00926370841017	0.0135223843324	0.403347269762	0.339680339326	0.0349265218571	0.190759560837	0.00850018572547
n	0.0704191323367	0.0176018521108	0.209210179921	0.385652945442	0.0777278892857	0.232700398412	0.00668758344182
a	0.0907902506989	0.0181872383369	0.102483850807	0.400468614147	0.133596769762	0.248912803804	0.00556044968061
m	0.0412691508196	0.0119166507456	0.0417927394357	0.410172505382	0.144293339921	0.324552285601	0.0260033182269
à	0.0247366555372	0.0097991274352	0.0213697983119	0.432428369127	0.12466388664	0.352853653867	0.0341485210756
i	0.00831088248307	0.00336669586173	0.0081466378173	0.503999419709	0.316087855547	0.136209014622	0.0238795280252
è	0.00284207779369	0.00118502502524	0.00313248025243	0.413675553236	0.425272175182	0.125348819541	0.0285438863417
n	0.0118602968572	0.00468255788308	0.00304842435081	0.314312815345	0.225918203061	0.413103136514	0.0270745654472
a	0.0149600718424	0.00605189034103	0.00392522235027	0.292264239382	0.123116475687	0.482737542171	0.0769445674824
n	0.00659472330413	0.00265501779368	0.00323439535009	0.284211465727	0.0945073538957	0.500175724057	0.108621304161
r	0.00442026290138	0.00297041576456	0.00754221828336	0.115438769509	0.0643748766319	0.687139911352	0.118113543054
ù	0.00236186016713	0.00294320956485	0.00952588976112	0.103659651503	0.061513243544	0.643291947117	0.176704224351
s	0.00112557138904	0.00136916021828	0.00474556772037	0.079678318461	0.0443331071813	0.733748602372	0.1349996861
t	0.00190063579635	0.00086800769276	0.00244820724012	0.0270025003137	0.0197888895938	0.901530867457	0.0464609080167
i	0.00214841108545	0.00106359056425	0.00397958594671	0.0163334996379	0.00899091573127	0.670334959152	0.297149050672
k	0.00116185600182	0.00113132602142	0.0048047177489	0.0124504558293	0.00493975887709	0.594276536384	0.381235370557
o	0.00123945722061	0.00155682327381	0.00772767368297	0.0118914715598	0.0108204255924	0.578887385461	0.387876793852
</S>	0.00147441491031	0.00208958123691	0.0116656163415	0.0175242712799	0.0188470062962	0.365861682731	0.582537446926
