 	lo	ho	finito	di	fare	</S>
t	0.906598135	0.058213819	0.0326241255	0.000634171915	0.001746886578	0.00018286507
o	0.679445511667	0.109712426333	0.204716762833	0.00391722987167	0.00182885776933	0.000379213016667
s	0.326635458222	0.0947636517777	0.571273154278	0.00530552062389	0.00162322776644	0.000399009418889
p	0.133040990407	0.0412824469259	0.774018784759	0.010335395208	0.0411258203221	0.000196568176296
ì	0.060201353969	0.0608988589753	0.805177381586	0.0198283920693	0.0534019391907	0.000492070382099
c	0.0364465851563	0.0629086691584	0.866787013862	0.0148380279964	0.0184411186802	0.0005785351615
c	0.0881362450521	0.0263263098861	0.817701754621	0.0061620166388	0.0614207727601	0.000252836604633
e	0.089729653784	0.028575282962	0.712181868207	0.0867509912129	0.0761548512534	0.00660732501821
t	0.035352449028	0.0280721449873	0.780859672736	0.112721792858	0.0342661060845	0.00872783329274
s	0.018722926676	0.0171598399958	0.880607040912	0.0489827147393	0.0315509373615	0.00297653630625
a	0.00809708401867	0.0134704494653	0.603028050304	0.272110492913	0.0245763324538	0.0787175780241
a	0.0129085081329	0.0410528272884	0.237105190101	0.530442347638	0.0428958041513	0.135595336008
t	0.0170059050443	0.0723243037628	0.2964623667	0.393311935879	0.128124271384	0.0927712226693
s	0.00860437381477	0.0528033892543	0.296535487567	0.236062958626	0.358354503795	0.0476392850231
è	0.00341417267159	0.0257797970848	0.109645434756	0.340338662875	0.415607327932	0.105214621808
k	0.0022439688572	0.0174906216949	0.0403772952853	0.294402370958	0.509486569311	0.135999203936
à	0.0018501078224	0.013831373565	0.0160276688518	0.122258840319	0.710219976437	0.135812041312
m	0.0023099831108	0.00892825218833	0.00631342590727	0.0650040691063	0.785351368812	0.132092878437
i	0.00243828225027	0.00688894716278	0.00301091789242	0.0279480730354	0.634313876271	0.325399904146
</S>	0.00138431544513	0.00679563623139	0.00184195883121	0.0189622280177	0.399336103135	0.571679787073
