 	non	aveva	da	stare	</S>
e	0.571774435	0.390093641	0.032927401	0.0039859943	0.0012185808
n	0.260135593333	0.657741473667	0.0396525126667	0.0409163369667	0.00155411473333
ì	0.0906358922443	0.826287144556	0.0302802288889	0.0516427318656	0.00115400863198
c	0.0350400613814	0.913708208185	0.014726358963	0.0359571874985	0.00056816166486
h	0.0162317962938	0.928327586062	0.024118794321	0.0309239437662	0.000397827994953
e	0.00993987543127	0.708761675354	0.221836988107	0.0554068018554	0.00405463930498
n	0.0611553204771	0.365214298451	0.272455937636	0.282322707285	0.0188517531017
a	0.0756549030924	0.16647560515	0.160082290812	0.518894379095	0.0788928410339
s	0.0359623559641	0.06234783205	0.130942840271	0.390814124365	0.379932877011
t	0.0390033526547	0.0750254286833	0.0763927900903	0.197466062788	0.612112402337
a	0.0296635672902	0.0739161098211	0.0489758295634	0.198335654263	0.649108857446
s	0.0104282721687	0.0247344395704	0.0191341966211	0.147453373754	0.798249719149
ì	0.0040185931929	0.00834417730347	0.0085245764737	0.0890393002513	0.890073339716
</S>	0.00204261730145	0.00421178076674	0.00564135378685	0.0985500451256	0.889554169858
