 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.598024365	0.39441766	0.00566320845	0.00081733106	0.00071660716	0.000256114588	2.897159135e-05	4.5980144e-05	1.02683355e-05	6.691250675e-06	1.28635356e-05
m	0.616494645	0.376397618	0.00543719012667	0.000698238915667	0.000597161744333	0.000255342194667	4.68763537833e-05	3.79279656667e-05	1.07018921667e-05	7.04230179167e-06	1.72730735333e-05
à	0.524992895667	0.457272434	0.0150519046856	0.00120328723422	0.00105892127244	0.000331677416889	4.58294812611e-05	2.31272042222e-05	5.4212552889e-06	3.08863330056e-06	1.14252423444e-05
k	0.305274982556	0.670910444667	0.0204034710952	0.00140313755007	0.00139943705748	0.000447415352296	0.000134555577087	1.84176885074e-05	2.45107226297e-06	1.21022141019e-06	4.4690992148e-06
i	0.217460233672	0.688804018222	0.0818577585651	0.00519028198869	0.00469739591916	0.00163416619743	0.000210093679029	0.000100844098602	7.26991702099e-06	2.67666707673e-06	3.52104183383e-05
n	0.160013247377	0.713384206074	0.108192025522	0.0070774424629	0.00818498540639	0.00234693196581	0.000422194686343	0.000210490736201	2.36613063403e-05	1.66158724589e-05	0.000128143484446
a	0.140608568816	0.491721988691	0.270344831174	0.0450427299543	0.0353245589021	0.0152306163886	0.00112910962878	0.000381316498734	4.02229487801e-05	2.18989688196e-05	0.000154089624815
e	0.0472418004487	0.186500137897	0.532108877058	0.0745302426514	0.062983679634	0.0895024707962	0.00581540780959	0.000970176832911	0.000162734069593	2.99403259399e-05	0.000154469974938
k	0.0347851069696	0.181765860966	0.477674632353	0.0583409235505	0.0935316165447	0.123519223599	0.0245188939365	0.0020955552443	0.000441626529864	0.000150497183647	0.00317605856831
l	0.0317851258232	0.188801722989	0.305533047451	0.0874064778502	0.214715692182	0.1179125512	0.0453893709788	0.00369897301477	0.000455409376621	0.000178540544549	0.0041231124571
à	0.0120900364511	0.074376231883	0.21198579915	0.150047239283	0.318378837394	0.180367813733	0.0457358766596	0.00496216000492	0.00044197839554	0.00010449253485	0.00150953862003
s	0.0046550483937	0.0486580888477	0.160212009717	0.128946011761	0.265792655798	0.259378611244	0.127470823553	0.00377602241831	0.00040622704318	7.448610275e-05	0.00063000324501
t	0.214973312365	0.0529910709492	0.109234513239	0.053326332287	0.143848067266	0.261924003748	0.161515575518	0.00176929098944	0.000167888331393	2.85258867167e-05	0.000221451504003
i	0.28449590354	0.0308762405831	0.056274444413	0.0304493714623	0.110186311089	0.362259094583	0.108546856173	0.0153518054298	0.000853398536131	0.000157433706906	0.000549186452001
c	0.0984108602647	0.052398532461	0.078140601471	0.0285094211541	0.12951147703	0.421452198194	0.168957215391	0.0204350393433	0.00118681922204	0.000217897157635	0.000779964794
e	0.0364186781916	0.059541781999	0.0818461079903	0.0178195640514	0.09527795401	0.481266632731	0.213097591797	0.0130493653144	0.00109026935068	0.000129921184545	0.000462177698
e	0.0143077630339	0.0200012984783	0.0303677641634	0.0110947670171	0.06625656967	0.565885767577	0.256919243932	0.0248575241048	0.00913256845023	0.000577806804848	0.000598944522667
t	0.00779217344463	0.0123713314594	0.0167735333878	0.00846274233903	0.0520285292233	0.389307955859	0.470841074644	0.0262250437016	0.0130212124834	0.000881944754949	0.00229445077422
è	0.00355477327821	0.00972938466147	0.0113633156293	0.00639654091301	0.0291165887411	0.284542061953	0.589014691548	0.0494882335672	0.0129756228278	0.000987587004983	0.00283121779141
l	0.0012924051394	0.00372284652882	0.0061036335431	0.00457242660434	0.0162014961137	0.243912520651	0.655865050516	0.0548707365224	0.0113294821426	0.000838500763328	0.00129095792814
i	0.000532460356467	0.00177609514294	0.00416423181437	0.00330342036811	0.0082024309379	0.14419688355	0.655482443505	0.149033734174	0.0244585052475	0.00382794568278	0.00502186557371
