 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.49974008	0.483278495	0.01581042225	0.0006481410165	0.00031337867	3.78331227e-05	0.000171574345
k	0.513657463333	0.458111279667	0.01726864175	0.00759453683883	0.00315714827	3.90783795667e-05	0.000171811944
r	0.555526407778	0.313010901222	0.112598929917	0.0124802169463	0.00620164975667	0.000101391987189	8.0554332e-05
a	0.252605347193	0.318641410407	0.413060326639	0.0100446676488	0.00513430051889	0.000188333162396	0.000325647172333
s	0.125725230331	0.176058625136	0.47567458888	0.16983111955	0.042461097773	0.00104806839413	0.00920127007744
ì	0.083243778977	0.0845529353787	0.525471509627	0.230574653183	0.0601587859243	0.00165624349804	0.0143420753591
k	0.041449341859	0.0424495387596	0.501558199876	0.174897694394	0.230968491975	0.00132722939935	0.0073494747997
a	0.0276233791663	0.0225492372199	0.410234846625	0.204734471465	0.311201897325	0.00434562626645	0.0193105402799
l	0.0160477936021	0.01687753594	0.365525317208	0.273661403822	0.296921865775	0.00575623625548	0.02520984086
ò	0.0120299437974	0.00855617961333	0.156670774069	0.393564204607	0.399214995258	0.0106988225852	0.0192650710533
e	0.0043308215158	0.00438466183278	0.0753692427897	0.600697058202	0.283446233086	0.0147220171951	0.0170499732511
n	0.00243753832527	0.00163211415926	0.0259139926632	0.516436732734	0.435777595695	0.0087820311317	0.00901999321703
a	0.00187009260842	0.00075910338642	0.0102727200544	0.315995824245	0.529837865232	0.132666344777	0.00859803630568
è	0.00164081063614	0.000351096696473	0.0047334235748	0.539985028082	0.246632692744	0.198438278259	0.00821864576856
n	0.00247481674538	0.000290010019824	0.00332847221493	0.473830532994	0.420177805248	0.0947594155863	0.00513890175619
e	0.00226095335846	0.000420420826608	0.00312146593831	0.166387867298	0.479272049749	0.313351564695	0.0351856584187
a	0.00545132912949	0.000463253445536	0.00178310816277	0.0980700930993	0.184891849916	0.619880321565	0.0894600328062
n	0.0128384737098	0.00421910936518	0.0163024693709	0.0715818266998	0.219623731972	0.482056085855	0.193378284269
v	0.0114873245366	0.00548582070839	0.0305639641236	0.0426303865666	0.271195327324	0.451719120618	0.186918038423
e	0.00473623194553	0.00201683083213	0.0201694795745	0.0314437511889	0.142027135341	0.728404553539	0.0712019798077
k	0.00390378844851	0.00268823908671	0.0134155600582	0.017132611063	0.051689502347	0.75045335118	0.160716933269
k	0.00577909438284	0.0029592349389	0.0144432030194	0.0298817136877	0.0310217701157	0.710663160393	0.205251827756
i	0.00481665166095	0.0011377095563	0.00904629647313	0.0320682515626	0.0209444710386	0.793318796798	0.138667805919
à	0.00482757152032	0.000625274095433	0.00449710929104	0.0167262525209	0.00835521027953	0.770343765599	0.194624835306
t	0.0802310708401	0.0142863624751	0.0717743174303	0.0202653208403	0.0168900963598	0.626517831866	0.170035017769
o	0.103329779947	0.0192081376917	0.0951546108101	0.0192380106134	0.0204976710199	0.397444747289	0.345127015256
</S>	0.0527057994735	0.0103932761459	0.0501632329051	0.0123039958067	0.01244902036	0.268230663644	0.593753977628
