 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.3770202	0.608266515	0.014067752	0.00055833467	1.597396525e-05	7.12563625e-05
s	0.314774856667	0.652237931667	0.0258808043333	0.00127885150333	0.00559842912108	0.000229104560833
o	0.290434013556	0.590888770556	0.104232359111	0.00594504843444	0.00748018271036	0.00101959246361
s	0.422660722519	0.437147142185	0.123025893704	0.00810683414481	0.00789541157345	0.00116395414787
e	0.455637797706	0.156342050395	0.301757798568	0.0679789720483	0.00826988069115	0.010013455376
è	0.153371195935	0.0601972797983	0.590952729523	0.169379650683	0.00628495539705	0.0198141254587
m	0.102125025145	0.0345982885994	0.475988996508	0.334999953561	0.038550437799	0.0137372413962
b	0.336038738382	0.0254746048665	0.203233093169	0.375547617854	0.0546061252663	0.00509978312873
i	0.364051548394	0.0101798204088	0.073590562723	0.455350439285	0.0329448304221	0.0638827431296
à	0.122361283298	0.00363174332293	0.0374652549077	0.640988246428	0.0871410328074	0.10841238771
t	0.0596892659993	0.00716783484098	0.0292114419692	0.608968105476	0.232643294269	0.0623200271367
t	0.256039985333	0.00836281948033	0.0169239205064	0.407298378492	0.27615687809	0.0352180269456
i	0.303869563678	0.00303987564344	0.00653912318547	0.185554065497	0.303707342697	0.197290058982
f	0.109182161126	0.00140754313115	0.00713983256182	0.0921223111657	0.528564407566	0.261583757994
i	0.044192303242	0.00085257376705	0.00724573425394	0.0495788800552	0.705712462522	0.192418047665
n	0.0175330629473	0.00041287337235	0.00454500515131	0.0206300380184	0.748930800841	0.207948219222
è	0.0084864863691	0.00025387705745	0.00365611328377	0.00935522423947	0.76359955028	0.214648729741
s	0.00531988494303	0.00037628935915	0.00229893022792	0.00431618941316	0.829060683427	0.15862797108
t	0.0179039847477	0.000405281639717	0.00137304173464	0.00224362852772	0.607049827809	0.37102418486
r	0.0216091397826	0.000160061048906	0.00057896423688	0.00132684056591	0.225315293603	0.751009684953
a	0.00935947846087	0.000121650391969	0.00142694544563	0.0016601557553	0.104045806534	0.883385974984
</S>	0.00524165773043	0.000150677635985	0.00243343192281	0.00191353057765	0.068918964767	0.921341757492
