 	ancora	non	mi	sono	vestito	</S>
a	0.97706765	0.00907772615	0.0032882571	0.0076017311	0.00036693203	0.0025976134
n	0.92414285	0.0415367787167	0.0025365749	0.0201693721	0.000851277943333	0.0107630631333
k	0.589273373333	0.0489240018056	0.0013828175	0.346934237367	0.000969471624444	0.0125160452444
ò	0.275172907778	0.190369012835	0.0120815271667	0.511850345789	0.00232625688481	0.00819990194813
r	0.267411979259	0.275986370945	0.0154334340422	0.428370715263	0.0051831699616	0.00761429491604
a	0.19851888742	0.187217870315	0.0701154003341	0.474316351754	0.0113976543205	0.058433795572
e	0.0912861834733	0.320763726772	0.104256212111	0.360595550585	0.0218074874402	0.101290811857
n	0.0994865078244	0.312115308824	0.0510347812037	0.450894223528	0.0189273038134	0.067541821619
e	0.0884734689415	0.140768799508	0.0831490789012	0.549936027843	0.0956084916045	0.042064070873
n	0.0607383126472	0.0850034815027	0.0940144132004	0.581922895948	0.128560542202	0.0497602929577
d	0.0494890038824	0.0315419612676	0.0320380094468	0.779727301983	0.0664368244007	0.0407668724192
ì	0.0272800199608	0.0185642585225	0.0834237212956	0.593366345661	0.186485130134	0.0908805455731
s	0.0224927843203	0.0155127387075	0.100316554209	0.51981581022	0.226142937378	0.115719202858
i	0.0132945222401	0.00810545493583	0.0487018918463	0.477991653073	0.168293766459	0.283612721953
m	0.08117213288	0.0216082068119	0.0317472134321	0.265047134024	0.193055262153	0.407370040651
o	0.103909520627	0.0259135461373	0.0154093786274	0.193142441341	0.176547734051	0.485077380217
</S>	0.0526284798135	0.0142718388687	0.0144789663137	0.100262615671	0.167901702025	0.650456390108
