 	hai	già	mangiato	</S>
ì	0.99457868	0.0051302474	7.060314e-05	0.0002204595475
s	0.766228296667	0.0801895851333	0.152770664373	0.0008114652975
e	0.420602262222	0.371660791711	0.205403202558	0.00233376509917
g	0.285385057407	0.571267363904	0.141206038619	0.00214153650806
i	0.180363047402	0.673364287968	0.143473942873	0.00279869511102
à	0.0613763336007	0.596599429323	0.335388344291	0.00663586343701
f	0.0248467560669	0.278069583108	0.689869518097	0.00721412664567
a	0.0122048058556	0.107750698703	0.801610986032	0.0784334877152
m	0.00912720745187	0.0412890031343	0.833113862011	0.116469911238
è	0.00802890345162	0.0167125510114	0.885140987337	0.0901175790793
n	0.0842727251182	0.0283570427371	0.668096362446	0.21927389636
a	0.109796810226	0.031994626679	0.392692954149	0.465515615453
</S>	0.055091097893	0.0162766594895	0.337635877075	0.590996357727
