 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.2529335175	0.74196993	0.00201596565	0.0021384074	0.000246622855	1.7826667e-05	2.3934856e-05	1.897943235e-05	5.01782512e-05	0.00053318373	2.944556475e-05	4.9896864e-06	1.0948929225e-05	6.0920259e-06
p	0.1028696085	0.891870623333	0.00172091158333	0.00154459121667	0.000187929999333	1.64585853333e-05	7.6337302e-05	3.354982745e-05	5.61465727333e-05	0.00157214088667	3.011747065e-05	4.63295303333e-06	1.13278783083e-05	5.67068024333e-06
e	0.0456438155	0.910769187778	0.0238054635611	0.0173994410222	0.000217714254111	4.60680524444e-05	0.000102100850667	5.98699758167e-05	7.11731099111e-05	0.00183365969556	4.03233826167e-05	2.01683611111e-06	7.12434000277e-06	2.09708351111e-06
t	0.0244420291667	0.917162395926	0.031175389977	0.0226658445274	0.000216501231937	5.67465229481e-05	0.000165762086889	7.30947262722e-05	7.47023973037e-05	0.00391422073185	4.47914222056e-05	1.24653153704e-06	5.78645320092e-06	1.5442804237e-06
à	0.0092592075889	0.907840648642	0.0371802121157	0.0395763086958	0.00133652530455	5.91433997827e-05	0.000180845143963	5.07716874241e-05	3.36617421012e-05	0.00445875789062	1.87939119352e-05	7.68334792347e-07	2.73145906697e-06	1.6768803079e-06
c	0.0185456713963	0.888798799547	0.0403297013719	0.0466043380653	0.00171894596285	6.31601552609e-05	0.000300373239654	0.000282513823475	5.35688230337e-05	0.00323864577687	3.46499605117e-05	5.42409210782e-07	2.79738991557e-05	1.12473181597e-06
i	0.0212085874821	0.616755175182	0.160178136457	0.191728325855	0.00581735754895	0.00028201799042	0.000389601256551	0.000399249991158	0.000155001431011	0.00294551785229	9.31394868372e-05	2.46720123693e-06	4.00382993852e-05	5.36407525199e-06
a	0.0074281348207	0.229433800394	0.377465548819	0.366453441952	0.00947901441632	0.00320043232014	0.00091081311885	0.000710957830386	0.002602195437	0.00135347640076	0.000832725805612	4.3935182279e-05	5.14359791284e-05	3.40535257507e-05
e	0.0028103257369	0.102982954465	0.44536243294	0.407315840651	0.0141508347054	0.00838075927338	0.00300702357295	0.0018105016768	0.0106086709457	0.00123302895692	0.0020717696352	0.00011122011076	8.23249347095e-05	7.23197185836e-05
t	0.0102662890656	0.0686146724883	0.303296610313	0.43051866355	0.0324092599018	0.0105453284245	0.0266064708576	0.00631174129227	0.0133548868486	0.0940788497856	0.0021126977784	0.000191179800253	0.000398443938237	0.00129491475953
o	0.0125931293175	0.0480547318294	0.136609880771	0.496802444517	0.118700089967	0.0106297221415	0.0335988291192	0.00710099669742	0.0072192573062	0.125193040495	0.00115964075613	0.000180960110084	0.000475085834846	0.00168214309118
s	0.0079035244015	0.0213489399431	0.0749970215903	0.522710054839	0.187040669989	0.0177533123805	0.0628584752064	0.0119799918325	0.00843830559207	0.080849794065	0.00116800804871	0.000361455333361	0.000619409600382	0.00197098640173
ò	0.00633489419317	0.012028750541	0.0388151781968	0.447629431613	0.299751156663	0.0263394794602	0.0747235397355	0.0141558882775	0.00915199556402	0.0665547572217	0.00128183889624	0.000468140297787	0.000669331353794	0.00209558758391
z	0.00391106899039	0.00465709097367	0.0255997570656	0.429012400538	0.281758169888	0.0297874078201	0.0900433545785	0.0270167820925	0.00856499888801	0.0945819549406	0.00361658284541	0.000237125162596	0.000469091538265	0.00074421802697
u	0.0031106305978	0.00212899718256	0.0176965310885	0.325835052179	0.356860474296	0.0469048996067	0.0971914671928	0.0323821526975	0.00883105142934	0.10338393688	0.00465637904847	0.000206599670865	0.000409294949422	0.000402556391323
m	0.00161643520027	0.00111770861885	0.0111556720962	0.189500079393	0.406130191432	0.0509253018689	0.115298134731	0.0242887495658	0.0168605786098	0.17886791086	0.00322914238282	0.000346068386955	0.000331053486474	0.000333025210441
e	0.00111036523009	0.00078723210295	0.0078399713654	0.116095916798	0.371988617144	0.0928415239563	0.148848811577	0.0289582231886	0.0205021402033	0.20657916262	0.00310940752761	0.000525488752318	0.000304714895491	0.000508475250147
e	0.000471791406697	0.000410382520983	0.00439889358847	0.0471918178327	0.394555812381	0.171656077985	0.115315423859	0.0548244443962	0.101486106068	0.0725397513067	0.0299264553092	0.00513500715077	0.000713364065164	0.00137468561672
s	0.000360644268899	0.000304324450328	0.00259723172949	0.0187072790442	0.259218150794	0.146773058328	0.220357537953	0.0776781681321	0.161679765356	0.0621865418689	0.0398594594364	0.00756853805026	0.00113935295505	0.00156994263891
ò	0.000237334582966	0.000203137363443	0.0019582930765	0.00832923854807	0.206035470265	0.120761775109	0.335502979318	0.128328986044	0.108492968452	0.060273135123	0.0211826728121	0.00660347768342	0.00082490825835	0.0012656324463
z	0.000170882084322	0.000139490927814	0.00229523259217	0.00532644001602	0.123170742088	0.109278876036	0.393008126439	0.187531785348	0.0847642428173	0.056831899541	0.029922124604	0.00541099976114	0.00123398225945	0.000915198154433
u	0.000179389941441	0.000206707079271	0.00249347576406	0.00443613967201	0.055807986696	0.125031036345	0.342671528813	0.221832305116	0.118063027606	0.0583314335137	0.048695529868	0.015981023787	0.00167423021982	0.00459620849048
