 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.81023057	0.187712505	0.001801612425	0.00019870366	6.48856575e-06	3.98905958e-05	9.44585335e-07	1.481064915e-06	6.7059135e-07	3.59996725e-07	4.0923635e-07	6.8310142e-07	5.2439895e-07	4.6344746e-06	4.60667875e-07
ì	0.606406883333	0.381513068333	0.00948612514167	0.00238527724667	6.901271025e-05	0.000103863415267	6.99453720167e-06	9.93951407167e-06	4.00460445e-06	1.774338325e-06	1.762036e-06	1.56810508667e-06	1.30619198333e-06	5.45085703333e-06	2.94110645833e-06
n	0.420312997778	0.563594356111	0.0127788323806	0.00307469349556	8.75140353833e-05	0.000111794011756	8.83712446722e-06	1.23123858572e-05	4.95292560433e-06	2.19354784153e-06	2.107813784e-06	1.61087913589e-06	1.39946037098e-06	2.83841988778e-06	3.55439395953e-06
o	0.235802868393	0.706255952037	0.0461547117935	0.0113419451119	0.000199099197094	0.000171231887252	1.53593112224e-05	3.17400204524e-05	9.69036132244e-06	3.81396501371e-06	3.73700037867e-06	1.7367895523e-06	1.60423293353e-06	1.97102757259e-06	4.54835762659e-06
ì	0.0800522420977	0.833400650679	0.0692572265978	0.016622120904	0.000276831855698	0.000276732005751	2.26378390741e-05	5.29401531508e-05	1.41719271075e-05	5.6074342379e-06	5.44539045956e-06	2.32552455077e-06	2.27372467784e-06	1.80903827086e-06	6.97429787553e-06
t	0.0299581811992	0.828568150226	0.120614404866	0.014513900168	0.000532599388566	0.00543287982525	3.4793031358e-05	0.000295657458717	1.59682883692e-05	4.40661964597e-06	7.31221581985e-06	2.83167815026e-06	1.88876222595e-06	1.23916156036e-05	4.63031675851e-06
s	0.0163688587331	0.839336230075	0.124946248722	0.0112675442267	0.000577286490622	0.00706414890708	3.37352847933e-05	0.000361605596672	1.36588800841e-05	2.75196032552e-06	6.76683911428e-06	2.45238702142e-06	1.16259848665e-06	1.58251107512e-05	1.75485899937e-06
e	0.00916435902203	0.711333440025	0.198146496674	0.0768078972462	0.00145357392464	0.00277653490103	7.04094776051e-05	0.000170900669324	2.8725837989e-05	7.21570088537e-06	6.93428854576e-06	4.40612264514e-06	3.33936800688e-06	6.7115817004e-06	1.90400019463e-05
r	0.00366504941834	0.607473263342	0.279778832225	0.104957053749	0.00181524244155	0.00200228980034	8.59999252017e-05	0.000128571376441	3.51700595963e-05	9.16740376179e-06	7.51016908192e-06	5.30054194838e-06	4.26255315229e-06	5.99390103347e-06	2.62704448821e-05
e	0.00182499371478	0.483089847781	0.297641467408	0.208323785916	0.00602386378052	0.00248929746678	0.000229908037734	0.000207603912147	8.58349534654e-05	1.72055400539e-05	1.21314622606e-05	8.05313004946e-06	6.26265520076e-06	5.63472164449e-06	3.41230125274e-05
k	0.00116061234693	0.23907050926	0.404594365803	0.325574191972	0.00928171926017	0.0187855861556	0.000385027855911	0.000781479514049	0.000142023744488	3.2002860018e-05	2.54670987535e-05	1.59786610165e-05	1.25910430669e-05	3.33800352815e-05	0.000105016520842
a	0.000945926316643	0.14815086742	0.363273185268	0.438212210657	0.0208472660867	0.0260005598852	0.00080897745197	0.00117609507135	0.000285627481496	5.4592020006e-05	4.06503395845e-05	2.15483880055e-05	1.66376603556e-05	4.25829302272e-05	0.000123182982281
s	0.000485113559881	0.0644482668067	0.253591775089	0.611625770219	0.0310217016956	0.0345765754617	0.00134229565066	0.00202597359045	0.000436203047165	8.9352790002e-05	6.72793465282e-05	3.16677336685e-05	2.43172811185e-05	7.09406138757e-05	0.000162717056094
ì	0.000325589532294	0.0335124029356	0.166186316363	0.69988133674	0.0512495392319	0.0419763941539	0.00249189741689	0.00286280729682	0.000852875369055	0.000154673560001	0.000104245265509	5.71030212228e-05	4.19775687062e-05	8.14990152919e-05	0.000221344612031
m	0.000161790846431	0.0172519749785	0.116549736788	0.733064758913	0.0693536050773	0.0484609670513	0.00432665550563	0.00899773213227	0.00112057198968	0.000149729558	0.00015374191517	6.36230897409e-05	3.89612277354e-05	0.000168070382431	0.00013810344421
m	0.0112501016921	0.0515997669928	0.0953616522627	0.499241571304	0.0476108686924	0.278075145684	0.00359804613521	0.0119876422774	0.000670786029893	6.56578106667e-05	0.000128534880057	3.69424050803e-05	1.86578167451e-05	0.000307487314144	4.71708185367e-05
e	0.0149304960007	0.0577578508976	0.0474869094209	0.310483175435	0.149247307897	0.390745095228	0.0131095191784	0.0110401859925	0.00341180800996	0.000415215900222	0.000257465478352	0.00022099588086	0.000139002964915	0.000235536555715	0.000519464463112
