 	non	sapeva	dove	a	stare	</S>
e	0.40328318	0.56921945	0.024415364	0.00149123305	0.00092474934	0.000665907775
n	0.204206203	0.769380883333	0.022260116	0.00125884018333	0.00220728504667	0.000686602711667
ì	0.0742570835	0.882550827778	0.0401746933333	0.000560664995777	0.00214609861222	0.000310625554346
s	0.0354601563333	0.918020109259	0.0454346401778	0.000242383229926	0.000730333923507	0.000112402357239
s	0.0259300664444	0.952023203086	0.0207426834593	0.000170489066642	0.0010844688306	4.9100103413e-05
e	0.0137602311481	0.648389193695	0.308800115486	0.0166846163489	0.0095100700102	0.0028557642768
r	0.047649860716	0.470935157232	0.438785008495	0.0236656362163	0.0139205447701	0.0050438062256
e	0.0586926229853	0.405089131711	0.375151339498	0.0848662081721	0.0567526120234	0.0194481175419
p	0.207550147075	0.169196523204	0.326660769166	0.113612236391	0.105740627341	0.0772397291806
u	0.257512680058	0.0907424389013	0.168474485722	0.26176594913	0.126580339114	0.0949241150602
n	0.100307691719	0.0337842324671	0.157497668574	0.345859916377	0.115674107371	0.246876383687
a	0.047672324583	0.0146143998224	0.109546905858	0.352384452126	0.144497103457	0.331284844562
s	0.0176417369377	0.0054515295408	0.0466879159527	0.348065640709	0.142694454486	0.439458764854
t	0.00807113981257	0.00355155904693	0.0267210309842	0.19903442357	0.316847011495	0.445774856951
a	0.00337152392219	0.00252901103564	0.0160050762614	0.16571924119	0.543613903832	0.268761240984
s	0.00173930329206	0.00124899653188	0.0088890411538	0.132038707063	0.366918678944	0.489165253661
ì	0.00119410351069	0.000855636000627	0.00605285315127	0.080295508021	0.317462403981	0.59413947122
</S>	0.000642305225345	0.000543241085313	0.00379431902564	0.0610570725105	0.43780110199	0.49616193561
