 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.80261663	0.196238233	0.001114103775	7.0352112e-06	9.4103795e-06	1.46952261e-05
c	0.56013266	0.433646444333	0.00502666365833	1.40636675333e-05	0.00117440056417	5.81544123333e-06
h	0.4368605	0.555214314778	0.00634140811944	1.62072233111e-05	0.00156507653972	2.47827679444e-06
e	0.347036708	0.633523871593	0.0175041256065	0.000290565435904	0.000627074464907	0.00101765325751
p	0.170510417333	0.750254990531	0.0358247375355	0.0024654526453	0.039562698855	0.00138172524584
o	0.0918783669777	0.76016294351	0.0907879515118	0.00385719778177	0.052551736065	0.000761792858613
l	0.0328574752926	0.768363227837	0.175211813837	0.00252873496059	0.0204137714683	0.000624892346204
e	0.0119559317975	0.547047119279	0.420121734612	0.00912930568686	0.00985310432277	0.0018927335254
m	0.0046559560325	0.292412756426	0.678007834871	0.013633822229	0.00853270310759	0.00275691920847
ì	0.00216724893817	0.170600675475	0.79974236829	0.016413871743	0.0080474576692	0.00302834970282
s	0.000858987230057	0.0696869994917	0.888430432763	0.030210877581	0.0082250123564	0.00258762091161
o	0.000474753133352	0.0307567091306	0.828155120921	0.11822441786	0.0150707547855	0.00731819251454
n	0.00112627404445	0.0141064880102	0.789553130307	0.15492642262	0.0296652065952	0.0106224790382
t	0.00131796392982	0.00904731257007	0.845877220102	0.105417494207	0.0330460875317	0.0052939157734
a	0.000542762941607	0.00444652125669	0.654855953367	0.288285634736	0.0398276028439	0.0120414868185
ò	0.000560612830536	0.0024818097189	0.471094694456	0.404536031579	0.103807914281	0.0175189124395
l	0.000686882576845	0.00183718353297	0.435142071485	0.40126176386	0.151965971427	0.00910609847783
i	0.000524696765615	0.000891963967657	0.251340044162	0.54479135462	0.167893497142	0.0345584016573
t	0.00236358046187	0.000625267585886	0.106499085054	0.597432384873	0.244982199047	0.0480974480524
i	0.00297149040396	0.000615032778629	0.056505957018	0.514208961624	0.378985843016	0.0467127035175
n	0.0162622091513	0.00132680554288	0.0292604933393	0.374468660541	0.515557767672	0.0631240591725
a	0.0210613492838	0.00181941444763	0.0205307954464	0.257512673514	0.609236409224	0.0898393743908
d	0.0155063059946	0.00160508368254	0.0118544296488	0.156120559838	0.729980169741	0.0849334864636
d	0.0138584239649	0.00219752622751	0.0134297920496	0.0932103366127	0.834303223247	0.0430007498212
o	0.0078802634883	0.00354094347584	0.0124396030165	0.0653974462042	0.729218581082	0.18152324594
m	0.0164938300294	0.00426437459195	0.0097197200055	0.0455977657347	0.685855067027	0.238069285313
à	0.0168380134965	0.00308677444398	0.0081747159685	0.0404008815782	0.809134722342	0.122364906438
d	0.0545919293188	0.00178308702799	0.0039120618895	0.0198692457261	0.771413640781	0.148430030146
a	0.0678805985396	0.00182050334266	0.00272809202983	0.0090929451087	0.48117823226	0.437299586715
</S>	0.0350843174198	0.00202491707133	0.00260726771492	0.00634221255435	0.27589624413	0.678044993358
