 	io	non	ho	cosa	da	mangiare	</S>
e	0.959210725	0.03364022	0.00269517	0.0037749636	0.00036058818	0.000141771195	0.00017668143
v	0.883713771667	0.0620412033333	0.0322189266667	0.00490960726667	0.000253744823333	0.0167031655417	0.000159623256667
ò	0.580095103889	0.263565167778	0.0790838788889	0.0535959634222	0.000852480104444	0.0226831869139	0.000124214437222
e	0.253338242296	0.398160542593	0.163743462963	0.170160684474	0.00403325623481	0.0102695178713	0.000294241490741
n	0.104031782432	0.241098145631	0.154261581288	0.160442807425	0.00442477097494	0.335112903124	0.000627946810247
è	0.039069608344	0.087385179977	0.0946650007293	0.318387405075	0.017834716555	0.441893229508	0.000764843716749
c	0.016772010648	0.0369849115923	0.0757507319764	0.376115326358	0.022459686535	0.470610484969	0.00130682261892
h	0.0170466965493	0.0153776153308	0.0362153403921	0.418153656786	0.009618279395	0.502337331656	0.00125108871397
o	0.0159155377164	0.0087298576436	0.0276892921307	0.623022208929	0.113912982665	0.201003535885	0.00972658791232
t	0.00663560177213	0.0063315418812	0.0206976673769	0.486404099643	0.149343651888	0.316266847295	0.0143205577708
i	0.00293274859071	0.00502610409373	0.0169232811256	0.310142513214	0.255960808296	0.388235092432	0.0207794467236
è	0.0041005311969	0.00292929559791	0.0109359167419	0.175932229405	0.352100236099	0.423284894144	0.0307169119079
n	0.00475667219897	0.0033097172993	0.00561492171397	0.067229154135	0.181194878366	0.709586784715	0.0283079149693
a	0.00368798176632	0.0041140824331	0.00420341267132	0.0258012772117	0.154625405789	0.682065494905	0.12550240299
f	0.00710917382211	0.00569556181103	0.00918879555711	0.0113580446706	0.15267124593	0.573724064968	0.24025315433
à	0.00697179907404	0.00558357877034	0.0101135493857	0.00522075595687	0.0763262906433	0.700057754989	0.195726326443
o	0.0605846694913	0.00271361689011	0.0044538578619	0.00218414008562	0.0467272818811	0.617874364996	0.265462133814
</S>	0.117218919746	0.00228331064506	0.00288248723095	0.00126853424281	0.0284186514406	0.452048052498	0.395880091907
