 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.457282265	0.54200722	0.000384367595	2.4470357e-05	0.000280246822	9.08325e-07	1.45168193e-05	7.9161585e-07	1.39160515e-06	4.18577145e-07	5.572896e-07	2.49144568e-06	3.6421095e-07
u	0.374212051667	0.617982253333	0.005714762205	0.001320975652	0.000713141940667	1.00215678e-05	3.26502371e-05	2.14739585e-06	3.36964221667e-06	1.507900395e-06	6.55290566667e-07	5.59861032667e-06	8.6321861e-07
l	0.296571227222	0.693334617778	0.00749517000167	0.00175519632733	0.000782999693556	1.3116774e-05	3.21626280333e-05	2.38979575667e-06	3.50258360556e-06	1.820369565e-06	4.43719045556e-07	6.10207644222e-06	1.27916017e-06
è	0.145732026074	0.840509605926	0.0112514192672	0.00186101335244	0.000606077677852	1.09277134e-05	1.87393866778e-05	1.64865129222e-06	2.45684356852e-06	1.21297862167e-06	2.40645735185e-07	3.42979184741e-06	1.25108115667e-06
o	0.0528653500913	0.668867788642	0.205033717089	0.0609993965841	0.0104858982593	0.000568901262133	0.000306081824559	9.61266953307e-05	0.00022178002869	0.000201541182274	7.34109017506e-06	0.000310642805649	3.54547724522e-05
è	0.0181324001638	0.393142759547	0.444305272363	0.104927393528	0.0361472277531	0.00102596155404	0.00083452304152	0.00019072289511	0.000424073699563	0.000321850790758	1.3422670725e-05	0.000434100723216	0.000100276957484
n	0.0740314991213	0.270715386516	0.395547030788	0.0810235858427	0.167511305918	0.000696995038013	0.00709286748051	0.00023688102837	0.000537767923188	0.000185640733586	1.28262312417e-05	0.00231692978241	9.12857364947e-05
a	0.0924528787671	0.130281964172	0.428971650263	0.133219785281	0.200838171973	0.00105260393267	0.00914186226017	0.000279403066123	0.000554205804396	0.000147427871195	1.33968384139e-05	0.00294504290747	0.000101643339498
p	0.0988376919824	0.094618556724	0.495804990088	0.14126941076	0.159398420658	0.00131457289756	0.00602872318672	0.000391287335374	0.000612605774799	0.000135094537065	1.89791394713e-05	0.00138621874916	0.000183457153166
r	0.102107043194	0.114738428908	0.420105190029	0.187186929253	0.166171183553	0.00165505855252	0.00587933339557	0.000451078528458	0.0005662087016	8.40844330217e-05	1.89035644904e-05	0.00088849317972	0.000148047488722
à	0.0352009099697	0.0715468196827	0.359760406676	0.321875883084	0.193062127851	0.00806920378417	0.00638215563186	0.00142093043615	0.00145930900053	0.000693368605007	3.51444951635e-05	0.000383280509907	0.000110457113907
m	0.0129131223949	0.0255870884076	0.281579412225	0.320329241028	0.32509668595	0.0102601218947	0.0185716267106	0.00196774864538	0.00209564053351	0.000973044035002	4.18795085545e-05	0.000489743089969	9.46433024023e-05
a	0.0054872548803	0.0101667385959	0.190445752075	0.431585463676	0.31825269865	0.0141394515982	0.0243513562369	0.00194053378179	0.00204888921117	0.000808365178334	3.65250190182e-05	0.000498103345656	0.000238839325234
p	0.00938797367543	0.00562281639197	0.0984739006917	0.421162291225	0.41271239955	0.0158091691994	0.0300201827456	0.00257998842726	0.00258092533706	0.000737799839445	3.75671370061e-05	0.000559401997552	0.000315553605078
