 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.991229735	0.0086680445	8.18317405e-05	1.22975355e-05	9.205728e-07	1.095641975e-06	1.513094983e-06	4.23819089e-06	3.2487529e-07
à	0.961134335	0.0373874841667	0.0013022001635	0.0001647490265	3.0229119e-06	2.09077020833e-06	1.33173394967e-06	4.25839199667e-06	4.95768663333e-07
o	0.741182695	0.225701551389	0.0306625850545	0.00199324560217	3.78089178667e-05	0.000358774423403	5.46586668166e-05	3.80708693222e-06	4.82193532111e-06
c	0.461469891667	0.487640440463	0.0446749370182	0.00316825786739	0.000210308812622	0.000493426519468	8.20504166055e-05	0.00223253302554	2.81307257737e-05
e	0.275387611889	0.618375646821	0.0892623043394	0.0128779017558	0.000378955637541	0.000648049851489	6.20453752018e-05	0.00297398860928	3.35077222579e-05
r	0.117641755963	0.75786684894	0.10642971078	0.0158731714519	0.000324931535847	0.000738137090496	7.60508137339e-05	0.000998713652527	5.07125857526e-05
k	0.0410148036543	0.893332669647	0.0584152589267	0.00629670445063	0.000172072607282	0.000311843031832	6.20806062446e-05	0.000339938564842	5.46605676175e-05
è	0.0147315667148	0.841474059882	0.118353308976	0.0238173729169	0.000951590641094	0.000389693925611	0.000116019747082	0.000116102062614	5.03234299058e-05
o	0.0059024768016	0.575338293294	0.352931906325	0.0535337493056	0.00312055438036	0.0080252188952	0.000863071232361	6.9829306538e-05	0.000214928578302
n	0.0036150716672	0.511642701098	0.425843975442	0.0440038047685	0.00304121341679	0.0103493982451	0.00108593219079	7.2401746846e-05	0.000345504432767
t	0.00206561480907	0.743331213699	0.232396955147	0.0168959589562	0.00110803452426	0.00350770354503	0.000426657091263	4.49625350153e-05	0.000222907819229
a	0.000848418313023	0.5840345079	0.292733015049	0.113602368685	0.00481647320342	0.00321113789834	0.000539460144754	2.41293717384e-05	0.000190500651383
è	0.000454859271008	0.2351734793	0.58301742835	0.166115996228	0.00802795940114	0.00606455349945	0.000841414781585	6.43377692461e-05	0.000239962737128
n	0.00231604323367	0.166105246433	0.719269742783	0.0999323054093	0.00578016606705	0.00538872729982	0.000617876443862	0.000430902726415	0.000158989807043
a	0.00281087209956	0.118486174944	0.520769624261	0.325207535136	0.0227105776224	0.00783122423327	0.00137153373129	0.000538670882138	0.000273771853681
m	0.00415706162152	0.087517204448	0.440867284754	0.418135601712	0.0319416332075	0.0108687220778	0.00395060071043	0.000441018300713	0.00212083206789
à	0.00462838233717	0.0774951726493	0.411863249918	0.436047177237	0.0507681630692	0.0108460700259	0.00515073823681	0.000412908823571	0.00278810470596
k	0.00274152524239	0.0302527693831	0.339225371639	0.543284369079	0.0672258470231	0.010995913342	0.00346530597894	0.00158307503119	0.00122579279865
i	0.00209984672746	0.0139033407277	0.28053306288	0.57848974636	0.095772898341	0.020378539114	0.00559903389298	0.00204129304373	0.00118219994622
n	0.0209664705558	0.0158822471759	0.196853346627	0.558654358787	0.137256839447	0.038321433038	0.0232571842977	0.00326601118124	0.00554207078207
a	0.0273235378053	0.0165707908286	0.169025336009	0.458879009596	0.205928613149	0.077158074346	0.0335157790992	0.00471253116041	0.00688630796069
k	0.0165830388884	0.00830190471287	0.106251575803	0.405527249865	0.291276204383	0.0983368861153	0.0415684746997	0.0160597514868	0.0160949258536
a	0.0132517178628	0.00568819201429	0.0849247056677	0.295804603288	0.333372968128	0.163298723372	0.0615504082332	0.0225548621623	0.0195538460845
k	0.0107237565209	0.00373253588143	0.0659624889559	0.219920011096	0.346760816043	0.181984057791	0.0748273860777	0.0748250923874	0.0212638494948
u	0.010567362307	0.00344156579381	0.059695866752	0.145202791365	0.291100265348	0.251870112597	0.117305745359	0.0981455281291	0.0226707324983
n	0.0210647229023	0.0034270828646	0.0550634393507	0.107339683455	0.233791301783	0.259367775866	0.121905388453	0.171213590043	0.0268270151661
s	0.0339017586341	0.0058745804882	0.0591992631169	0.119783463152	0.255290680594	0.133889306955	0.130839666151	0.223427728348	0.037793561722
u	0.026465723878	0.00572388476273	0.0280769798723	0.090002388384	0.208359027865	0.207036618985	0.233860625384	0.166375067783	0.0340996482407
m	0.0301243539593	0.00343941035424	0.0192719601241	0.0778029834613	0.134960553622	0.201509568662	0.214707668461	0.284757699261	0.0334257614136
è	0.0276616899864	0.00268955235141	0.0154580335414	0.0758468571538	0.128113957874	0.140752388554	0.205887129487	0.36774764642	0.0358427364712
i	0.0382422836621	0.0027449316838	0.00696889368047	0.0328952607179	0.0773116434247	0.128786449518	0.224431137829	0.41424966214	0.0743697688237
o	0.054306320554	0.00266604366127	0.00657989022682	0.011793899306	0.0274103756416	0.090429766506	0.143661047276	0.57658310738	0.0865695862746
l	0.0596597361847	0.00240302702042	0.00720765540894	0.0158854678353	0.0182519322472	0.0602410220687	0.0818520164253	0.690305935793	0.0641932154249
ì	0.0518173110616	0.00256991354014	0.00554230636965	0.0173972063118	0.0154553490157	0.0268349012562	0.0426611418084	0.736391358598	0.101330531808
b	0.0213728473139	0.00177803131138	0.00306982199822	0.0066191544706	0.0062381720719	0.0144063328721	0.0252473843678	0.830704819533	0.0905634225027
e	0.0156183637313	0.00167577506846	0.00187048214107	0.00392489795687	0.0040355940573	0.0158721460774	0.0160275672209	0.717288396511	0.223686729401
n	0.0321505759104	0.00211854015615	0.00219009334702	0.00741183611896	0.00514414725243	0.0163592667341	0.012963194083	0.647688775504	0.2739735628
z	0.0328867909701	0.00245271858538	0.00188226518234	0.00808276387299	0.00682022008414	0.00803210128637	0.00488727597033	0.836207858501	0.0987479872667
ì	0.02404401499	0.00463789976179	0.00211547599411	0.00418942502433	0.00580561292805	0.00786308242879	0.00365739925678	0.708626786167	0.239060289089
n	0.0181379023967	0.00414727312726	0.00190674958804	0.00251597480811	0.00288259104268	0.0052882708696	0.00269947943299	0.674655582056	0.287766157363
a	0.0207674511989	0.00339785974909	0.00190766401935	0.00266013343604	0.00273562368089	0.0081059546832	0.00291902682506	0.586011294019	0.371494946788
</S>	0.0314313855994	0.00465663062455	0.00267494685968	0.00321644811802	0.00356032959045	0.0135331353416	0.00448744941253	0.342323847009	0.594115793394
