 	il	morto	vuole	pianto	</S>
t	0.86377772	0.135310821	0.000790202825	4.92234865e-05	7.1997854e-05
o	0.60910238	0.389542527	0.001199254375	5.13720621667e-05	0.000104464650667
n	0.323870933333	0.674483609	0.00148401069167	3.31237580556e-05	0.000128354856889
a	0.160964149778	0.830436803	0.00825166126389	9.41102500185e-05	0.000253279678963
p	0.0987986885927	0.848231417667	0.0518118064213	0.00033077360334	0.000827312792988
e	0.0738335317642	0.854435589222	0.0701611061404	0.000428995521113	0.001140725011
s	0.0266005648214	0.893542029741	0.0775537760468	0.000510559813704	0.00179297695033
a	0.0103803007405	0.811977343247	0.162859015349	0.00359546152457	0.0111878157168
m	0.0047612867135	0.753776181082	0.22160520845	0.00468366417486	0.0151736520723
m	0.0029104563245	0.643719460361	0.344367562817	0.00198517863162	0.0070173616471
è	0.00108546389817	0.38354142012	0.479097454272	0.0549752121172	0.0813004623387
n	0.00237761946939	0.385719356707	0.433276051424	0.0725611510074	0.106065848066
o	0.0029507809898	0.355053091402	0.432679230475	0.105127983971	0.104188936641
t	0.00257302522993	0.123941303301	0.646266190158	0.117753484324	0.109466021214
è	0.00231719293331	0.0464601196337	0.681921763386	0.175763594441	0.093537352738
l	0.00248231756777	0.0179844694112	0.700644731129	0.195271299147	0.0836171625793
i	0.00260391300592	0.0076872793904	0.564134406043	0.282234460716	0.14333989586
g	0.109505891219	0.0234928103835	0.263856667681	0.335923270239	0.267221341953
l	0.145795672906	0.0301800321278	0.20649642256	0.414840386746	0.202687483318
e	0.0500621125687	0.0119137560759	0.116257717453	0.641661242249	0.180105163773
m	0.0392388986229	0.0074198087253	0.0943002224177	0.562419314083	0.296621747924
m	0.0360825842076	0.0074565995751	0.0985918584726	0.606028218028	0.251840729975
è	0.0133902411692	0.0046051415917	0.0458042230909	0.629395786009	0.306804630658
n	0.0880660974897	0.0220652739306	0.0819676669636	0.365253645336	0.442647350219
o	0.11324385093	0.0280085489435	0.0951974852212	0.188136865112	0.57541325674
</S>	0.057362703115	0.0146782149218	0.0498660669606	0.155747682556	0.72234532837
