 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.94646255	0.04773465446	0.0055017935	0.000220144705	4.5106726e-05	8.567385e-06	2.10967736e-05	2.04202407e-06	2.04457077e-06	7.61817155e-07	1.252310565e-06
r	0.659975246667	0.100263528153	0.231731023833	0.005998289035	0.000877594015333	0.000364192448667	0.000706070717867	7.09568369567e-05	8.67820259e-06	2.640554185e-06	1.748087755e-06
t	0.298703018889	0.380160332718	0.310678787278	0.007819667173	0.00113223010211	0.000478386369389	0.000921001164089	9.27855040922e-05	9.70278000833e-06	2.86554214833e-06	1.18857303567e-06
e	0.132707786296	0.500918424239	0.341582735093	0.0224283265523	0.00160523773104	0.00026229020963	0.000401693839496	4.55924964707e-05	1.55251568144e-05	3.48889173611e-06	2.88903973626e-05
n	0.0849282287653	0.33813401808	0.546070978364	0.0283859425174	0.00186567743368	0.000224847186543	0.000278058086499	3.76033598236e-05	1.96581567381e-05	8.41322771204e-06	4.65795841209e-05
a	0.0690466636884	0.269834546027	0.598346142788	0.0583196978391	0.00378944606789	0.000280745178848	0.000268316742166	3.74287366079e-05	2.6572349046e-05	8.09697200401e-06	4.23523570403e-05
i	0.0271854098295	0.298155922009	0.551436397596	0.10450581728	0.0124446965226	0.00148977249295	0.00207097941406	0.000649429944536	0.00196202258635	5.72074263467e-06	9.38479630134e-05
v	0.0187195834432	0.245435969003	0.629437349199	0.0847832494267	0.0134075306742	0.00192497094765	0.00262639622135	0.000863411158179	0.00260056736878	2.29301550782e-05	0.000178041961004
ò	0.0133290368144	0.0929338746677	0.7326473164	0.123175565476	0.0307337420581	0.00282575986588	0.00225994429045	0.000568514662726	0.00133877766293	2.70384892594e-05	0.000160382687001
s	0.0052434674048	0.0387450973559	0.745571772133	0.161220718492	0.041037054686	0.00372214422196	0.00288026429682	0.000580848177575	0.000914054503643	1.11409540531e-05	7.3441680667e-05
t	0.0132063626016	0.0337968699186	0.832184257378	0.0955477188307	0.0203937039953	0.00216425514065	0.00202416509894	0.000334960101692	0.000313540970548	5.16636427437e-06	2.9047874489e-05
e	0.0157767046189	0.0317106287062	0.587763595793	0.28953687561	0.0676956464318	0.00555516328022	0.00120921985631	0.000393973353064	0.000271355410183	4.52816661479e-06	8.23219040963e-05
s	0.0055259272913	0.0109400628554	0.426187991931	0.457539375203	0.0898708754773	0.00761967029341	0.00142218500877	0.000484770531021	0.000276383780061	6.46870340493e-06	0.000126309844699
t	0.0099432040971	0.00605091440513	0.451683913977	0.419384678401	0.0948828451591	0.0121862236311	0.00521445483626	0.000419837323674	0.000146487206687	1.39760576683e-05	7.3478470233e-05
u	0.0112794076157	0.00428122556838	0.246700063992	0.482314806134	0.216600268386	0.0298666902104	0.00679334774542	0.00125731210789	0.000555549472229	2.50361045561e-05	0.000326271952078
d	0.00418889325523	0.00189579145613	0.151822137331	0.559057682045	0.242721786129	0.0331893594035	0.00422194781514	0.00164314280263	0.000764473110743	2.5799698852e-05	0.000468970530693
i	0.00228826818508	0.00131591110538	0.118095340844	0.431069522015	0.337071225376	0.0812146371345	0.0195502853717	0.00494175053421	0.00411670982358	2.32788796173e-05	0.000313056633564
è	0.00353097916169	0.00295045958846	0.042705919348	0.189109029672	0.419068691792	0.153688329045	0.115341049791	0.0263642828447	0.0466909687745	0.000188010745872	0.000362272687855
o	0.0167866481872	0.00564881719615	0.0193694044493	0.089338985224	0.299756163931	0.160990643015	0.27522484993	0.0433534362816	0.0881016462582	0.000300299455291	0.00112910899595
n	0.0234529323957	0.00443407156872	0.0149028691498	0.087438369408	0.32242437131	0.181477557672	0.26352363331	0.0373532684272	0.0609447457861	0.000798912391764	0.00324923743198
a	0.0128088262986	0.00202791995957	0.0110902623166	0.0769852655693	0.29644242177	0.308007729224	0.215761314437	0.0401718568091	0.0325963532954	0.000936208440588	0.00317180040066
