 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.273787829	0.704495915	0.02085818735	0.00054819757	8.6050579e-05	2.12993419e-05	0.0001890636585	6.17894215e-06	4.153123e-06	1.34507378e-06	1.8713743e-06
d	0.0953890418	0.805181438333	0.0943620947833	0.00344087572333	0.000986708703	0.000125355313967	0.000476299352833	1.960737805e-05	8.02084966667e-06	8.38613702667e-06	2.20944573333e-06
ì	0.0379789417333	0.825057979444	0.129718814928	0.00514078390778	0.001382068261	0.000209857761322	0.000462745972278	2.35780206833e-05	9.17443375556e-06	1.08798918422e-05	5.13521291111e-06
s	0.0169265977444	0.910076459815	0.069267170776	0.00275877727759	0.000607993090667	0.000133810734641	0.000203872574093	1.10440555011e-05	4.70489975852e-06	4.3891174484e-06	5.1411858271e-06
o	0.00806415554813	0.783699086605	0.189090516059	0.0161851257342	0.00221091147389	0.000531538015747	0.000162924330031	2.72368924404e-05	6.18814889284e-06	2.55743575047e-06	1.97497044658e-05
n	0.0124560196494	0.702842208868	0.25917029202	0.0212548217781	0.00284359166463	0.000700731148582	0.000661280253344	3.40508960468e-05	7.16471236428e-06	3.24731341682e-06	2.66184403553e-05
t	0.0145637738831	0.728468516289	0.244500870673	0.0095398187927	0.00148650862821	0.000329151572861	0.00107631649778	1.74618725823e-05	3.39978612143e-06	3.27415390561e-06	1.09679575351e-05
a	0.00775666986103	0.447316086763	0.467944356891	0.0643916962642	0.0105137081094	0.00119586057095	0.000770147302593	4.85215411941e-05	1.14763536405e-05	2.86012856854e-06	4.8626684395e-05
o	0.00280846451368	0.153389694788	0.67763160563	0.113198350421	0.0392456277031	0.010725223657	0.00102455969086	0.0018042446454	7.17181545468e-05	3.99508792285e-06	9.64886881317e-05
n	0.0201736661646	0.110871129463	0.666520888543	0.126824438474	0.046632762901	0.0143398738857	0.011763958797	0.00241908664847	0.000103515193516	2.72239899743e-05	0.000323443266044
a	0.0258924091769	0.0948409512343	0.623989162848	0.173182686158	0.0524530013003	0.0130221056286	0.0149215209323	0.00118832923282	0.000102162639839	3.37204051248e-05	0.000373930304348
d	0.024744755181	0.0578780751581	0.569130540949	0.243885628719	0.0658269957668	0.0142000002095	0.0226116583108	0.000786162807607	0.000137431596613	7.64576501749e-05	0.000722270603783
e	0.0243643632927	0.0455216412727	0.431646800316	0.280051279573	0.162382323922	0.0281784637365	0.0257535768703	0.00101458408254	0.000160295552204	9.13865911583e-05	0.000835295449261
r	0.00892064019657	0.0168067166442	0.272833733439	0.374876099858	0.258363994641	0.0381802652455	0.0245910373901	0.00291206902751	0.00139187441407	0.000194061351486	0.000929529597754
f	0.00851686926552	0.0135766672147	0.163961177813	0.396620313286	0.35564200488	0.0271061464152	0.0275191997967	0.0036538207425	0.00206858547136	0.000315426343829	0.00101978557592
ò	0.00760946345851	0.0110258179682	0.104699204604	0.288436687762	0.516895188293	0.0481989621384	0.0163438055989	0.0040522086475	0.00193811555712	0.000205399297943	0.000595146821973
m	0.0037032583895	0.0050879812194	0.0489073402013	0.240470665921	0.511813426098	0.0691573840461	0.1138143902	0.00479373631583	0.00173086848571	0.000127583489314	0.000393382446658
m	0.0056827939965	0.0145369484065	0.0605231180671	0.16640699864	0.498313732033	0.0636035890154	0.1864591734	0.00348973120528	0.000744091907903	0.000101940460771	0.000137927425219
u	0.00520457147617	0.0163427775268	0.0540129322557	0.08896955788	0.630481224011	0.0847269473385	0.1145161488	0.00378053706843	0.00116130468197	6.05455089237e-05	0.00074349319874
o	0.00175896649272	0.00552189767027	0.0188625218386	0.04469830796	0.537073121337	0.28992076578	0.0621335572667	0.0347526380228	0.00379697589399	9.42060206412e-05	0.00138707399958
n	0.00165232222091	0.00320107016009	0.00925439313287	0.0545663979867	0.321169743779	0.336987958593	0.222247579089	0.0449857343409	0.004238868798	0.000231015893547	0.00146495193319
ì	0.00161243838064	0.0024017039987	0.00581178493762	0.0554257677622	0.210563574593	0.413790789531	0.27463019403	0.0313199141136	0.003055775466	0.000284078517849	0.00110398013106
c	0.00117740880055	0.0027248723449	0.00869667187254	0.0226687880207	0.118377504864	0.45971639651	0.342732512343	0.0356412297045	0.00389119618867	0.00320459952595	0.00116881236369
h	0.00192074830018	0.00974582501497	0.0155108166242	0.0196811613402	0.118780901621	0.21914301217	0.579857874114	0.0269508495682	0.00313473332956	0.00413506413332	0.00113904051456
a	0.00155691355506	0.0102596608717	0.0115962285747	0.0157079311801	0.10283473954	0.24776189739	0.473182214705	0.0883254188561	0.0416226770432	0.00185171926911	0.00530064536485
p	0.00095728834002	0.00422166815723	0.00530992589157	0.01632776446	0.0488833745133	0.244409063463	0.498320638235	0.114925420619	0.0558306625477	0.00350891392304	0.00730528908828
à	0.000737876198673	0.00213688605108	0.00278669572719	0.0158071955467	0.0242843371711	0.332479838821	0.487437756078	0.10208241454	0.0248767293826	0.00413141780768	0.00323882721276
r	0.000342574651558	0.000828529649027	0.00106710526573	0.00706470677557	0.013209710557	0.357046032607	0.500095795359	0.0967797405133	0.0171821134609	0.00509993220256	0.00128375128092
o	0.000233046270519	0.000498323696342	0.00101626944858	0.00464996515852	0.00853611078567	0.141856030536	0.49906428012	0.187520942504	0.137048346487	0.00753928506752	0.0120373784203
n	0.000463152410173	0.000692939345447	0.00111501723619	0.00885686675284	0.00710966969522	0.066747072512	0.45531756504	0.245729110835	0.178179223496	0.0197053956892	0.0160839366734
t	0.000647142570058	0.00192292148182	0.00132380469873	0.0122481385843	0.0123426092317	0.027862964004	0.68291996168	0.144125310278	0.0884259591653	0.0223003986964	0.00588077389447
a	0.000369649106686	0.00203939674061	0.00165960649958	0.00743327266143	0.0111192626439	0.0154724440013	0.504401886227	0.211613590093	0.206531449722	0.0175420986988	0.0218173651015
d	0.00162433255223	0.00318470562687	0.00153711839986	0.0208778563538	0.0096931287813	0.0102947833004	0.318735811076	0.231512893364	0.243639125241	0.1222384179	0.0366618910338
e	0.00204623622408	0.00351533785896	0.00135296526662	0.0248439505679	0.0091605586471	0.0112083945668	0.252521151025	0.394361084455	0.120665053747	0.1573188213	0.0230064907446
f	0.00142035348136	0.00209337410299	0.000972033172207	0.016625060306	0.00560874476903	0.0106335325223	0.137317014342	0.441482242818	0.127522961249	0.240568032433	0.0157566646482
ò	0.00123045694379	0.001671961351	0.00105023504074	0.014103396402	0.00450501968968	0.0076940901741	0.0973154383473	0.407261305606	0.133030310416	0.313689094144	0.0184487215494
