 	da	da	un	famoso	poeta	</S>
p	0.765876415	0.1568288165	0.07151428116	0.00490293433	0.0008627166935	1.485507255e-05
u	0.536807638333	0.335934728833	0.111380828387	0.0149216064433	0.000917540041167	3.766513555e-05
s	0.529712769444	0.354511122944	0.0887357957957	0.0260535021478	0.000924766357056	6.202836185e-05
s	0.430305926481	0.222518610981	0.220002190265	0.124024551383	0.00310970335235	3.903336715e-05
è	0.148154761027	0.220006266994	0.418408820088	0.209199530461	0.00356981826412	0.000660775230583
n	0.140674499209	0.193922150331	0.517900816696	0.142644193487	0.00398461290137	0.000873689964861
a	0.136428301103	0.0881998924437	0.647209045565	0.105399254496	0.00919526996712	0.013568267243
f	0.0577706467343	0.0354331281479	0.523315448522	0.352796491499	0.0125020673224	0.0181822668143
a	0.0313304493648	0.0151349570493	0.369978672841	0.545676343833	0.0223176904408	0.0155619076714
m	0.0245678499083	0.00922389134977	0.29002105428	0.619345541278	0.0374111141469	0.0194305445571
ò	0.0222785136161	0.00667597301659	0.140751748093	0.737603293759	0.042179626049	0.0505108541857
s	0.027327621852	0.0065085175722	0.105166589364	0.583261911253	0.220934227683	0.0568011583286
o	0.029029330384	0.0061662775574	0.067990808388	0.366521317084	0.449580909228	0.0807113513762
p	0.088118298228	0.00942530255247	0.028002572396	0.303458685695	0.466266569743	0.104728539125
o	0.107924009193	0.0106166769842	0.0148273317987	0.217667755232	0.570823333248	0.0781408817083
è	0.0362861246543	0.00376212037473	0.00863645269957	0.105318351744	0.786285987749	0.0597109629028
t	0.0182751866914	0.00250665470491	0.00745800499986	0.0465700222813	0.89735242925	0.0278377353009
a	0.0123592271638	0.00213521730164	0.00666448299995	0.0269556817938	0.739948976417	0.2119364371
</S>	0.0064337359819	0.00120189825082	0.00434006549997	0.0291154248969	0.549544638208	0.40936421855
