 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.4529846	0.54169524	0.00331415288	0.0015092786875	0.000145961638	0.00012950621825	8.2176184e-05	3.592664025e-05	5.633628045e-05	4.68321147e-05
t	0.196831139333	0.780343713333	0.0138515711933	0.00824146729583	0.000345535492667	0.000135071827083	9.29549606667e-05	3.742685175e-05	7.382332515e-05	4.73023705667e-05
e	0.0888569624443	0.880283237778	0.0203498787311	0.00991996116528	0.000393815090889	6.85650420277e-05	4.89022008889e-05	1.55991305833e-05	4.47957577167e-05	1.83032345889e-05
l	0.0484456671481	0.927174649259	0.0185174539104	0.00546002998843	0.000262354266963	4.56384140092e-05	3.3509944963e-05	7.17447472777e-06	3.64801102389e-05	1.70479435963e-05
ì	0.0224387094827	0.93740106642	0.0346893453035	0.00488125519614	0.000468903632321	3.45317526697e-05	2.83654759877e-05	4.83970767592e-06	3.26462219796e-05	2.03564091988e-05
s	0.0308366225942	0.817662255473	0.115856976434	0.0334678290654	0.00184798967744	9.60918875566e-05	0.000163488089663	4.60299029197e-06	5.24892225599e-05	1.16962725663e-05
i	0.0333482712314	0.525158431824	0.366815625478	0.0605818193551	0.0125760855591	0.000486481115852	0.000351920073221	5.35869279307e-05	9.260809752e-05	0.000535188565689
n	0.0354864507771	0.350329747275	0.509564301826	0.0866990781184	0.015999327953	0.000573417355284	0.000345074821074	7.61885309769e-05	0.000176783932507	0.000749624771896
a	0.0358070313957	0.241163207425	0.589765537275	0.112349266039	0.018948120751	0.000895586268428	0.000400051683691	0.000101860141992	0.000190155591836	0.000379146963965
m	0.0170114479352	0.103722650808	0.671647389092	0.178751212013	0.0261779462503	0.00111276418948	0.00068709474123	0.000131643377331	0.000336222494945	0.000421623144655
ì	0.0107050196921	0.053198568836	0.629543909697	0.247152150671	0.0565694107501	0.000979265129827	0.000822153903743	0.00013221775911	0.000370478834982	0.000526846381552
n	0.0312991652777	0.0252415098453	0.471064223232	0.397408513557	0.0710494369167	0.00189963294328	0.00109665285791	0.000133347793037	0.000442946581661	0.000364565582517
i	0.0381992046859	0.0153042697151	0.292833254411	0.461651871186	0.175420495639	0.00983357524776	0.00429470715264	0.000926879864346	0.00064362461722	0.000892127916172
p	0.0825127044886	0.016029107005	0.202326409804	0.459723067062	0.217566824213	0.0118460050493	0.00581630175088	0.00129287887812	0.00122154199574	0.00166518507206
à	0.0972509561529	0.0161078109917	0.128017539601	0.572829489021	0.165986753738	0.00877062164977	0.00715284511696	0.00133803744937	0.00130580671525	0.00124012079402
n	0.0360841587076	0.0067534526539	0.090214159867	0.657217603007	0.185345827913	0.0101249135499	0.0112082532057	0.00132290718312	0.00122544342175	0.000503243328007
t	0.0177323964692	0.0049831880513	0.0511393659557	0.777394167669	0.129183885971	0.00656871904997	0.0091545790019	0.000569361649373	0.00309448160725	0.000179858840402
a	0.00797928199873	0.00341829555043	0.0317758392186	0.590942112556	0.30887413199	0.02438519255	0.024219123934	0.00338513410479	0.00352100026908	0.00149991338453
l	0.00308869397524	0.00166540135014	0.0153807566395	0.301370964185	0.602738083997	0.0312054451167	0.0359933163113	0.00454140576826	0.00201111651303	0.00200481290151
e	0.00145065456041	0.00113638425005	0.0088527950465	0.187154977395	0.680685984666	0.0476215359722	0.0594320481038	0.00930398298942	0.00178512886101	0.00257650487384
t	0.000654504302137	0.000747939740017	0.00530017198217	0.0946690437983	0.745385361555	0.0573160633241	0.0753784427013	0.0150218143298	0.00212621582034	0.00340045665795
t	0.000402396247379	0.000648067386672	0.00365446009406	0.0547471039328	0.762419220518	0.026905617608	0.1312754309	0.0117945364433	0.00626889780678	0.00188425676265
ò	0.000185299659126	0.00174490361222	0.00270535293135	0.0287371716443	0.651134193506	0.0620378543693	0.212801796967	0.0192700661478	0.0117223016023	0.00966105899755
m	0.000206958073042	0.00188605883407	0.00225817884378	0.0199681202148	0.675426651169	0.0820071834564	0.165616703656	0.0216899457159	0.0186972205341	0.0122429985359
i	0.000243089324347	0.00121364890802	0.00171093578126	0.0108225189049	0.55164547839	0.0914515964855	0.206569412552	0.0781876789053	0.036742261178	0.0214134037153
f	0.000826635798116	0.00122395606934	0.00202748232709	0.0059005714683	0.39900195413	0.0916544348285	0.288854970851	0.139420599635	0.0424247923927	0.0286646389051
à	0.000998443772705	0.00111726995645	0.00181336244236	0.00344530002277	0.318481023043	0.0511052742762	0.30068428695	0.168461659878	0.133949322798	0.0199440919684
i	0.0029379105309	0.00320935371882	0.00201536034745	0.00250531887426	0.113809836181	0.0518831830921	0.239349917983	0.203860489959	0.346521577599	0.0339070679895
t	0.00427811134363	0.00396660567294	0.00185768792915	0.00185585945809	0.0659799088937	0.0436854086974	0.204632181661	0.30001717332	0.334644645866	0.0390824093298
o	0.00222264795121	0.00228310232431	0.00126003268972	0.00104285396603	0.0487159918312	0.0205151113991	0.178764437554	0.306109911107	0.401270935289	0.0378149627766
v	0.00904818365374	0.00597226934144	0.00255174116324	0.00110690140201	0.0232889174771	0.00986183253303	0.085955069518	0.177186980369	0.561892685096	0.123135418926
r	0.0112615578506	0.00715846771381	0.00309318962108	0.00140986830067	0.0173845118257	0.00566278641101	0.0687700531727	0.203607330123	0.444681568365	0.236970702975
à	0.0038268376062	0.00316599783794	0.00186083695036	0.00114281512356	0.00886156021857	0.003079907117	0.0422130855576	0.190266433374	0.536825099455	0.208757460992
i	0.00388296975873	0.00326276011265	0.00200209066012	0.000859550631187	0.00319638891619	0.00248523168567	0.0149305456859	0.084427782458	0.755643063152	0.129309626997
</S>	0.00575655767936	0.00442777830633	0.00266805708006	0.000952296765593	0.00188931530809	0.00295319634283	0.00823270684295	0.060968293229	0.797299711576	0.114852093498
