 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.3377954325	0.658751485	0.0033136027	7.923873e-05	3.27753675e-05	3.0530184e-06	2.4261627e-05
p	0.135466789167	0.855586051667	0.00684860923333	0.00146205027667	7.48665825e-05	0.0004968142718	6.4774172e-05
e	0.087881346389	0.882230763889	0.0261177790778	0.00288781742556	0.000131282064167	0.000669293190933	8.1751379e-05
r	0.112972678796	0.85398843463	0.0304661095259	0.00218333222519	0.000109553338722	0.000244185112978	3.57116646667e-05
i	0.0994654635987	0.57127412821	0.317614406342	0.0086429701584	0.00101948388357	0.000149884786659	0.00183363341822
k	0.158793741866	0.35447964607	0.460922602114	0.0208311063861	0.00163107266119	0.00040939616222	0.00293239973941
o	0.177159183722	0.29070196869	0.494192820705	0.0329535647954	0.00246733548706	0.000496808844073	0.0020282799798
l	0.244393294341	0.138055521897	0.543225090235	0.0644390095985	0.00479193612902	0.00180873557136	0.00328635925993
ò	0.26654958727	0.0699270996323	0.543389730078	0.102805289866	0.0107117178763	0.00244091880712	0.00417561071998
s	0.116374798247	0.0321049276774	0.564771053359	0.268162489955	0.0120315147588	0.00411328535237	0.00244192866499
o	0.0662940460157	0.0137915860258	0.465279757786	0.409397139985	0.0338532480529	0.00523360271746	0.00615064721333
n	0.105231565272	0.00746917194193	0.377238455929	0.454495543328	0.0423431216843	0.00530757183915	0.00791460773778
a	0.118200414324	0.00439823301398	0.193535143643	0.588112434443	0.0824011828948	0.00803608061305	0.00531654647926
n	0.0948473273413	0.00283483823799	0.113368562881	0.634269128148	0.117672434298	0.017705501871	0.0193022437264
a	0.0872198666138	0.00297646881266	0.0752373002937	0.637899726049	0.135902088099	0.036781189957	0.0239834079755
r	0.0391057430379	0.00271349483755	0.0354365997646	0.50875751535	0.257861526033	0.082312098319	0.0738130703918
è	0.0230402977793	0.00333981614585	0.0213337997215	0.289920295117	0.400440462011	0.16258088944	0.0993444911306
t	0.00888771045977	0.00328447384195	0.0116210020405	0.216878925039	0.424880414004	0.289799783147	0.0446477348769
s	0.13957139792	0.012341216174	0.0183822153468	0.22138121168	0.300013179668	0.292032124382	0.0162786722923
i	0.182286803217	0.0174986167247	0.0179097522489	0.167356982227	0.278179008223	0.228760701461	0.108008137931
à	0.0624055208823	0.0249237125749	0.00697934690297	0.0622766008757	0.275232672741	0.382119650487	0.186062522644
t	0.0336141878608	0.0285719921916	0.010904994321	0.0467686070919	0.171030709247	0.597306716829	0.111802821648
s	0.0804070142869	0.0168980140639	0.014141756107	0.053115197364	0.094034271749	0.682458072276	0.058945681316
e	0.0850719228623	0.0148931550213	0.007592651569	0.032356102688	0.036526026583	0.539982727425	0.283577413772
n	0.0334424300541	0.0151791106738	0.00584106838967	0.0157009594627	0.0167732295277	0.546292512475	0.366770667924
ì	0.016412712318	0.0142513995579	0.00535059329656	0.0103138387876	0.00875095960923	0.678726617492	0.266193842641
t	0.00730052287267	0.00986872498597	0.00276964023219	0.0055405884292	0.00644407050308	0.760026619164	0.208049786214
t	0.0196527117576	0.00938600812866	0.0022120943774	0.00598099600973	0.00551119293436	0.732337306388	0.224919644071
a	0.0232542245859	0.0187322403762	0.00228004695913	0.00501699658658	0.00287303697812	0.411320477463	0.536522948024
</S>	0.012751308293	0.0247990591881	0.00186217122956	0.00287637766829	0.00183008213906	0.222656851731	0.733224124012
