 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.495062172	0.0350621776	0.469279695	0.000289047217	7.1163721e-05	0.00010905139	0.000126755158
à	0.206287849133	0.0398004548667	0.753220718333	0.000407919025667	7.11407693333e-05	9.66796738667e-05	0.000115289010333
b	0.092039815511	0.0197940659556	0.879081592778	0.00850192676189	0.000507479345444	3.46127198222e-05	4.05364667777e-05
b	0.067937471837	0.0189763863185	0.900291214259	0.0121016948206	0.000660825384148	1.64997479407e-05	1.59571004926e-05
i	0.039155269499	0.151121761106	0.792463854753	0.0106603408402	0.000386073813716	0.00177821022265	0.00443451720606
t	0.0182460537197	0.184223185169	0.774275818251	0.0142157259467	0.000683602721239	0.00240911286755	0.00594645573869
o	0.0112073669732	0.11302981319	0.715329046084	0.130478426649	0.00272792344041	0.0112621340825	0.0159652275829
u	0.00418166037773	0.0906231632967	0.384059968695	0.466146552216	0.0169849461468	0.0160228707942	0.0219808001943
k	0.00279148234591	0.0324322315989	0.374006316232	0.539893554072	0.0306369333823	0.00798412189807	0.0122553423981
o	0.00206147072864	0.0124848984663	0.361689020911	0.573079004691	0.0334605217941	0.00884188183269	0.00838320029937
r	0.00132568795621	0.00621250768877	0.141566831137	0.705980134897	0.100310889931	0.0275928049442	0.0170111602665
a	0.00105656251874	0.00351811149626	0.0666408334123	0.715914978299	0.146524879977	0.0423997026481	0.0239449300888
s	0.00112710577291	0.00245731443209	0.0254694808374	0.707810249433	0.202500959992	0.035943449216	0.0246914116963
ì	0.00116144111764	0.0017677320107	0.0116879287125	0.653546373144	0.273888146664	0.0342256987387	0.0237226628988
u	0.00255777196588	0.0009722610769	0.00444675157083	0.559515291048	0.381722592221	0.0276223045796	0.0231630182996
t	0.00326692848863	0.000504705545633	0.00225290410694	0.333471588683	0.626554547407	0.0140513158599	0.0198979876332
è	0.00142502958954	0.000367377938544	0.00112029767231	0.161903401228	0.796507615802	0.0181701079533	0.0205061524111
l	0.000685745956513	0.000274829806181	0.00055172891077	0.081250236076	0.881100105267	0.0170366176511	0.0191007352037
i	0.000710446485504	0.000393595585394	0.000548180660257	0.0374248053587	0.776493871756	0.0234336105504	0.160995497801
à	0.00302463829517	0.000491611695131	0.00140745721009	0.0207289987862	0.589446110585	0.0353148521835	0.349586359267
s	0.00928103843172	0.00296720559838	0.0055321284367	0.0349372189287	0.654229780195	0.0318607500612	0.261191864422
p	0.0102118623439	0.00591756719946	0.00611662404557	0.0526207483096	0.502898954498	0.0348568533537	0.387377342807
r	0.00723308251463	0.00714308339982	0.00589413224852	0.0829636247699	0.274795319266	0.0977840691179	0.524186677602
o	0.00583251103821	0.00564019499994	0.00622616878284	0.0777287782566	0.207011695755	0.112274106039	0.585286545867
</S>	0.00425810901911	0.00336762279997	0.00399954894142	0.0418653541283	0.116831756877	0.0680162775195	0.761661322934
