 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.89023395	0.0759658725	0.032820763	0.00038298442	0.0002247894425	0.000128093769	0.0001918422728	1.63584755e-05	1.5254421e-05	2.017406e-05
v	0.796001866667	0.0583863828333	0.143783085	0.000592965616667	0.000770260440833	0.000232574956333	0.000191641195667	1.23376416667e-05	1.21794348433e-05	1.67091565333e-05
ò	0.489726275556	0.241719012944	0.264294371667	0.00241957559222	0.00121565804694	0.000327008958778	0.000275791943289	8.2574643889e-06	6.0539119911e-06	7.96169837777e-06
e	0.196750773852	0.462027854315	0.320344470556	0.0127606114641	0.00500533961565	0.00206415552626	0.00098757381443	1.85279207963e-05	2.7044190197e-05	1.36338537926e-05
n	0.169417783284	0.326756119105	0.438816446852	0.026041188488	0.0224640335386	0.0147152020754	0.00159615450481	9.84195342654e-05	4.7728617399e-05	4.69122579309e-05
ì	0.151367973461	0.128659854035	0.638799282284	0.0359779661627	0.0260983595129	0.0173984429085	0.00140908293494	0.000154567614755	5.2831798133e-05	8.16292976436e-05
m	0.051650818787	0.0597248927783	0.801226144095	0.0431656553876	0.0243112048376	0.0189017085195	0.000816408408313	0.000100781983918	4.03236170443e-05	6.20565514479e-05
e	0.0178506760623	0.0406250490261	0.762775898032	0.111719435129	0.0431178156125	0.0210093287065	0.000824362732771	0.000544903613639	0.000508088580015	0.00102443744605
a	0.00813913672077	0.0345851546754	0.479659406011	0.35322053171	0.0732162038708	0.0209752581022	0.0237034668443	0.00250014067121	0.00155816506001	0.00244251648202
n	0.00604709050692	0.0240840272251	0.239206635337	0.46606472057	0.16225301129	0.0628747253674	0.0317086984148	0.00284277244707	0.00159570988667	0.00332255236067
k	0.00460016880231	0.031555404075	0.174130026779	0.34217161019	0.350971983763	0.0799954711225	0.0117567218383	0.00145293222569	0.000805056395557	0.00256056476356
ò	0.00365584906744	0.024014872725	0.0934386492597	0.36637278673	0.427919561254	0.0668768447075	0.0128920018461	0.00305474902856	0.000619368931852	0.00115528385452
r	0.00209981880581	0.0124111709417	0.0550592984199	0.36178634891	0.416317270418	0.131459193236	0.0161448274487	0.00357842205285	0.000481367100617	0.00066229332484
a	0.0010691637186	0.0086204376139	0.0414430946066	0.25883729297	0.475667740139	0.172277847745	0.0192847876496	0.014848041161	0.00392965552354	0.00402198959161
p	0.0013362633062	0.0200609835046	0.0233362850022	0.18537641099	0.492896186713	0.219123189248	0.0280926475499	0.0188334433537	0.00535704817451	0.0055875872972
r	0.00133771916873	0.0290766235015	0.0205192606674	0.09087154133	0.594161268904	0.225784596416	0.02186269385	0.0108922570846	0.00262331002484	0.00287074636573
ò	0.00157084465624	0.0157036378672	0.0111861999558	0.0522970247767	0.575425456301	0.235920988805	0.05914392095	0.0412671586949	0.00390147207495	0.00358329588858
n	0.00149202329875	0.00874178065573	0.00705365905193	0.0362300537589	0.399774718767	0.414000542935	0.0768263319833	0.0483869282983	0.00405591837165	0.00343807917953
t	0.00241527351292	0.00731050048524	0.00797668601731	0.020215334753	0.490334789589	0.418764427645	0.0327897410944	0.0172572721228	0.00162714426322	0.00130885819398
a	0.00294846599431	0.00384196881508	0.0057322764391	0.015731995251	0.435638917196	0.371675822548	0.0564659424648	0.0860701613309	0.0127157219804	0.00917872341546
n	0.00174508495477	0.00848802232503	0.0045623145797	0.015808287417	0.215691246399	0.481135274183	0.130629050822	0.11272256711	0.0168800097601	0.0123381358385
g	0.00635447145159	0.015271363775	0.0338925691932	0.035846099139	0.199110062133	0.542624491394	0.111309732807	0.0416813075367	0.0066510160867	0.00725885831283
h	0.0082148920172	0.0113210629917	0.0433519907311	0.0442534913797	0.222891014044	0.592947963798	0.040430970969	0.0282259790122	0.0032684189289	0.00509422051761
ì	0.0075538728724	0.00479571983057	0.0168418643437	0.0243682314599	0.157078568681	0.504347684599	0.12152225449	0.142914464337	0.0114236378096	0.0091537549192
z	0.00672533076747	0.00374658484352	0.0076998435479	0.01451328682	0.077359628227	0.5068919582	0.182846199497	0.175639435779	0.0139666691365	0.0106110852397
i	0.00344570606582	0.00352759768117	0.00486102891597	0.0102040095067	0.0495606352757	0.452416792733	0.129755841166	0.26910176626	0.0484052772455	0.0287213536799
n	0.00559066568861	0.00907014416039	0.00758670170532	0.0199690534022	0.0273217066252	0.286310284244	0.208966037055	0.333457802087	0.0624767804152	0.0392508388933
a	0.0109442655629	0.0113947302868	0.00862178746844	0.0244993401341	0.0201831663417	0.225959743748	0.313609099018	0.296811047362	0.0563045061384	0.0316723116311
r	0.0103342829876	0.0052688468956	0.00437714992281	0.0128716282114	0.0086029980139	0.112549909583	0.254679109673	0.477812515787	0.0635403867128	0.0499631582104
t	0.00541395076253	0.00347404263187	0.0040506045076	0.0211458752371	0.00579149943797	0.0822892541943	0.129358487558	0.625505528596	0.0718929889043	0.0510777350701
i	0.0138535125542	0.00289008941062	0.00430449150253	0.0242017374124	0.00419106280266	0.0576232782648	0.0632562435193	0.570805579532	0.139360106301	0.119513864023
s	0.0185888968514	0.00239981567021	0.00377939170084	0.0110775651375	0.00198679892422	0.0282902902883	0.0565285418398	0.584155193177	0.130094365434	0.163099074674
t	0.0102752803505	0.00209099815674	0.00451467533361	0.00755252994583	0.00160591777474	0.0234060020961	0.0406010066133	0.741589984392	0.073973238478	0.0943903182247
e	0.0369850531835	0.00193975408558	0.00516040677787	0.00672636144861	0.00145736005825	0.0152268761987	0.0201687152044	0.553400124797	0.117087969493	0.241847389408
s	0.0496588940612	0.00259932449519	0.00744845569262	0.00448452904954	0.00096702510275	0.0083136472329	0.0176592487348	0.434626571599	0.116932055498	0.357310266469
e	0.0568331443537	0.00331627943173	0.00861916523087	0.00484914501651	0.00098302918425	0.00598468677763	0.0158044899116	0.381493715533	0.139147857499	0.382968492156
t	0.0622544007846	0.00433265791058	0.010403213077	0.00502283353884	0.00100038154808	0.00475816985921	0.0180845389705	0.294136930178	0.1525207005	0.447486130719
t	0.0328181899282	0.00406219320353	0.014122380359	0.00519763871295	0.00144790190269	0.0070582201864	0.0167209679902	0.437529143393	0.1337163415	0.347326983573
ò	0.0333594743094	0.00263932460118	0.011627519253	0.00540688303765	0.00165492823423	0.0057073539388	0.0079155544634	0.328470840798	0.1498967305	0.453321377858
</S>	0.0442221231547	0.00215474090059	0.0083450683265	0.00392228271883	0.00118175906711	0.0030461412844	0.0045989344317	0.166352209899	0.13156941025	0.634607303929
