 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.61970292	0.378577385	0.001156821365	0.0004051521	0.000104847555	1.5365858e-05	3.75885155e-05
m	0.65242756	0.344976367333	0.002164337055	0.000306698711333	7.14659073333e-05	1.39030203333e-05	3.97257338333e-05
à	0.552856179333	0.437556528111	0.00922819435167	0.000269044081778	5.85740047778e-05	6.52893744443e-06	2.49767806111e-05
k	0.380380552444	0.58331555937	0.0358971397839	0.000336803587259	5.44166979259e-05	3.28715935814e-06	1.2221473437e-05
i	0.304817601581	0.623069803123	0.0698832232613	0.00152434625575	0.000377135942309	2.5685772996e-05	0.000302167076379
n	0.19261729796	0.597971901041	0.20389606442	0.00376850785192	0.000917478347436	0.000113722380999	0.000714973308793
a	0.154936156077	0.336814167014	0.495529474807	0.00897694405064	0.00262265891581	0.000199116093666	0.000921470852931
t	0.0611429421157	0.179433767671	0.740582744936	0.0116590136835	0.00407531417194	0.000393734574555	0.00271249555098
è	0.0297689515919	0.088084143557	0.860161681645	0.0127014762278	0.00539793659065	0.000581217581518	0.00330457228366
l	0.011460024084	0.0523128401857	0.918419927215	0.0113294011759	0.00460154977355	0.000400165284839	0.00147610590255
i	0.00538505198467	0.0348013994952	0.872035342405	0.0512267501586	0.0280528751678	0.00241936335261	0.00607927334218
s	0.00585315195156	0.0333633092651	0.843686214135	0.0666289847195	0.0385276825559	0.00329832077087	0.00864235471406
t	0.00790688355052	0.0351041220884	0.904179904712	0.0304907242398	0.0170156806853	0.00134860638362	0.00395407495602
i	0.00464765577684	0.0155508291295	0.675911648237	0.0958337227466	0.171223132562	0.0177268529345	0.01910618977
a	0.00637744395228	0.0060022832765	0.293499816079	0.254568237582	0.358672977521	0.0403258633115	0.0405534042567
m	0.0157757499841	0.0641492818922	0.270866572026	0.233776756527	0.34016817584	0.0351200256038	0.0401434774189
m	0.0193100419947	0.0844723062974	0.306071570675	0.0919761381757	0.45227950528	0.0206762753679	0.025214236473
è	0.0116963460882	0.0296798707558	0.160899901025	0.0477499680586	0.60133645176	0.0963644241226	0.0522731061577
n	0.0121957461194	0.0498780232419	0.334844011142	0.0263127443529	0.39828771392	0.117774248874	0.0607074877859
i	0.0127537411731	0.0570126321473	0.396104215214	0.0181009947843	0.265654711307	0.170902083791	0.0794715583286
a	0.028616007191	0.0200057682158	0.137344363371	0.0194965885948	0.294829607102	0.30484866793	0.194858949443
t	0.055167670397	0.0199528358386	0.0594819639237	0.0121853276983	0.299521605701	0.28168190931	0.272008649814
t	0.0448267554657	0.0205688981129	0.0488414973079	0.0158892300661	0.3785840519	0.250161936437	0.241127629938
o	0.0207458794219	0.00819958483763	0.0345950439693	0.0174131765887	0.2873688863	0.363823598812	0.267853836646
m	0.0294170034073	0.00992703757921	0.0194695195231	0.0083830692629	0.174820984433	0.383770766271	0.374211625549
e	0.0316612960024	0.0104782979864	0.0142183833077	0.00631324958763	0.135731080811	0.419802555424	0.381795158516
k	0.0300570315341	0.0115219871221	0.0115858379026	0.00474304249588	0.0540280782703	0.428722378475	0.459341669505
k	0.0324066495114	0.0120224263407	0.0111471720675	0.00339868979863	0.0238483847568	0.273069912825	0.644106799835
à	0.0158674375038	0.00467915818023	0.00939588645583	0.00319454276621	0.0112535112856	0.259885097608	0.695724376612
n	0.0235242005013	0.0181831598267	0.106028138485	0.00355765952207	0.00634157996187	0.291719045869	0.550646198871
i	0.0251676431004	0.0226918023422	0.141458436162	0.00434318800736	0.00471214955396	0.25737676529	0.54425000629
k	0.0586554726335	0.0254723981807	0.0888673253873	0.00405278790245	0.00335676768465	0.190367975097	0.629227248763
o	0.0701615100778	0.0262860055069	0.0693064924624	0.00348907446748	0.00265445294155	0.145302811699	0.682799629588
</S>	0.0367919188389	0.0135542854235	0.0414442372312	0.00280298423374	0.00180163989078	0.137267110849	0.766337814794
