 	non	ho	cosa	è	da	mangiare	</S>
e	0.53340797	0.23990813	0.216184445	0.0053151492	0.00182942569	0.00120219968	0.00215276059
n	0.279348767333	0.202772761667	0.218512275	0.0058062322	0.00179682978333	0.289309123227	0.00245405923
è	0.102810795444	0.0939913002223	0.410170695	0.00590875486667	0.000905825267777	0.385033548676	0.00117907573173
c	0.0396846237813	0.0526527937408	0.486328351667	0.00535960418889	0.000547040587926	0.415007457159	0.00042016636231
h	0.0145303747838	0.0259044162469	0.523037587222	0.00703417296296	0.000523178641309	0.42880127472	0.00016905752277
o	0.00630694685127	0.0208409030823	0.777519745741	0.042671929321	0.00374828881377	0.148195744373	0.000716468046257
t	0.0458297436504	0.0308621826941	0.581745801914	0.0525857152737	0.00504613707126	0.282834678591	0.00109575088209
i	0.0580725042501	0.0284291782314	0.243039548971	0.159758652591	0.161299393157	0.338562964197	0.0108377607274
è	0.0200520458167	0.0161693304105	0.091608426157	0.29005899753	0.335002717719	0.218258109399	0.0288503765758
n	0.0119144229722	0.00975279513683	0.0346159905523	0.19425976676	0.235854969106	0.4864087198	0.0271933410253
a	0.0093987665574	0.00592395924561	0.0138867756508	0.07516017317	0.264520872902	0.568657659933	0.0624517725084
f	0.0070088600858	0.0110474176152	0.00561843535027	0.03661117689	0.281490117634	0.548630283311	0.109593675503
à	0.00572743937527	0.0124018277051	0.00252458625009	0.01906264713	0.183241632545	0.67405193777	0.102989914834
o	0.00580675947176	0.0055291541017	0.00131303504003	0.01260747981	0.150867091515	0.610735579257	0.213140889945
</S>	0.00845743323588	0.00417641910085	0.00102061275502	0.007432357555	0.0901424167575	0.556672239628	0.332098504972
