 	i	bambini	non	si	vestono	da	soli	</S>
t	0.261028227	0.73823138	0.00038260614	0.000147027925	3.38520365e-05	0.0001166086225	2.712248465e-05	3.3170424e-05
a	0.124999137	0.868525826667	0.00481017607333	0.00142135119167	8.22957755e-05	9.72191825e-05	2.936544855e-05	3.4628566e-05
p	0.0731219143333	0.918485175556	0.00631968224111	0.00184139866222	9.15240818333e-05	9.18289791667e-05	1.56786005167e-05	3.27648053333e-05
e	0.0309744247778	0.947697545185	0.014458131297	0.00656625415241	0.000188224887278	7.69597080556e-05	2.00188191722e-05	1.83920851111e-05
t	0.0183562749259	0.955400018395	0.0175253524657	0.0082600772408	0.000278687609093	9.04677593519e-05	3.83476707241e-05	5.07323123704e-05
ì	0.00924208910863	0.945298322798	0.0309327561886	0.0136385449369	0.000251525223031	0.000457725186451	3.75856955747e-05	0.000141412316123
a	0.00379646126954	0.659175887599	0.16661408873	0.133152064979	0.0325805174143	0.00361781232882	0.000646446966192	0.000416725238708
e	0.00171008446985	0.293804715866	0.29269020291	0.28688583166	0.115304249138	0.00681437990961	0.00198543458873	0.000805121779569
n	0.0545044427699	0.334135231955	0.227459159303	0.238461841887	0.127587184046	0.00787702543654	0.00311812919624	0.00685699592652
i	0.0719879616133	0.327753235985	0.167918028101	0.343460135296	0.0674165983487	0.00984652981218	0.00300925273208	0.00860826764217
n	0.0445653612278	0.175486727328	0.1869086927	0.482122925099	0.0766625154496	0.0152847052707	0.00631258557736	0.0126565155474
d	0.0381193964093	0.235671609109	0.134829105567	0.346086258366	0.0802211804832	0.13296335509	0.0180299755258	0.0140791655825
ì	0.0156199515931	0.197192595803	0.0706504965223	0.391792456122	0.0981208354944	0.196314841697	0.0238872805086	0.0064215909275
n	0.0159629806544	0.0750808793677	0.0499729421741	0.456499128707	0.246714435165	0.101809014566	0.0488117465029	0.00514894477583
n	0.118323913551	0.184194831123	0.0300275213914	0.300935499569	0.238980565055	0.0448063801887	0.0794309168343	0.00330042596861
o	0.141831671794	0.211915513934	0.0183984561305	0.186871926523	0.114429768352	0.257873691396	0.0610892969448	0.0075897045662
t	0.0527633808747	0.0750444932047	0.0325118970435	0.175626215508	0.172548846117	0.390638290465	0.0714965456483	0.0293703581887
t	0.0237327241249	0.0320269510682	0.0404165993478	0.145942348503	0.170963247039	0.395515936822	0.160235448549	0.0311667575962
e	0.00861125257397	0.0134185717327	0.0237064026493	0.080655940501	0.087757714013	0.594994525607	0.15953471785	0.0313209127321
m	0.00419050995699	0.0054193868209	0.0191143810831	0.0457608845003	0.107302121338	0.653567808536	0.0945851242833	0.0700598375774
a	0.00272864216233	0.00317554507363	0.016975758361	0.0299875251668	0.108691892779	0.614384686179	0.133261171428	0.0907948178591
n	0.00820447483078	0.00630206329121	0.074572419787	0.0297853133889	0.061459712593	0.427431104393	0.174980143809	0.21726479262
e	0.0107155989436	0.0075095947304	0.0945319501957	0.029151249563	0.0721778401977	0.170432549464	0.358787987936	0.256693246207
c	0.0074130454812	0.00705555554347	0.0756599336652	0.023688703621	0.0699348345326	0.0760266788213	0.433634779312	0.306586487402
h	0.00576847430707	0.00764878084782	0.0730453995551	0.0258802438737	0.0260783326442	0.0615143496071	0.436933559771	0.363130905801
à	0.00280028064902	0.00492818894927	0.0317557577184	0.0163139378246	0.0205069088814	0.052017783869	0.595398323257	0.276278861934
t	0.00202196564967	0.00278596401642	0.0138603534395	0.00940899347487	0.0202744859605	0.0206953094563	0.746659894419	0.184293036311
u	0.00119133871656	0.00211174087214	0.00813050881317	0.00701769889162	0.0114485055535	0.0122422769854	0.61118251814	0.346675411104
</S>	0.00079725530828	0.00254844618607	0.00678561390659	0.00521107054581	0.00874017562675	0.0119323529927	0.36577273907	0.598212355552
