 	se	vieni	a	casa	ogni	sabato	</S>
a	0.62353423	0.36021319	0.00715060735	0.00703323565	0.00120636784	0.000238139389	0.000624287604
n	0.326114213333	0.649504186667	0.0109575031167	0.0106097438833	0.00109583050267	0.001090779153	0.000627735569667
è	0.125537211111	0.850222965556	0.0104666957056	0.0117542366278	0.000562708823557	0.00122595210967	0.000230238522889
r	0.127287883704	0.723071381852	0.0639716175685	0.0799613515426	0.000664681907852	0.00494708532856	9.60356382963e-05
t	0.119345304568	0.669533587284	0.0850462521895	0.119295673848	0.000519010524284	0.00620924457752	5.09439074888e-05
i	0.0450012203893	0.577565739095	0.207738240396	0.144335891283	0.0201360802964	0.00217573761051	0.00304708109789
è	0.0167296230831	0.272807634365	0.452727113465	0.223192947094	0.0292314039655	0.00086547121017	0.00444578933263
s	0.010869199281	0.124147408788	0.372662092822	0.473588992365	0.0138721523552	0.00297005146006	0.00189010552688
s	0.0340552205937	0.105626352263	0.145223752607	0.703412277455	0.00642978370507	0.00461222718669	0.000640418378793
u	0.0368498807579	0.0977564240877	0.102427857536	0.522743445818	0.218658108988	0.00382173549556	0.0177425828801
k	0.016273971146	0.0426925320292	0.0867878838453	0.523030598606	0.292941018663	0.0142682145652	0.02400581826
u	0.009344746792	0.0227789328097	0.0416620636151	0.490130756202	0.395494275221	0.0227920088551	0.0177972323867
à	0.00344433234067	0.0171294307366	0.044695100205	0.282244542067	0.55012314174	0.080399374285	0.0219640327956
i	0.0105948347802	0.0254509699122	0.046449134735	0.229184096022	0.38886707058	0.245110384762	0.0543434662652
s	0.0131732133267	0.0211471542707	0.0287593169117	0.122902722674	0.25024473686	0.498089191587	0.0656836677551
à	0.00495370709557	0.0097479990569	0.0179164361372	0.055141409758	0.160017642287	0.709934773862	0.0422880282517
m	0.00183317323519	0.00482373009563	0.0070742314124	0.020070769986	0.107439495429	0.830755257954	0.0280033210839
b	0.00777041436173	0.0144135177752	0.0060893536708	0.00845943072867	0.0568061078097	0.877487765985	0.0289733903613
a	0.00983019015391	0.0244922782584	0.00676978889027	0.00577011610956	0.0270550676032	0.669500755328	0.256581771787
</S>	0.00513940312696	0.0227360546292	0.00543592744514	0.00514128055478	0.0194947043016	0.471541057664	0.470511535894
