 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.9926894	0.00689862066	0.0003955354645	1.20498154e-05	1.09808805e-06	4.2266254e-07	1.496715642e-06	6.87005097e-07	1.76674183e-07	5.10527e-07
s	0.764534913333	0.142230606553	0.0598656907015	0.0271055860825	0.00086386868775	0.00046490162238	0.00308425378708	0.00184697714877	1.35404748433e-06	1.80433702333e-06
e	0.674450634444	0.200451620184	0.0805529180672	0.0361756114342	0.00115510223892	0.00062190623246	0.00412377614903	0.00246320482199	1.75556663478e-06	3.40050204111e-06
l	0.571469194815	0.360869991395	0.0503252805224	0.0140227220514	0.00043915220264	0.00022494825382	0.00152473768968	0.00111743527973	1.48530865159e-06	4.98953328037e-06
a	0.242839726938	0.696593177132	0.0499989221741	0.0084304109838	0.000397549614213	0.000132796379273	0.000697496963227	0.000682654601577	5.92969285053e-06	0.00022128849156
n	0.107176241979	0.720392489044	0.141576949391	0.0287254631279	0.000496257778071	0.000149937666424	0.000578116167742	0.000421976185526	1.79214606168e-05	0.000464627563853
a	0.045851498993	0.692417569681	0.223481979797	0.0361342240426	0.000697475266024	0.000187707658808	0.000535902209247	0.000327076072842	1.82690251723e-05	0.000348282490284
v	0.0412463089977	0.576763779894	0.272816449932	0.102576577681	0.00219745142201	0.000597818259603	0.00157493485642	0.00126942182528	7.67650516908e-05	0.000880486412428
r	0.0619373963326	0.514933146631	0.266519413311	0.14277548256	0.00769849680734	0.00121244891987	0.00200973453214	0.00170688959843	0.000106458048564	0.00110057049081
ì	0.0496077007775	0.444068558877	0.390536314437	0.0971559661867	0.0125624532691	0.00262545700662	0.00190414459071	0.00084528244281	7.06309988547e-05	0.000623548516937
k	0.0200693263258	0.223063009626	0.433885401479	0.262419737396	0.0232160810897	0.00622947033554	0.0057855211969	0.0243835019009	8.34251756182e-05	0.000864562705646
o	0.0104450188419	0.134262239875	0.30212781716	0.439137722465	0.0599309756966	0.0103798997785	0.0074178186323	0.032704118067	0.000235853803206	0.00335854093522
a	0.00731464551397	0.062570182725	0.45838840572	0.362621827488	0.0642444962322	0.0166294222595	0.0115988014441	0.0123071331223	0.000331543554402	0.00399351842507
f	0.00361521633799	0.0226362586083	0.397755722573	0.481767099163	0.0509743750774	0.0172989470865	0.015174708148	0.00833633704077	0.000206780538134	0.00223454802169
