 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.76799628	0.035306172	0.1937418711	0.00057923095	0.00017167472	0.002139736853	6.5109927e-05
i	0.54967307	0.237564365333	0.205799602033	0.00433711625	0.00023333795	0.00224233351767	0.000150215362333
k	0.346234606667	0.312888928444	0.319454675678	0.0112844544167	0.000830666293333	0.00899795973922	0.000308720507444
à	0.186992720556	0.357594526148	0.392488568559	0.0491556828056	0.00207650796444	0.0112763143231	0.000415709829148
n	0.136867595185	0.362376954049	0.397477656186	0.0706126742685	0.00229280572148	0.0300718771844	0.000300470763049
n	0.122352876062	0.128061442583	0.672500875395	0.0386083190228	0.00121266612416	0.0371603677281	0.000103444488806
i	0.0498977442207	0.0682255134277	0.660492981798	0.199403213941	0.00550058812505	0.0141798573427	0.00230007125739
e	0.0173940834402	0.0504076821426	0.569846883933	0.336936014647	0.0129109890417	0.00801411254757	0.00449021765246
A	0.0068505574134	0.0220191487142	0.730660661311	0.216631230216	0.0130181696806	0.00777526684919	0.00304495081749
n	0.0403663712378	0.0110771682381	0.64755265377	0.173023182072	0.0238527502269	0.0204190289497	0.0837088175392
n	0.0522936262793	0.00913405174603	0.34653610459	0.212237500691	0.0336784540756	0.235017002983	0.111103243113
a	0.0192957927598	0.00759509034868	0.154201797197	0.343624536897	0.129176506692	0.307029401661	0.0390768833043
o	0.0120531873866	0.00665424334956	0.0686418987323	0.366116565632	0.265996598897	0.257994854554	0.0225426551014
s	0.0102985632955	0.0137686085832	0.0365341955774	0.216892188544	0.458222902966	0.239453912185	0.0248296227005
à	0.00493953436517	0.0143000378611	0.0156884016925	0.137600409515	0.667281520989	0.135388904728	0.0248011962335
m	0.00196674992172	0.0057902836537	0.00684085266417	0.0958820498383	0.767750906996	0.106154650909	0.0156145180845
b	0.00257777847391	0.0044030288179	0.00300908385472	0.0607578620794	0.545557156665	0.378011386303	0.0056836995015
a	0.00285145782464	0.00542417350597	0.00261072665157	0.0251334521598	0.249455663222	0.555847375434	0.158677143967
p	0.00274050654155	0.00973614350199	0.00236893808386	0.0199462527199	0.181410777741	0.561055645145	0.222741754656
o	0.00360163904718	0.0124376625007	0.00368156489462	0.0184250205733	0.185787749247	0.611123715048	0.164942678219
r	0.00280890321573	0.00853039740023	0.00394354159821	0.0101608647578	0.208767506416	0.388801409683	0.376987386073
n	0.00159404770524	0.00480157646674	0.0031285124994	0.0092931171526	0.240766745472	0.357542841228	0.382873134358
ò	0.000965673081747	0.00369095288891	0.0048094576998	0.00872129121753	0.200802000157	0.495019447076	0.285991147119
</S>	0.000872971960874	0.00372073939445	0.0057189766499	0.00491453685876	0.107561762579	0.515296703538	0.361914298559
