 	può	che	sono	ancora	svegli	</S>
i	0.725994625	0.2607866092	0.0103099393575	0.00057458834475	0.00193716442495	0.0003970310835
s	0.696614358333	0.284752299733	0.0156990404525	0.00059884901825	0.00193760734068	0.000397847444167
ò	0.599562952778	0.380280063244	0.0183348934842	0.00048276639275	0.00111188894593	0.000227459454389
z	0.395828950926	0.445322707748	0.157090806495	0.000706162567583	0.00085717904031	0.000194229761463
i	0.267682790975	0.426295855916	0.289710752165	0.00432782674253	0.00489752043844	0.00708527040715
k	0.146823620992	0.388666003972	0.440482754055	0.00729572924751	0.00626245167081	0.0104694050024
a	0.102207586397	0.167721157991	0.670576504685	0.0210129930825	0.0267185434149	0.0117631878675
ì	0.036153376799	0.074268897997	0.684710684895	0.0720806450275	0.119392565805	0.0133938151225
n	0.0336358908663	0.0547732133323	0.645632568298	0.121216165009	0.128340398268	0.0164017408742
e	0.0317198834554	0.0404377640008	0.463298029433	0.167844785003	0.275746175756	0.0209533489581
a	0.0116333102851	0.0137008069936	0.174267465378	0.396819458334	0.387505001919	0.0160739556527
n	0.089381659395	0.00826342143453	0.0683757683593	0.399715551445	0.194883622673	0.239379993218
k	0.180836829798	0.0296650168115	0.0729738004531	0.200058175815	0.163069479591	0.353396731073
ò	0.127420011066	0.0332545056872	0.0665251724177	0.179293341938	0.431672033197	0.161834943258
r	0.0480658274887	0.0170771976457	0.0438043997392	0.173373983979	0.608755691066	0.108922880653
a	0.0219616782962	0.0117090316952	0.0359765510031	0.125448757326	0.692579407022	0.112324536884
a	0.0154230845654	0.00451230841173	0.012411735641	0.0649716207753	0.804556979007	0.0981242569613
t	0.0462804768551	0.00948778783724	0.0103068614303	0.0480175515918	0.552033755002	0.33387357032
s	0.245094498952	0.0150145509457	0.0164127691434	0.0461404545306	0.219176299334	0.458161406773
ù	0.289019949651	0.0104636134152	0.0138028966145	0.0431237985102	0.265934605445	0.377655128924
n	0.129990163217	0.0169627532384	0.0209578011048	0.0546134248367	0.263607649482	0.513868216308
n	0.173937141072	0.131518734413	0.0555019857016	0.104268094946	0.0932599846607	0.441514090436
i	0.176947483691	0.158334638704	0.0540960074005	0.0898808763153	0.0581388453869	0.462602168479
t	0.25839014123	0.119102663468	0.0322666429668	0.0365625607718	0.0444989653956	0.509179022826
i	0.299809465743	0.106714467156	0.0258430359889	0.0194158379239	0.0405165520652	0.507700657609
</S>	0.186679360871	0.055892952578	0.0173744329945	0.015575864462	0.0575784610326	0.666898953805
