 	lo	sentii	ee	che	arrivava	</S>
t	0.94207307	0.0140741115	0.043085196	0.00030638606	0.0002839522195	0.00017729861
o	0.670668803333	0.236919914833	0.0913525333333	0.000508540356667	0.000303536029833	0.000246633823333
n	0.272374519444	0.310662756611	0.414981507778	0.00159735859889	0.000184529079944	0.000199299547778
ì	0.096875009148	0.170156247204	0.728073082593	0.00464697873296	0.000157998494648	9.0712599926e-05
k	0.168202927383	0.120434002735	0.706199890864	0.00496744661099	0.000155250772883	4.05050406753e-05
u	0.189100462728	0.054990011245	0.744396113621	0.011130537237	0.000245449134294	0.000137467683592
s	0.133752587843	0.033831767915	0.787751027874	0.023117973079	0.0201086508014	0.00143806829453
a	0.115207342314	0.0273029101383	0.620127582625	0.17073106636	0.0292702256005	0.0373609188982
e	0.038664589938	0.0254841119794	0.342052265208	0.46942414212	0.0496892338668	0.0746856792994
e	0.0136340147793	0.0103495250598	0.126619589403	0.584034797373	0.203174267956	0.0621878260998
k	0.00702759015977	0.00434455135327	0.0503269341343	0.396051194458	0.340124839319	0.2021249137
a	0.00429924352659	0.00240132595109	0.0209762517781	0.196453206819	0.51142693644	0.264443044567
è	0.00153921347553	0.00149060868703	0.0076756652927	0.10241871894	0.750848628813	0.136027148189
s	0.00383601355184	0.00341811763234	0.0212824670642	0.0550855343133	0.837989409604	0.0783884503963
t	0.0121070381839	0.0124283365441	0.0330713966881	0.0374971294378	0.854953786535	0.0499423277988
a	0.0116479720846	0.0127246991614	0.0185333334127	0.0181232729793	0.748412298845	0.1905584226
z	0.00621438805153	0.00563866760047	0.00927786065423	0.0104179368264	0.540528986282	0.4279221442
z	0.00490750241718	0.00362190620016	0.00712549905141	0.0234750406088	0.583367662094	0.3775023714
e	0.00227573090573	0.00182130185672	0.0036574529838	0.0256531744363	0.550757964031	0.415834370467
</S>	0.00127922800286	0.00107431796336	0.0021462021919	0.0142553750682	0.386430847016	0.594814035234
