 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.608435225	0.38578957	0.00055770204	0.0003796696825	7.6033842e-05	0.004729422626	3.23387526e-05
ì	0.402007058333	0.590497833333	0.00186033424667	0.000689169360833	0.000157736892	0.00473773106467	5.01162159333e-05
s	0.320670132778	0.673158127778	0.00226948504889	0.00104281748694	0.000178481396	0.00262690241089	5.40915412778e-05
i	0.197865822926	0.794098979259	0.00376838488296	0.00143673242898	0.000369851904	0.0019435348203	0.000516737059726
f	0.075468354642	0.912841103086	0.00562298776099	0.00261910687633	0.000443369634667	0.0023275048901	0.000677640738575
a	0.0319685309707	0.919499604362	0.029331529387	0.00969453862544	0.00294160999156	0.0026310834867	0.00393322589819
m	0.0129253740802	0.911245734787	0.045246062129	0.0172997842085	0.00415210523052	0.00316611188557	0.00596492963273
ì	0.00648641043007	0.747167041596	0.147664946376	0.0580748330695	0.0235240786435	0.00351680292852	0.0135659022109
g	0.08626099988	0.485436973865	0.198446855459	0.103161771023	0.0300806842812	0.0793146742762	0.0172980154036
l	0.13291105996	0.408965641288	0.11031923182	0.210244760341	0.0111856159604	0.118441140092	0.00793253637887
i	0.0644386547133	0.280466879096	0.08694809394	0.385431563447	0.0976500184535	0.066230733364	0.0188340403706
a	0.0220806172311	0.0951046113653	0.10577301798	0.505780341149	0.184267959485	0.0510029424547	0.0359904851235
e	0.0104520913437	0.0333196927218	0.104176739327	0.570802380383	0.161697499828	0.0882795574849	0.0312720337078
n	0.0177233074479	0.0504802635073	0.0618686547757	0.400067624794	0.103428114609	0.239689475828	0.126742579903
è	0.0178014860493	0.0552859391358	0.0295523232586	0.265404652931	0.132304216203	0.332497021943	0.167154390968
c	0.0071492555831	0.0195206052453	0.0163401940695	0.214313892444	0.134620786501	0.502355600648	0.105699679656
h	0.00588123329437	0.00936544864843	0.0078199250065	0.080614967948	0.0469465427003	0.778080420216	0.071291465952
i	0.00449322633479	0.00565736458281	0.00612206446883	0.039134742316	0.0641335403334	0.730123930072	0.150335133051
n	0.00247288724826	0.0045487781276	0.00450794472294	0.018321680372	0.0685457369445	0.714299233357	0.187303752684
a	0.00195042771609	0.00453657714253	0.00387422740765	0.0106267980573	0.0365521948148	0.756373611119	0.186086209228
f	0.0028350596387	0.00385843191418	0.00453260786922	0.00769310418577	0.0271714961049	0.645153950373	0.308755359743
à	0.00300457789957	0.00316345250473	0.00387417502307	0.00430081139526	0.0128445002016	0.674173616791	0.298638846581
i	0.0168983598865	0.00642503303491	0.00185114114102	0.00244769595509	0.00690015183387	0.571043415597	0.39443420886
</S>	0.0321522149433	0.0108037360175	0.00116078217051	0.00148345496254	0.00414113956694	0.403141842799	0.54711685443
