 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.8641515	0.12978136	0.00136826225	0.0027547369075	0.00150287552	0.000137089679	8.361097595e-05	4.82746082e-05	8.651135607e-05	8.574613385e-05
l	0.71695625	0.276561953333	0.00146339820667	0.00310685116917	0.00144923044967	0.000140606175667	9.271443665e-05	4.92956420667e-05	9.38744830233e-05	8.58456321833e-05
ì	0.449260643333	0.537181331111	0.00576771412556	0.00568362425639	0.00186170322622	0.000103860011222	4.61538522167e-05	1.98499020222e-05	4.20427703411e-05	3.31581199611e-05
k	0.337815191111	0.62736452037	0.0106292795419	0.0219776997521	0.00200130524107	9.77064637407e-05	6.07234660722e-05	9.24140834073e-06	2.9665426447e-05	1.47380961204e-05
o	0.268294758137	0.667012860123	0.024799548014	0.0339959609174	0.00540310577936	0.000211863417914	7.69964120241e-05	1.52789387802e-05	3.19986984823e-05	0.000157658176507
e	0.0899118139457	0.581826053374	0.119215791005	0.188100136972	0.0156066389265	0.00301790589264	0.000628450294008	0.000471905861593	0.000226968874494	0.000994337248836
n	0.100439641449	0.464635574458	0.145426668335	0.264059470324	0.0148507319755	0.00654751829755	0.00151315756467	0.000666720010531	0.000365730941498	0.00149477321628
p	0.11379880315	0.412937401486	0.088552497445	0.371372031441	0.00568538850517	0.00499492945918	0.00129116957489	0.000282796514177	0.000212723767499	0.000872245279123
r	0.0489564073833	0.287597377162	0.120389835815	0.522297667147	0.0131732100151	0.00531051584639	0.00108866944496	0.000393135538726	0.000321034046166	0.000472140546738
a	0.0172390208791	0.200265289054	0.125633875272	0.492879595716	0.140511174005	0.0191240006155	0.00210861598165	0.00109343595958	0.000449530442055	0.000695449095579
t	0.0099791583777	0.252937719685	0.0759502157573	0.452737191905	0.172629837668	0.0290964418718	0.00386892362722	0.00112674800319	0.000393472907352	0.00128026609853
ì	0.00754274763223	0.269776093128	0.0500955775858	0.418474607302	0.201526688889	0.0443965262906	0.00540915844241	0.00117915725106	0.000314886080784	0.00128452306618
m	0.00294242501708	0.0947120986093	0.0348816018619	0.579232235767	0.210801614363	0.0473575700969	0.0274582597141	0.00132314995035	0.000690995085261	0.000600005667727
à	0.00140604966236	0.0354608021364	0.0218082102873	0.527968721922	0.315652492854	0.0578874130323	0.035326155238	0.00177558141678	0.000804630231754	0.00190992706824
i	0.000619031297453	0.0122464231255	0.0156024217624	0.272573627307	0.468990377618	0.142997676011	0.051716723746	0.0259407412723	0.00338771558058	0.00592525068941
n	0.00325632148582	0.0169937205218	0.0101891757541	0.204449625769	0.276512053873	0.29672773867	0.142656187915	0.0366181357574	0.00497569722686	0.0076213142298
e	0.00402849591661	0.0185019337873	0.00809879975137	0.14726009059	0.219415662624	0.375703376223	0.184332462638	0.0310646972525	0.00630747344229	0.0052869716766
m	0.0020763812602	0.00766409234243	0.00623584638379	0.07249314253	0.200039998541	0.439259488741	0.223303497546	0.0364634390842	0.00721092648076	0.00525314215887
m	0.00158679606673	0.00488725458081	0.0098064805946	0.0447120761767	0.0714735441803	0.459831406247	0.363650952515	0.0345999386947	0.00468343632692	0.00476807621962
è	0.000749855355577	0.00276600140027	0.0116556454649	0.0326501284589	0.0803773450601	0.475242928749	0.341429794172	0.0384321065649	0.00292764015897	0.0137685419065
n	0.00273637067186	0.00354956477342	0.0067891240883	0.029898217553	0.0818675167867	0.385807332916	0.421118694724	0.033338057855	0.0179740329363	0.0169211215355
o	0.00344888345729	0.00428105065781	0.0048121926961	0.028651091051	0.0338458910289	0.239521017639	0.521829791575	0.118027730285	0.0311417789788	0.0144405984118
m	0.0213760813858	0.00575825551927	0.00318117416537	0.010274198877	0.0157576136096	0.22951817588	0.497516417192	0.178562894762	0.0204474413263	0.0176077564706
i	0.0273316808553	0.00604670843976	0.00237306458846	0.00368812028567	0.0076017768032	0.192545865293	0.497098712397	0.218672926254	0.0142174731088	0.0304237054902
n	0.0208331430118	0.00375035427992	0.00227831229615	0.00144447973522	0.0048481722344	0.140019488431	0.427649547466	0.330875245418	0.0176615320363	0.0506397268301
a	0.0187248678239	0.00287336604997	0.00203840797872	0.000688770758407	0.00251927577813	0.070917468477	0.326088145822	0.405670268473	0.120535662679	0.0499437389434
l	0.00765413609463	0.00161991877332	0.00110227252624	0.000394086475469	0.00167339447604	0.046377045159	0.268162795274	0.478410456158	0.155356895226	0.0392490069811
i	0.00417142129821	0.00202713902444	0.000920899328747	0.000329570851156	0.00147264117535	0.0365144523863	0.212822476758	0.497010762053	0.169512526075	0.075218121327
p	0.00582225736607	0.00238037810815	0.00173565544292	0.000338745453719	0.00155840314178	0.0210191551288	0.138805880586	0.378374220684	0.344279142025	0.105686167109
ù	0.00628731236536	0.00188353326938	0.00182734628097	0.000277454644573	0.00112682423059	0.0133641431429	0.105396178195	0.232536420228	0.532123547342	0.105177243703
n	0.00264237243179	0.00114549914446	0.000961883343657	0.000234222122191	0.000878049796863	0.00509522038097	0.0525964323983	0.206059406743	0.645870105781	0.0845167915677
a	0.00166488674393	0.00287998266949	0.00153828579789	0.000818374381397	0.00214832881895	0.00325394082699	0.0334053326328	0.179743022248	0.512832831927	0.261714996189
</S>	0.00153528817197	0.00516628303475	0.00243160374894	0.0015037948407	0.00362158310947	0.00381872911349	0.0185656015664	0.134459676124	0.359465075964	0.469432348094
