 	ho	finito	di	scrivere	</S>
s	0.234609717	0.7525757	0.012669812	2.5271445e-05	0.000119418275
p	0.0905229538333	0.902552	0.00502686356667	0.00182924659833	6.88727073333e-05
ì	0.0344526339444	0.939216513333	0.0236973147556	0.00246535622278	0.000168162074778
c	0.0204796638148	0.949102717778	0.0293614414985	0.00086480230836	0.000191371872926
c	0.0211291639383	0.967880225926	0.0102194547795	0.000697082946887	7.41095053087e-05
e	0.0147037160794	0.801759028642	0.180020962626	0.0012722983823	0.00224404174477
t	0.0586496441265	0.699524609547	0.237695644775	0.00106688301743	0.00306323319159
s	0.0766580547088	0.826781569849	0.094497798825	0.00093346529581	0.0011291400232
a	0.0306823067896	0.592250878616	0.319707472942	0.00952616776527	0.0478332212571
à	0.0257117888165	0.246825034872	0.608879377647	0.0316720745884	0.086911735419
t	0.102856677605	0.161600944957	0.607560332549	0.0322189960295	0.0957630401397
s	0.307188915868	0.115779778319	0.39222725185	0.108380805176	0.0764232558799
e	0.297128567189	0.068676355773	0.17125809495	0.247678891725	0.215258107793
g	0.191307960963	0.0334569549243	0.102497724317	0.213726617242	0.459010782598
r	0.156923471521	0.0212190793948	0.0691101481057	0.213688069081	0.539059294199
à	0.0552567695403	0.00764796991827	0.0416050821686	0.389942273027	0.505547958066
t	0.0254068426801	0.00323286193942	0.0199120871895	0.338667386676	0.612780879355
s	0.266888105893	0.0213859595798	0.0127458903965	0.144289411225	0.554690706452
i	0.342164405364	0.0274940571933	0.00674838463217	0.0752279304083	0.548365298817
</S>	0.171934007782	0.0142471255966	0.00476307856609	0.0566745252042	0.752381324409
