 	vuole	pianto	</S>
e	0.989941885	0.00370700085	0.0063511145
t	0.989509628333	0.00509461551667	0.0053957495
è	0.918411742778	0.0756267101722	0.00596153616667
l	0.896094880926	0.0981454473907	0.00575967096222
i	0.634571334642	0.29648106313	0.0689476238941
k	0.467896262547	0.428490674377	0.103613082631
l	0.447356367516	0.502680411459	0.0499632435437
a	0.188889667925	0.61458432382	0.196526019181
m	0.102440848062	0.56624832794	0.331310826394
m	0.077653087354	0.716157642647	0.206189294465
è	0.0301200146307	0.573789917549	0.396090097155
n	0.26673242239	0.252687592516	0.480580012385
o	0.345756525497	0.133700272839	0.520543217462
</S>	0.173131559798	0.0700466744195	0.756821758731
