 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.9975341	0.0008722219	0.001523013505	6.381441275e-05	4.852996e-06	3.30415495e-07	1.53325685e-07	1.2812205775e-06	2.3642632e-07
ò	0.9918741	0.00599052946667	0.00205611670167	6.998782125e-05	6.65438633333e-06	7.06014575e-07	1.75694981667e-07	1.38392362583e-06	3.47602156667e-07
t	0.964406333333	0.00918435828889	0.0191236963339	0.00635238575408	0.000860838849444	2.24142441583e-05	2.47123783889e-07	4.93917523086e-05	3.72797882222e-07
t	0.937231577778	0.00623235256296	0.046109188778	0.00917113091803	0.00115920920315	2.95834291194e-05	2.17852257963e-07	6.66403266695e-05	1.40543179074e-07
i	0.674154545926	0.253915928854	0.0667612615927	0.00439716800601	0.000528617314383	3.45738807731e-05	2.0052258936e-05	3.09707891232e-05	0.000156897537065
è	0.296573878642	0.513068109618	0.185557122531	0.00364922136867	0.000726966398128	7.02639769244e-05	5.6469231312e-05	2.02761717077e-05	0.000277677329022
t	0.121106299881	0.365722457539	0.45188306751	0.0436110347896	0.0158405203327	0.00101163325564	5.02596647707e-05	0.000613450558236	0.000161226495397
t	0.0500818979603	0.141727665846	0.71987513917	0.0652669045965	0.0208522607776	0.00129664047121	1.85079704902e-05	0.000827065212745	5.38953808097e-05
a	0.0248633856534	0.091927484282	0.833587379723	0.0390554031988	0.00869022992587	0.00079625874307	0.000212510328063	0.000322718998915	0.000544646240224
s	0.0120343857178	0.0890764457607	0.835901679908	0.0483517950663	0.0121710433086	0.000877669881023	0.000278980599688	0.000593663734305	0.000714339676741
e	0.0066501340726	0.0515364935869	0.867073813303	0.0569378996888	0.0143776277695	0.00138525639367	0.000571328323563	0.000686993078102	0.000780445188914
o	0.00348781379087	0.022603395929	0.748831294434	0.173324462563	0.0336918315898	0.00910038013122	0.00719578307452	0.000493590559367	0.00127146002964
G	0.00230388294362	0.0179955227097	0.656422888145	0.240237150854	0.0591808405299	0.0127140949104	0.00908487662484	0.00100795845312	0.00105281713655
i	0.00172034132787	0.0164426650366	0.644559762715	0.250963046951	0.0637671868433	0.0124907041701	0.00804093647495	0.00113411819771	0.00088126033885
o	0.00158168717596	0.00619187708553	0.413842924238	0.417491172317	0.113314228948	0.0257269210567	0.019814097825	0.00101982217924	0.00101726431295
v	0.00631533902532	0.0195215269685	0.204974236413	0.480168504106	0.226467132983	0.0375194323522	0.019225013675	0.00379173149308	0.00201708823765
à	0.00779758984177	0.0240027167228	0.116619474804	0.504346734702	0.281609520994	0.0497041907841	0.00895318885833	0.00486082873103	0.00210576457922
n	0.00300126256726	0.00990078747427	0.0607342566013	0.503456924901	0.295488083665	0.110561706928	0.00533783257278	0.010709026477	0.000810099874407
n	0.00405954264242	0.00661682499142	0.0486757712004	0.544085644967	0.271014111222	0.110390628976	0.00194833738093	0.012931955359	0.000277145045969
i	0.00495135578081	0.00410110429714	0.0377182727335	0.493664218322	0.262085173741	0.120954539659	0.0632169049303	0.00623165288633	0.00707673858849
e	0.00291434742694	0.00182672117571	0.0171147899112	0.308049026107	0.359721867914	0.16936272322	0.125677191643	0.00475231019544	0.0105809982962
A	0.00159184213765	0.000704809031903	0.00915822763707	0.380633748702	0.403332965971	0.110329313407	0.0856968734477	0.00374266759848	0.0048095392454
n	0.0109564407746	0.0015019987073	0.0109190975457	0.369220009567	0.391948208657	0.0612313311357	0.0630590520492	0.00417378953283	0.0869900657951
n	0.0445083799249	0.0028013160691	0.0103162370486	0.178833775856	0.335541999552	0.0968124647119	0.0575297643497	0.0635130629776	0.210142991932
a	0.052995054975	0.00270371095637	0.0109121785495	0.0815787322853	0.299102736517	0.182084944904	0.0853181537832	0.0817977829259	0.203506693977
ì	0.0261931110583	0.00203409575212	0.0115785507498	0.0403085937618	0.322615995506	0.306695548301	0.148384464594	0.0337733755753	0.108416233992
s	0.00983142075277	0.00120268161737	0.0045169548266	0.0246389232539	0.430317608502	0.358492999434	0.107836061198	0.0240548821918	0.0391084288073
t	0.00521867708426	0.00241518287246	0.00252470361887	0.0223144107513	0.603626536167	0.287782019811	0.0377287327993	0.0252468403973	0.0131428951191
i	0.00515589986142	0.00307166575749	0.00261004980629	0.0137707842504	0.455081234389	0.287369119937	0.182314863666	0.0229068294658	0.0277195757464
