 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.3469464125	0.64834035	0.0044700345	0.000109688025	0.00010738205	3.3093686e-06	2.28546465e-05
p	0.138282411167	0.852897183333	0.00730180796667	0.001053781835	0.00011650142	0.0002987838887	4.95717231667e-05
e	0.0940101857223	0.862729494444	0.0394048513222	0.003168511945	0.000219588283333	0.0004048427719	6.25898337222e-05
r	0.128128561907	0.819157151481	0.0491193041074	0.00319331579167	0.000216740684444	0.000154556118967	3.04222244074e-05
i	0.110852469436	0.549414239494	0.323643720369	0.0119656190739	0.00225550588481	0.000113367192322	0.0017550552053
k	0.165544421945	0.346457598831	0.45551289679	0.025944568358	0.0034484639616	0.000307749050774	0.00278426486843
u	0.182557003062	0.278752796277	0.487171635597	0.0441489294527	0.00509187552053	0.000390234990258	0.00188751162281
l	0.248138470101	0.121887422092	0.532855578532	0.0842573898176	0.00813444484018	0.00154840321675	0.00317830507427
ò	0.269825151977	0.062367136364	0.516552549511	0.130063846606	0.0149092766134	0.00213293051892	0.00414910005809
s	0.112617782602	0.0279042084547	0.519766126504	0.319165428869	0.0148463080045	0.00325143685297	0.00244867277103
o	0.060200260184	0.0119476631516	0.388308902168	0.482823329623	0.0464425941348	0.00426823728432	0.00600900814201
n	0.0894824227113	0.00663538978387	0.293256710723	0.540615609874	0.0581819324783	0.00414318132811	0.007684771614
a	0.0992443838604	0.00419497722796	0.144258433574	0.635631369958	0.103429076926	0.0076094883427	0.00563228977133
n	0.0767338342435	0.00287036720932	0.082701187858	0.665904389986	0.138242642309	0.0159355317809	0.0176120839238
a	0.0694462817145	0.00367954696977	0.0536634076193	0.644225906662	0.16431205077	0.042035828927	0.0226370493079
t	0.0407883032048	0.00390902388992	0.0315195552064	0.543475085554	0.24227376359	0.0869812829757	0.0510530357693
è	0.0311091577016	0.00524099886331	0.0233267132688	0.359212798518	0.37851897453	0.137894430992	0.0646969439231
t	0.0123448785339	0.00540646608777	0.0141721232896	0.250590062839	0.38775911151	0.300003923664	0.0297234457744
s	0.146778271178	0.0123782334959	0.0174567294299	0.263090630946	0.20607397717	0.339694927888	0.0145272453915
i	0.189947442973	0.0166469206986	0.0140158583433	0.190240801315	0.203652385723	0.256542605963	0.128953999464
a	0.0663664807377	0.0404501140995	0.00554911021443	0.0688887177717	0.209845753908	0.378093535321	0.230806329821
t	0.0435085857459	0.0569104013665	0.00909527563814	0.0368026722572	0.205358226636	0.427351215107	0.220973653274
s	0.0396165989153	0.0347897372888	0.011042486846	0.0316368134191	0.242624698879	0.447484885036	0.192804787758
è	0.0208742366718	0.0315851112629	0.00508694234867	0.0188198987397	0.154442063293	0.479411721679	0.289780032586
n	0.0101008022573	0.0283907050876	0.00463610174956	0.0213738211799	0.0582058107643	0.57767178056	0.299620988529
ì	0.00605652228577	0.0153973996959	0.00485216114985	0.02234446266	0.0215923394548	0.617953550187	0.311803593843
t	0.00934807962859	0.010109102732	0.00351851328328	0.0148384941533	0.0111593623516	0.651492916729	0.299533539614
t	0.0257273202095	0.00980194207733	0.00317728982776	0.0146263977178	0.0066909741672	0.629880282243	0.310095768205
a	0.0249978978365	0.0171850943591	0.00226332027592	0.00806791690593	0.0028226500724	0.323771085748	0.620891989402
</S>	0.0133059035683	0.0225132321796	0.00156688483796	0.00432919195297	0.0019905119862	0.178592380374	0.777701844701
