 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.602231565	0.395428345	0.002105354315	0.0001224396685	5.14247364e-05	1.690777575e-05	1.619297215e-05	7.09806403e-06	6.7200463e-06	4.54153575e-06	4.292272815e-06	5.099894175e-06
j	0.450471175	0.545753851667	0.00355350367167	0.000107042448833	5.21469698e-05	1.932262725e-05	1.50472125033e-05	7.29485931e-06	6.69998655667e-06	4.24278041667e-06	4.27810181167e-06	5.38318009167e-06
i	0.325900455	0.666958137222	0.00645726155722	0.000576919408944	6.94880776e-05	1.82023684167e-05	7.9328266211e-06	3.35228990333e-06	2.54929048556e-06	1.63996583222e-06	1.55156257722e-06	2.46571720056e-06
n	0.188996981667	0.801666392407	0.00848236435241	0.000744356354981	7.75578608667e-05	1.65092529722e-05	5.94703334037e-06	2.17184136778e-06	1.27584830519e-06	9.71337994073e-07	1.02464902574e-06	4.39717187019e-06
è	0.112215947389	0.870553577469	0.0159387089508	0.00111095317033	0.000127946325289	2.40710458241e-05	1.93514459135e-05	1.72896405593e-06	1.0011073684e-06	7.75119111358e-07	8.2650845858e-07	5.08750365673e-06
k	0.0923101326297	0.857371735823	0.0476291373169	0.00229901942344	0.00031043483843	4.42911462747e-05	2.58807907712e-05	5.07407671864e-06	1.24720705613e-06	4.45532392119e-07	4.6921826286e-07	2.13518760224e-06
a	0.0850111201099	0.627409921941	0.243915959106	0.0394368550078	0.00302345840281	0.000510893359758	0.000371262229057	2.86722882395e-05	1.59958823187e-05	6.47172265624e-05	1.74587188143e-05	0.000193725253217
t	0.0459347226033	0.468685607314	0.427766809702	0.0519952483359	0.00392759155427	0.000683458103253	0.000503559261686	4.13098324132e-05	2.49630104396e-05	9.27967088541e-05	3.37547196048e-05	0.000310216044406
è	0.0327328924954	0.354613991105	0.558117493234	0.048365911112	0.00439056627142	0.000853529451084	0.000528977372562	3.36207338044e-05	2.04085161465e-05	8.61321662847e-05	3.14061418683e-05	0.000225099338135
l	0.0154768921261	0.180223452368	0.725509607745	0.0688634470373	0.00801669309047	0.00106661719703	0.000535695144187	4.73130759348e-05	1.70080493822e-05	7.75255500949e-05	2.07450197228e-05	0.000145047840245
i	0.00972148895637	0.0886812249227	0.676662135915	0.197552605679	0.0213785553635	0.00346224317901	0.00179654743473	0.000105946639978	4.60020007941e-05	0.000234220414698	4.82199556743e-05	0.000310848377615
n	0.0103132548998	0.0445168071076	0.673491515305	0.238496701893	0.0252394042878	0.004497172893	0.00234155257824	0.000156126969993	7.1848323598e-05	0.000311268654899	8.58971218914e-05	0.000478500979205
a	0.0105123505319	0.0293284837359	0.638553065102	0.259240260631	0.0458719722626	0.0111399254643	0.00425698795941	0.000299729556664	0.000124675977866	0.0002334610283	8.25864172971e-05	0.000356540253068
p	0.0285175357426	0.0295903759453	0.443442815034	0.36697144021	0.0970401457542	0.0243714414881	0.00606456465314	0.00141109028555	0.000286717792622	0.0004106097361	0.000237152542432	0.00165610769102
u	0.0345737918475	0.0297684113151	0.312598688345	0.402704113403	0.168839995251	0.0311302391627	0.0153434888844	0.00191231257185	0.000454912447541	0.000389841892033	0.000270354089811	0.00201380762901
l	0.0120520836825	0.0111700935384	0.234952612782	0.447922141134	0.226955098417	0.0436911663876	0.0190634693948	0.00207815436728	0.000534522615847	0.000301535600678	0.000140904838937	0.00113816874167
i	0.00451640487083	0.00499903774613	0.153064240261	0.437539523711	0.278775746139	0.0818165587959	0.0337752972316	0.00297419275576	0.000960001638616	0.000473220690226	0.000145872489646	0.00095990251389
z	0.00240768586694	0.00281442144871	0.0727126894203	0.398798541237	0.352513212046	0.124213176265	0.0384584424105	0.00474089618525	0.00111995341287	0.000617257763409	0.000184217336549	0.00141954953796
z	0.00377628852231	0.0189201978829	0.0642294364734	0.364799080412	0.341919787349	0.159502865422	0.0385936821368	0.00532842606175	0.00078102290429	0.00049943107447	0.000156692551183	0.00149315015932
è	0.00340228743744	0.023890033461	0.0458727589578	0.290345366804	0.338629299116	0.210065825141	0.0768396540456	0.00693255168725	0.0021979452681	0.000777844878157	0.000233733529394	0.000812737999773
s	0.00133761150915	0.008469740767	0.0198755367859	0.236601385601	0.391593176372	0.259019421714	0.0682839523485	0.0103064072291	0.00290009308937	0.000814044249386	0.000250871332131	0.000547795858258
s	0.0304938877697	0.0180035817023	0.0517878725953	0.189817418534	0.444736545457	0.228234833905	0.0266580772828	0.00825618484303	0.00145275192646	0.000279180502795	9.06865120437e-05	0.000188994470753
i	0.0400512829176	0.0210202697208	0.0592031752318	0.105656433845	0.452233735152	0.222652187968	0.0833898979276	0.00933508638101	0.00187852413882	0.00295362249726	0.000541984403015	0.00108381568325
o	0.0137580906002	0.00796423602693	0.0205636892106	0.057113201615	0.428297135051	0.224493919323	0.186540122643	0.0348536564603	0.0164365131129	0.00562606116575	0.00181920196767	0.00253420112775
s	0.0052136316334	0.00364408124898	0.00827168043687	0.0354350055383	0.38110764835	0.318652006441	0.161170338548	0.0556172474868	0.022687601371	0.00401235338858	0.00184768341589	0.00234072990925
p	0.0165068760111	0.0119396426897	0.025745081079	0.0359963988461	0.264050242783	0.485330768814	0.096969550516	0.0480419178289	0.0111248016903	0.00194723547619	0.0010103218453	0.00133717166975
i	0.0200867845804	0.0147602076299	0.0310702293763	0.028247159282	0.157404367594	0.388239029605	0.271877316839	0.065833070943	0.0158485337968	0.0037366845054	0.00137838322843	0.00151821728992
t	0.00720445940347	0.00526736167663	0.0108579839421	0.0157856904273	0.121708045865	0.407053099868	0.313171642946	0.0917250653143	0.0195993235989	0.0044886350018	0.00135287589281	0.00178577039664
i	0.00293967711782	0.00236103162554	0.0042469893807	0.0110486374758	0.0924924066217	0.402829525289	0.330872988315	0.116974558438	0.0247284051996	0.00704989416727	0.00193735038094	0.00251850759888
k	0.00149382942261	0.00133938618185	0.00203582169357	0.0070675681586	0.0493736185406	0.37676035043	0.328895534105	0.193026069479	0.0268911130665	0.00797191065576	0.00229450009365	0.00285031053296
u	0.00105939139754	0.00102737950062	0.00150369376452	0.00547364765287	0.0304601185135	0.34292671681	0.322436269368	0.23409725316	0.0474068540222	0.00843790748525	0.00248437899788	0.00268640814432
à	0.00108885232251	0.00170716776687	0.00237617172151	0.00225621285096	0.0154198018378	0.13820889227	0.413960769789	0.290113941053	0.110683028007	0.0136707251618	0.00548179799929	0.00503263901477
i	0.00558768707417	0.00307661252229	0.00284547590717	0.00111871268365	0.0118450006126	0.0702586144233	0.28020471993	0.428925273684	0.154465739336	0.0182933190539	0.0110259709998	0.0123528593383
m	0.00770099915806	0.00291311500743	0.00177386292906	0.00137678872788	0.0095013958042	0.0933918551411	0.153839269977	0.551565237895	0.140676959779	0.014746484218	0.00990287559993	0.0126111671794
è	0.00389171457269	0.00164296576914	0.00112888883635	0.00142233960596	0.00594535906807	0.0937239057137	0.134168476659	0.522986979298	0.18123307326	0.030781538606	0.0119613194666	0.0111134854598
r	0.00149901475423	0.00101528619971	0.00091329860545	0.00129585253199	0.00372489822269	0.0408797945712	0.125689449553	0.514641773099	0.25114112442	0.0357800414587	0.0134506999222	0.0099687970966
i	0.000777324494743	0.000954450209903	0.00120271986182	0.00137343497733	0.0029687980309	0.0225643960904	0.0694046661843	0.418184962366	0.318679074807	0.0978197824096	0.0357517207407	0.0303187009755
n	0.00345633456491	0.0020144779033	0.00140702860394	0.00272216389244	0.0042873913003	0.0140907945968	0.0389413122281	0.396139095455	0.323724421602	0.11866670077	0.0536839385802	0.0408663556585
a	0.0046250389883	0.00295561006777	0.00207489551798	0.00350541173081	0.0049957359001	0.0114970871989	0.0199195992427	0.378089491152	0.310872710534	0.13348370689	0.0734197211934	0.0545609838862
s	0.00601111812943	0.00400003288926	0.00247668547266	0.00244981697694	0.00321023800003	0.00696393119963	0.0140790450809	0.313988206384	0.358231903511	0.144732438297	0.0783795710645	0.0654770082954
t	0.00888105137648	0.0104250466298	0.00383930612422	0.00264678032565	0.00345148000001	0.00816187219988	0.037932333027	0.314958166795	0.43197386117	0.0702196907657	0.0722003610215	0.0353100444318
a	0.00716807979216	0.0133286125433	0.00601613070807	0.00256059917522	0.00293388063334	0.00754170253329	0.0433439864757	0.151277144265	0.385549717057	0.112562988922	0.14288765034	0.124829502811
s	0.0111075299307	0.0126581648478	0.00507229080269	0.00223662509174	0.00244473267778	0.00567060837776	0.0195281359586	0.153743518755	0.303024502352	0.126686679641	0.163611870113	0.19421533427
ì	0.0125299866436	0.0128528976159	0.00611136283423	0.00218531919725	0.00232630542593	0.00497038042592	0.0114294334529	0.152385723252	0.264908869451	0.129510983214	0.183713240038	0.217075484757
p	0.0080834443812	0.00906573643863	0.00578653344474	0.00192657853242	0.00256058317531	0.00518739737531	0.0073763342843	0.108200961417	0.181697161817	0.115148746691	0.333206960013	0.221759548252
u	0.00669608009373	0.00869574487954	0.00668903831491	0.00231637221081	0.00297532625844	0.00552827079177	0.00595355776143	0.0901422343057	0.124612950606	0.0954145978503	0.401359353338	0.249616486084
l	0.0683256924979	0.0543169367932	0.0122416057716	0.0045182610036	0.00409303585281	0.00955480493059	0.00502794472048	0.0762493752686	0.0883906268687	0.0918560186168	0.313996424446	0.271429298695
i	0.0895720484993	0.0701554712644	0.0140255602572	0.00479984933453	0.0041474914176	0.0105505520435	0.00427460049683	0.0712916777562	0.0707414909562	0.0621456922056	0.277947861482	0.320347739565
t	0.0569241504998	0.0458885534215	0.0116209400857	0.00340238364484	0.00296494337253	0.00659152108117	0.00345108775561	0.0508044252521	0.0694617143187	0.0624134220685	0.268452567161	0.418024346522
a	0.0463567898333	0.0380153904738	0.0131158726952	0.00305244158161	0.00270931375751	0.00534624122706	0.00310281655187	0.0438360217507	0.0672909091062	0.0553519653562	0.26834393572	0.453478335507
