 	mi	si	gonfiò	il	dito	</S>
m	0.1973926475	0.61636625	0.178671903	0.0070049374	0.000518434865	4.585286425e-05
u	0.1084257575	0.5770345	0.306300729667	0.00758961206667	0.000613946935	3.549499525e-05
b	0.0805454566	0.54449333	0.356846919889	0.0116184866889	0.00641498215833	8.085480275e-05
r	0.028939892	0.727219356667	0.15521307863	0.065491939563	0.0230586323861	7.70999117167e-05
i	0.0137930910333	0.477481274222	0.386279964877	0.0997052781877	0.0226714693087	6.88738980389e-05
s	0.0104205656778	0.170481178741	0.692171698292	0.113829911063	0.0129479472829	0.000148646116013
t	0.00536227480793	0.0713172075803	0.512260692764	0.341160127021	0.0697558364276	0.000143857352004
ì	0.00364283485131	0.0289135217268	0.359938247588	0.522138969007	0.0846581604759	0.000708300864001
o	0.0071629526171	0.0243535647756	0.318735759196	0.589561183002	0.0411299028253	0.0190566562213
d	0.00885104587237	0.0247455162585	0.175466919732	0.669971217667	0.0959510786084	0.0250142042738
à	0.00549891342412	0.0116226898528	0.0944037485773	0.761660015889	0.116386442869	0.0104281661913
t	0.00225664520804	0.0043111352376	0.0358428078591	0.893371175296	0.0591085842897	0.00510961425543
t	0.00102040514268	0.00449138493253	0.014943633053	0.736884248432	0.24057961143	0.00208068187681
i	0.00183136268756	0.00769363497751	0.00713118811767	0.462897662811	0.375754997143	0.144691144792
l	0.00668028839585	0.00722903045917	0.0128518557059	0.429021807604	0.348385912381	0.195831087597
o	0.00792772926528	0.00995661928639	0.013812020702	0.351287965868	0.454262924127	0.162752741866
</S>	0.00557189083264	0.0141166571432	0.007439038551	0.229859107934	0.521343262064	0.221670070933
