 	le	melanzane	vogliono	ee	girate	</S>
t	0.720863075	0.217938484	0.06101757187	0.0001560995069	1.057782915e-05	1.4233188e-05
e	0.672523208333	0.266052788	0.0612002622233	0.0001657306713	1.20855693833e-05	4.59539753333e-05
s	0.665774356111	0.304936476	0.0290315806744	0.0001546040561	1.58399177944e-05	8.71509067778e-05
m	0.401715088704	0.572456758667	0.0255531632248	0.0001971495887	1.47499490315e-05	6.30621780359e-05
a	0.162326539568	0.814281052889	0.0217333177416	0.000331485239567	9.73363117772e-05	0.00123026795179
r	0.0961507665227	0.826011960963	0.0579876445805	0.0156604594965	0.00161450424393	0.00257467888393
a	0.0702606845076	0.753312996988	0.128657118194	0.0279597541655	0.00406814458131	0.0157412665946
n	0.0479161785025	0.530678342329	0.375180816065	0.0226518530552	0.0037011205271	0.0198716603649
g	0.0458946988342	0.232593232443	0.699053958688	0.0135614552451	0.00155406482503	0.0073426017483
i	0.0239071827114	0.158541602481	0.794602572896	0.0181856293084	0.00205461935768	0.00270836694277
à	0.00904708657047	0.11686050196	0.847586070965	0.0226232054361	0.00270385398589	0.00117920032759
n	0.0271763427568	0.05625062112	0.866690726988	0.047980406812	0.00145110740196	0.000450766020863
e	0.0335441500856	0.03475173014	0.688151152329	0.170084102271	0.052779282774	0.020689618472
t	0.0173659588619	0.0157136251467	0.58772040411	0.27877384409	0.0714467239247	0.0289794514907
è	0.0117926571206	0.00991262161557	0.60139855137	0.30423404803	0.0569158976416	0.0157461711636
l	0.0091755080402	0.00681971833852	0.480215777123	0.43962060601	0.0543246172139	0.0098437350612
u	0.00829829172673	0.00419085397951	0.253789687041	0.535727862003	0.153988360405	0.0440049513604
n	0.0346423884556	0.00386415889317	0.109426919014	0.593558714001	0.200127091802	0.0583807096201
e	0.0433402001752	0.00369928386439	0.058819599138	0.611149824667	0.244584445601	0.03840659104
e	0.0162312739817	0.00143140349146	0.0212683509127	0.431858894889	0.477759211867	0.0514508003467
e	0.0101250205606	0.000831749880487	0.00908182030423	0.281528678296	0.638733023956	0.0596996354489
v	0.198786946187	0.0057163857735	0.00937491370141	0.182698152765	0.540771707985	0.0626518471496
o	0.259325481496	0.00782430815783	0.00886864716714	0.0957020109217	0.555578049328	0.0727014757165
t	0.112779333265	0.00379662121928	0.00484431978905	0.0586093756406	0.742616813109	0.0773535152388
i	0.0636700993217	0.00194945281643	0.00301703806302	0.0368858761135	0.794734971036	0.0997425284129
m	0.0308333613406	0.00101380213881	0.00182988512101	0.0215697769378	0.852332320345	0.092420817471
m	0.0219250338469	0.0013748183696	0.002192488707	0.0317923693126	0.888708420115	0.054006887157
è	0.0107606128156	0.00187011755653	0.001846611369	0.0276931802375	0.772974740038	0.184854785719
n	0.0325082757385	0.0113749746855	0.0219856683563	0.0272517645458	0.621433230013	0.285446118573
e	0.0392678215128	0.0143004830285	0.0286640511588	0.0269787952819	0.576279693338	0.314509166191
</S>	0.0202968301564	0.00751725871425	0.0145716581394	0.014198310791	0.563158246669	0.380257703095
