 	è	che	stanno	ancora	alzati	</S>
è	0.3903675495	0.503851575	0.1031950185	0.00022876221	0.000696368228	0.00166077895
n	0.179885316167	0.472073888333	0.317693136167	0.00660117515333	0.00430213494267	0.0194443437167
a	0.106902287056	0.275573816111	0.571630622056	0.0122551617178	0.00664625708089	0.0269918433389
s	0.0654050540187	0.19817236537	0.712528640685	0.0082690618726	0.00391966902696	0.0117051943463
t	0.0495492947529	0.10422043679	0.836943413562	0.0035522351742	0.00142785035165	0.00430673375103
a	0.017374580331	0.0531697532633	0.858855837854	0.0204109233081	0.00393046855988	0.0462583877526
s	0.0583003121103	0.0352220860878	0.808412555951	0.029687657436	0.00509244331996	0.0632848662509
ù	0.0718401810368	0.0283098400293	0.74567033865	0.081853160812	0.0109107909067	0.061415642417
n	0.189937260679	0.0219782556764	0.54760124955	0.156432293604	0.0152431603022	0.0688077864723
e	0.229066195683	0.0156821099255	0.271422019517	0.243428271201	0.186151206767	0.0542502011574
a	0.0771922099843	0.00589342167517	0.0952029290057	0.4291636304	0.350415785589	0.0421320567191
n	0.0522001492948	0.00591929522506	0.0354746345019	0.364208976133	0.227689705996	0.314507278573
k	0.0694704447649	0.108575949408	0.118168113501	0.161445498044	0.128394796132	0.413945207858
ò	0.049467074055	0.139209700459	0.142902359657	0.103099186681	0.413940622044	0.151381048219
r	0.0347485178183	0.0488597014763	0.050558095709	0.0809660828937	0.567861700681	0.217005920006
a	0.0304823963394	0.0200965571588	0.0210461101363	0.0689932492979	0.526037146894	0.333344530002
o	0.0128668156131	0.0103673133863	0.00882675194543	0.0344151854326	0.705048218965	0.228475686667
r	0.0190197383044	0.00920621579543	0.00408504064848	0.0158201039775	0.545427287322	0.406441638889
t	0.0318019404348	0.0190967802651	0.0105077905495	0.0620239061592	0.204588375441	0.671981232963
ì	0.0247948868116	0.0265416030884	0.0159926725165	0.0799211437197	0.30024404048	0.552505687654
</S>	0.0146673034058	0.0248620480442	0.0140088977583	0.0450426093598	0.47463037024	0.426788828827
