 	il	dito	si	gonfiò	</S>
o	0.803173005	0.1923206901	0.004378133642	7.028393375e-05	5.7862068e-05
d	0.518056891667	0.476434603367	0.00536778368067	7.938635125e-05	6.1287156e-05
à	0.389772100556	0.588306967789	0.0216095030269	0.00027805716375	3.33574276667e-05
t	0.420992466852	0.542051239263	0.0365563493423	0.00035638571125	4.35809282222e-05
t	0.265217667284	0.711394169754	0.0232035172141	0.00014437906785	4.02722925074e-05
i	0.0921442666013	0.598510579918	0.291992344171	0.00910613689672	0.00824664166727
l	0.0340280530404	0.480326579973	0.462050388057	0.0124774125656	0.0111175377758
o	0.0148188314368	0.435542653324	0.470257686019	0.0535614897885	0.0258193578119
è	0.00572763390227	0.402375537775	0.443524798673	0.103168509929	0.0452035392706
p	0.0155091139674	0.384966399258	0.418903302891	0.117311999976	0.0633091680902
r	0.0750564093225	0.161712049753	0.52156201763	0.185979046659	0.0556904768634
i	0.0818854664875	0.067785918751	0.337734716443	0.38144928222	0.131144611454
m	0.0316752135425	0.0365671550837	0.156199739381	0.565572827407	0.209985057151
m	0.0200117913475	0.0254920539812	0.148681363127	0.662078855802	0.143735943717
è	0.0121392365492	0.0101170170471	0.104593474209	0.531591071934	0.341559212572
n	0.0571628727831	0.00682913844903	0.063064637903	0.308642223978	0.564301137524
o	0.0721410855177	0.00628838614968	0.049600676301	0.199186166659	0.672783669175
</S>	0.0365571796439	0.00603843407484	0.0260948536505	0.131723831329	0.799585669587
