 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.55043062	0.415130308	0.031590135	0.00200159236	0.00017719051325	0.0003538736	0.000179742962	5.87712026e-05	7.78005825e-05
c	0.242631068333	0.713854666	0.0375113636667	0.00471617935333	0.000240271751083	0.000659420976667	0.000195199739	0.0001132021442	7.86404408333e-05
h	0.0932011227777	0.710318255333	0.111654507889	0.0581656887844	0.00104739353036	0.0237053880022	0.000308918431333	0.00156522698807	3.34886501111e-05
r	0.0477770715926	0.576510975111	0.252679725963	0.0831425452615	0.00187225314345	0.0351226186674	0.000509978977111	0.00236387812936	2.09334132037e-05
ò	0.0287692752642	0.565771825037	0.347330038654	0.0390248096538	0.00150386009782	0.0159394767558	0.000426939629037	0.00116113236445	7.26344544012e-05
n	0.0174792931547	0.647963141679	0.306686696218	0.0197459587846	0.00091224721594	0.00641467868527	0.000303827279679	0.000411726482817	8.24282687537e-05
o	0.0135433673716	0.498519969226	0.457522685406	0.0227290112615	0.00231411473865	0.00436680179509	0.00060852412656	0.000179097335939	0.000216426376871
k	0.0144816314439	0.319809478409	0.588526205135	0.0500020737538	0.00987176891288	0.0143421259317	0.00187781617552	0.00064289094698	0.000446012658957
a	0.0147820598046	0.249216591136	0.600924701712	0.0874001062513	0.0194756236376	0.0224674273106	0.00356728032517	0.000813381312327	0.00135284878632
m	0.0082947192582	0.144597145379	0.612514177237	0.11114985875	0.0637779095459	0.0395220444369	0.0136320550084	0.00275609156744	0.00375602299544
b	0.00630334638607	0.107558580126	0.383897012412	0.135211282917	0.0825941475153	0.259035898146	0.0174027131361	0.00445341232248	0.00354363709281
è	0.00232171099202	0.0422776988753	0.218991120804	0.267519027639	0.0947630068384	0.347751249382	0.0184353581787	0.00263429684416	0.0053065354586
n	0.00498603606067	0.0463309334584	0.159045086935	0.317893219213	0.142701685613	0.240798603127	0.0792237650596	0.00310351085139	0.00591715800287
n	0.0132518221869	0.0850903758195	0.0970898939783	0.238314063071	0.119883995204	0.332610637709	0.102503062687	0.00924417105046	0.00201199602296
i	0.011842432019	0.0678735492732	0.0470562983261	0.176015141024	0.174289798401	0.431519775903	0.0771551685623	0.00985013328349	0.00439773951299
è	0.00407006142967	0.0235050285244	0.020213864442	0.148979233675	0.2725341228	0.410947015301	0.104894216187	0.0079745281945	0.006881955171
n	0.00379054360989	0.0134038079415	0.0178892844807	0.119504186558	0.202443590933	0.327774481767	0.290307235396	0.0207784338982	0.00410844562367
a	0.00365608230663	0.0100279624138	0.0162527860936	0.048841756186	0.176717606978	0.305344407256	0.399251791799	0.0288124796327	0.0110951501079
f	0.00292423220554	0.00509684167127	0.0294751532979	0.0220881018287	0.177197155659	0.286130742419	0.433117997266	0.0253010288776	0.0186687883693
à	0.00266517951851	0.00330595515709	0.0335398231993	0.0119936049429	0.124228801886	0.282412797473	0.469076575755	0.0577898292925	0.0149874827898
o	0.00241895495617	0.00447494155236	0.0125309519664	0.0076352652143	0.104854330629	0.234488094158	0.433120981918	0.174644879764	0.0258316419299
p	0.00326068861872	0.00481134721745	0.0114823774555	0.00479727340477	0.0598153628763	0.104303038386	0.581298993973	0.202138009921	0.0280929709766
o	0.00236476488624	0.00327479277248	0.0111796142518	0.00455462980159	0.0312290129588	0.0481677931287	0.638706357991	0.243240739974	0.0172823269922
d	0.00245017934208	0.00285251132416	0.0135870888506	0.00470301053386	0.0224361875529	0.0281138380429	0.60657577933	0.302412693325	0.0168687123307
d	0.00228568779403	0.00201252407472	0.0161853012835	0.00451696777795	0.0121516811843	0.024947502681	0.61189811311	0.314383117775	0.0116191211102
h	0.00135043081134	0.00294495225824	0.0104015062278	0.00352384722598	0.0085169776281	0.0175084837603	0.438299391037	0.511906222592	0.00554817243673
à	0.00130609847045	0.00495742608608	0.00738437697593	0.00313078420866	0.0062000478427	0.00931216478677	0.222646703679	0.685459474197	0.0596028945456
g	0.00103900992348	0.00417237002869	0.00492307592531	0.00425733290289	0.00457191634757	0.0119391682623	0.268369457893	0.622973491399	0.0777541512485
l	0.0121989530745	0.0285856546762	0.0069314964751	0.00545239130096	0.00460054618252	0.0113359862208	0.296277905964	0.6069178438	0.0276992020495
i	0.0164275543582	0.0402154118921	0.00816893915837	0.00610640476699	0.00377673807417	0.00520597280693	0.136650170988	0.541473177933	0.241975652583
c	0.00691604948607	0.0174916304307	0.00760378071946	0.00471267852233	0.00242500740472	0.00855999153564	0.144568969329	0.490584195978	0.317137729194
è	0.00312885379536	0.00672316324357	0.00620776714982	0.00289251334078	0.00231572026824	0.00916467507855	0.15394969811	0.695640685326	0.119976901398
a	0.00806441619845	0.0116333250479	0.00526594462661	0.00314838234693	0.00161411010275	0.00366902112618	0.0656926140367	0.825552585109	0.0753595437993
</S>	0.0144036965992	0.0191671630239	0.0069780133133	0.00395902667346	0.00107432117137	0.00222011586309	0.0386793365183	0.837488027555	0.0760302468997
