 	la	casa	la	costruisce	il	mastro	</S>
o	0.733215135	0.253876864	0.0125996757	0.0002153248165	4.27019625e-05	1.71394641e-05	3.3138394e-05
s	0.518400435	0.466172164667	0.0150712465667	0.000266489512167	4.23009321667e-05	1.63296647233e-05	3.1020012e-05
p	0.321142971667	0.665584854889	0.0128922218556	0.000316557010722	4.34624970556e-05	7.55925359777e-06	1.24067461e-05
ì	0.153862111789	0.748876384963	0.0961092669519	0.00104513257024	7.08757506852e-05	9.29314253259e-06	2.69761288e-05
t	0.0653485828297	0.777477608321	0.155747455651	0.00131395375675	7.00485712284e-05	9.35423451086e-06	3.30223818e-05
i	0.0350423669232	0.631729966107	0.32717842855	0.00436402525225	0.000283456461409	7.87737465036e-05	0.0013229616128
o	0.0122489000711	0.309422584702	0.652531296183	0.0211141630841	0.00185339112047	0.000390481378835	0.00243912807093
f	0.0096291194737	0.245557274234	0.700688965394	0.0369597163614	0.00305121394016	0.000519205136278	0.00359450355698
a	0.00853265339123	0.216557787411	0.661942675131	0.103020288787	0.00603221911339	0.000371244235426	0.00354317923566
b	0.00599781569708	0.10543384847	0.674339995044	0.194482772929	0.0114758440378	0.000540486791809	0.00772922179522
b	0.00586504316569	0.08016344849	0.700403881681	0.18122126231	0.0228764506793	0.000565262973936	0.00890457250507
r	0.0078071103219	0.0623509751633	0.767598193894	0.133914172103	0.0246841995598	0.000537011901312	0.00310826999169
i	0.0076976044503	0.0425224926078	0.536819351298	0.366265277368	0.0404663605199	0.00198301260044	0.0042458669139
k	0.0029404694931	0.0164159205559	0.251100653766	0.654477905789	0.0668385735066	0.00241050923348	0.0058159309713
è	0.0013709992277	0.00775188433863	0.142110664422	0.74851620193	0.0926444011689	0.00281682644449	0.0047889562571
i	0.00462196713923	0.00341225896621	0.0550285153073	0.673152500643	0.231196503723	0.0182290564815	0.0143591273524
o	0.0195307330464	0.00474271648874	0.0295290377691	0.536047413548	0.342019907908	0.0480922904938	0.0200378627841
m	0.0220270917488	0.00583344016291	0.0214158792564	0.418060511183	0.471310992636	0.0442668188313	0.0170852132614
à	0.00915129374293	0.00360323567097	0.0104700048521	0.242379708728	0.684884984212	0.0322363682771	0.0172743410871
s	0.00448440650764	0.00232995757366	0.0103163620507	0.186173641243	0.753939614737	0.030981445759	0.0117745707624
c	0.0722848383359	0.0113039762579	0.177841700684	0.165552447081	0.502600550579	0.016706425253	0.0537100926541
i	0.0939814268453	0.0139962994526	0.227889420628	0.0875728926937	0.270701229193	0.150290385418	0.155568380885
a	0.0708240450151	0.0095721711842	0.0780332535427	0.0341416952312	0.208999486398	0.371617511806	0.226811866962
</S>	0.0940737405076	0.0113383370921	0.0409338661714	0.0191350386156	0.137846808199	0.453858355903	0.242813883481
