 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.57173151	0.42185618	0.00438585735	0.0006010835475	0.0012304132995	4.972231015e-05	5.97192368e-05	3.69353045e-05	1.40019694e-05	3.4580185e-05
p	0.34759293	0.643346906667	0.00493934101667	0.00111674294917	0.0027508252665	5.232774905e-05	0.000115764580933	3.24358756667e-05	1.83319911333e-05	3.43457857667e-05
è	0.169257242333	0.805640262222	0.0198016480056	0.00231343734972	0.0028099888555	3.462940735e-05	0.000103585887644	1.49435337222e-05	1.08896327711e-05	1.33613363556e-05
n	0.0941858197777	0.850291824074	0.0271713026685	0.00850626861657	0.0191381036518	4.413013945e-05	0.000618473993215	1.06410459074e-05	2.85080896504e-05	4.97461497187e-06
s	0.0886061665926	0.852515311358	0.0157623002228	0.0120467292055	0.0301562945506	5.166411615e-05	0.000817895571072	5.80770280247e-06	3.59138646835e-05	1.94157134396e-06
e	0.0579967420709	0.754760050453	0.144624752741	0.0242376314018	0.0176534461835	0.000132600466717	0.000345106087024	0.000110657902767	1.62398393612e-05	0.000122790370948
t	0.0263691185636	0.735550026818	0.191589128914	0.0298023518006	0.0153039227278	0.000154016804906	0.000897330819008	0.000146862309456	2.09385451204e-05	0.000166333598649
s	0.0178864373545	0.832179352273	0.076326208638	0.0307046459335	0.0413955635759	8.01389009687e-05	0.00128872403967	5.4515836352e-05	2.54630840401e-05	5.8953678383e-05
e	0.00823262324483	0.568185264091	0.243460993879	0.125118806645	0.0488724695253	0.00189933274032	0.00095645397989	0.00156958244345	3.37669003467e-05	0.00167068788996
k	0.00673748004161	0.343731884697	0.397072181293	0.198387818882	0.0402476415084	0.00271931721344	0.00665559285996	0.00211749567782	6.40314357822e-05	0.00226653451665
a	0.00627511330054	0.259433978599	0.297990777098	0.352423956294	0.0676145638361	0.00397038703781	0.00921393605332	0.00180567658927	6.29546919274e-05	0.00120866775888
o	0.00324218498685	0.0880387267997	0.169814937699	0.446262398765	0.269902581279	0.0098922990126	0.00823645211777	0.00352499089642	6.60549539758e-05	0.00101940943963
l	0.00403036926228	0.0350316591666	0.0953481945663	0.393894606255	0.38397999376	0.0141605640042	0.0679266147059	0.00386395766547	0.000242331337992	0.00152173319988
à	0.00333874027743	0.0171541125422	0.0659537361888	0.399828055418	0.366039511253	0.0442322933347	0.0940306382353	0.00733792772182	0.000376656042664	0.00170837795663
d	0.00519437294914	0.00675772913407	0.0286234863963	0.317428671806	0.512811450418	0.0511747659116	0.0670634394118	0.00864145434061	0.000971779110888	0.00133286847554
r	0.0107623143164	0.00944017751136	0.0331245897988	0.280746697269	0.471731113473	0.0525051954372	0.127283739804	0.0118573278802	0.00149271800363	0.00105611489851
o	0.0087211288288	0.00972125650379	0.0329802528663	0.219646305756	0.250654476158	0.238938597146	0.157269713268	0.0751458372934	0.00156708303454	0.00535538010617
m	0.00306239172627	0.00356704760126	0.0152658322221	0.095108545252	0.144519458719	0.303086150382	0.335970144423	0.0906300848978	0.00201778757818	0.00677257942872
b	0.00512339330209	0.00409214330042	0.010380026174	0.0542391517507	0.108184144573	0.140534629794	0.633889368141	0.0391864887659	0.00197756875939	0.00239306807957
