 	non	aveva	cosa	a	fare	</S>
e	0.516025235	0.431897145	0.0484961175	0.0023794818	0.000278978815	0.0009231317
n	0.270009267	0.577831815	0.0405609641667	0.00166534882	0.108982406885	0.00095027745
ì	0.0944600343667	0.696154771667	0.0628053347222	0.00079860781	0.145235497855	0.000545798899467
c	0.0348771184889	0.780412223889	0.0764093365741	0.000370524006667	0.107727178178	0.000203680255956
h	0.015136442463	0.705807121296	0.179996187191	0.000749570522222	0.0982164143927	9.43133729853e-05
e	0.00684914028767	0.438463753765	0.50888475573	0.00782422260741	0.0372867223309	0.000691384321995
t	0.0546884635959	0.172679591922	0.482881299577	0.00986180370247	0.278539966644	0.00134884650733
i	0.0697959315653	0.067551565174	0.238518060859	0.191515363401	0.402586932215	0.0300321524024
k	0.0328695118884	0.0241582189913	0.15025261862	0.253232147634	0.486192740738	0.0532948054675
à	0.0203476099028	0.00901838067377	0.05216795934	0.117390052378	0.744804713579	0.0562713251558
m	0.0072874803076	0.00330761946792	0.0208873532467	0.072053939126	0.84944553786	0.0470180640519
i	0.0030460769792	0.00142568082931	0.00949172711557	0.0300122557087	0.672734085953	0.283290175017
</S>	0.0018132707046	0.000877119474655	0.00551707960778	0.0219447393543	0.432655852976	0.537191972509
