 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.999646225	0.00033801984	1.291287945e-05	8.840806e-07	8.7010085e-07	8.1687339e-07	4.5046985e-08	2.01200517e-07
t	0.845689725	0.117335461767	0.0356337911628	0.000966420347067	0.000348450980317	2.09989015667e-06	2.01439075967e-05	3.888637317e-06
e	0.789319908333	0.161172620589	0.0477008903643	0.00129825763169	0.000471403337772	3.35814405222e-06	2.69121265922e-05	6.64797527233e-06
l	0.603778064778	0.356204000196	0.0392222580981	0.00059445579323	0.000182344736924	2.58136198407e-06	1.18919035907e-05	4.39086825744e-06
a	0.303605983593	0.643990933399	0.049283998366	0.00233942693108	0.000413479225641	0.000194964663628	1.02508711969e-05	0.000160945053586
e	0.199033080198	0.567067061133	0.200987417122	0.020067272077	0.00986556880855	0.00245074023788	4.2976548399e-05	0.000485867851195
M	0.0968121203993	0.589766820378	0.250731478374	0.0458432066923	0.0132841227029	0.00305077957596	6.06440227997e-05	0.000450800910398
a	0.0905555681331	0.706287946793	0.119515623458	0.0754407655641	0.00545183356763	0.00250149042199	3.56323442666e-05	0.000211130030133
r	0.071969132711	0.472562842264	0.105129004486	0.312811658521	0.0135086187559	0.019587961974	0.00177067511809	0.00266010214338
ì	0.031620309237	0.163313100988	0.323023886829	0.420993066174	0.0246991659186	0.0297785593247	0.00241129142603	0.00416059744779
a	0.012285703079	0.0567897193793	0.640815842276	0.237519345391	0.0326346693062	0.0167750512749	0.000889101435343	0.00229056313593
à	0.004253945883	0.0190797674264	0.777485307425	0.137042810464	0.0521392554354	0.00854852249163	0.000411339658448	0.00103905834864
v	0.00211677131767	0.0072866175588	0.790383059142	0.107665285488	0.0729985464785	0.00539433716388	0.0136027976928	0.00055257969288
v	0.0269425699392	0.11616802212	0.585568279714	0.180174341829	0.0694877454928	0.00263788945463	0.0187282575643	0.00029290854796
r	0.24255629998	0.238488037373	0.267331371238	0.196422717276	0.0400534974976	0.00741823678488	0.00752792015477	0.00020197389632
i	0.30785787766	0.166876200591	0.0964756000793	0.113267662425	0.0338227881659	0.262958549262	0.00539472868492	0.0133466372221
n	0.132753623553	0.0635359456637	0.0758391083598	0.0989325241417	0.209332816055	0.354429129754	0.0416045975616	0.0235722827407
a	0.058589426851	0.0288158599012	0.0689339164533	0.0792910120472	0.303223912018	0.384649199918	0.0559396898539	0.0205569925802
r	0.0304199859503	0.0099511401004	0.0276820063178	0.0606926513491	0.194485712006	0.455301689973	0.198399793951	0.0230670031934
t	0.214994583317	0.0133356248201	0.0120854419393	0.071680333783	0.106510973669	0.301021859991	0.26104504865	0.0193261118978
i	0.272635911772	0.0144019484967	0.00555805647977	0.0488576302277	0.0509852395563	0.385797589997	0.164244866883	0.0575187791326
s	0.111828501257	0.0049839897789	0.00237048472659	0.0329654657092	0.0445417275188	0.404447906666	0.310777325628	0.0880846330442
e	0.0584457617523	0.0018816717763	0.00128100317553	0.0274779377697	0.0410531035063	0.286892952222	0.487505728543	0.0954618710147
m	0.0423278402508	0.000823791165433	0.000645922351843	0.0139771061232	0.0294064631688	0.216558454074	0.578112089514	0.118148363672
è	0.0347504297503	0.000402435325144	0.000295511357281	0.0090135240744	0.0154656367229	0.126901213691	0.681876386505	0.131294841224
n	0.0188795405834	0.000261132695048	0.00205778426576	0.00357949719147	0.00957661390763	0.0617827253137	0.744674138835	0.159188550408
a	0.0149029121945	0.000356337128349	0.00269384223192	0.00213215253049	0.00670540693588	0.0234797748546	0.625052266278	0.324677333469
</S>	0.0120354100972	0.000460902764175	0.00145708383096	0.00193304926525	0.00427207491794	0.0157733844273	0.489934813139	0.474133316734
