 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a	0.50354307	0.4096068975	0.0747817765	0.0088878592	0.00207533843	0.0004053827155	0.0001695199976	0.0003689294019	9.559643405e-05	6.568363565e-05
m	0.23084206	0.546302189167	0.113382058833	0.0126715747333	0.0944212615767	0.0014594727185	0.000172233486033	0.000369882576833	0.000301808564683	7.74442118833e-05
e	0.117635773	0.593419229722	0.150138639611	0.0123961022444	0.124203258526	0.00163030081283	7.80189868443e-05	0.000149891361811	0.000309269796061	3.94574140278e-05
s	0.051149638	0.703952459907	0.17885896987	0.0140238814148	0.0508028741753	0.000946699744277	4.81037019481e-05	7.9885747937e-05	0.000118270877187	1.91997704093e-05
t	0.026917027	0.742894403302	0.161497496623	0.0341908038049	0.0332277093918	0.00114437041476	2.28234789827e-05	3.2090234179e-05	6.10104943957e-05	1.22972430031e-05
i	0.0107981872	0.585558097767	0.346419092208	0.0371006168016	0.0190638661306	0.000970615608253	2.38053516609e-05	2.56904342597e-05	2.93078469652e-05	1.0760821201e-05
p	0.1092473836	0.293358499256	0.475804097403	0.0404136478005	0.0775178603769	0.00334095433942	4.88082225536e-05	3.99507100866e-05	0.000164338086488	6.45092767337e-05
à	0.14201600749	0.123016079752	0.582558032468	0.0468039399335	0.100550818126	0.00442277494647	0.000163735954185	0.000161516946696	0.000212511681163	9.46302582446e-05
s	0.0518646644533	0.0543109309173	0.736141030823	0.0612770169778	0.0870536073753	0.00855028148216	0.000205959938062	0.000188143846565	0.000357863439388	5.05014698482e-05
t	0.0318126038178	0.0278179479724	0.588291520274	0.0906708303259	0.248185075792	0.0125647188274	0.000101567210021	6.59734535883e-05	0.000472580199796	1.71453736327e-05
a	0.0210782801059	0.0164411723908	0.360807816758	0.092953598442	0.470167958597	0.0261801149425	0.00469242154734	0.00303519400826	0.000319418216599	0.00432398055713
ì	0.0075306021853	0.00687334679693	0.196608388919	0.0723864294807	0.654222906199	0.0364512129808	0.00988306701578	0.00962029833609	0.0002631205322	0.00616057421904
c	0.0496063107118	0.00314230416564	0.10167967464	0.0503184614936	0.7089230554	0.0643621923269	0.00731028140526	0.00882421475703	0.00335595399407	0.00247747946135
h	0.0691624595706	0.00365789448855	0.0560764222133	0.0638262571645	0.721273638467	0.075029573109	0.00279666223275	0.00296440531101	0.00436381263469	0.000848821629397
e	0.0288782444902	0.00358248377285	0.0293979092044	0.0581150527215	0.737295266156	0.0880630233697	0.0266544519419	0.0205453628507	0.00170926648156	0.00575896066375
t	0.0129400244634	0.00182152390095	0.0116825990348	0.0787576712405	0.696757002052	0.127365561123	0.0348353387706	0.0264445961802	0.00193260746052	0.00746311623125
e	0.00745399253113	0.00101734501698	0.00489467103827	0.0826256997468	0.697692680684	0.149171937041	0.0326272493802	0.0190663966234	0.00191589670351	0.00353411388708
l	0.00345024415371	0.000573091672327	0.00193801807276	0.156074139249	0.632623016895	0.148143177014	0.0341280714601	0.0179851418745	0.00194267311784	0.00314242429569
ì	0.00209760946924	0.000394492107442	0.00087065869092	0.179100940983	0.573422642298	0.185224803671	0.0356356304867	0.0186755096248	0.00208091387261	0.0024968307319
s	0.00121236177441	0.000204715404814	0.000440484336973	0.0817439282277	0.592446080766	0.247015804557	0.0499035091622	0.0181530778416	0.0075752871242	0.0013047743523
o	0.000964763314803	0.000166722690605	0.000308621728991	0.0489068877426	0.445063213589	0.269585991519	0.158013332054	0.0612017272472	0.0097002540414	0.0060885284591
n	0.0023556763616	0.000213036470202	0.00032966588633	0.0640697909142	0.284881081196	0.361465197173	0.192713123018	0.0783058854157	0.00760583668047	0.00806073175303
t	0.0036309926872	0.00169111911007	0.00230831219544	0.0699021767381	0.368698670399	0.419916299058	0.0929469833393	0.0302884252386	0.00752359356016	0.00309341149968
a	0.00212958378907	0.00216431156336	0.00281675604681	0.0243842021444	0.3138536608	0.382388933019	0.166644741113	0.0970544288462	0.00468698095339	0.00387641048189
à	0.00082042807969	0.000807076657787	0.000976667980603	0.0082478685798	0.163930414267	0.418845161006	0.212225018704	0.180684856282	0.00864925575113	0.00481328739396
l	0.00137396128323	0.000311960764596	0.000421812930201	0.00347623459327	0.156865114756	0.485568437002	0.189486047901	0.127427602094	0.032742207917	0.00232661671632
a	0.00153465968108	0.000195445073532	0.000253873260067	0.00181441225642	0.104029386485	0.341026832334	0.326785042634	0.179724184031	0.0363754123057	0.00826072659044
t	0.00448734504703	0.000468496807844	0.000399455983356	0.00120112691081	0.0399609987283	0.211350687445	0.414785894211	0.252451061344	0.0625160137686	0.0123789195301
ù	0.00548670407234	0.000714274035948	0.000482815537785	0.0010007264616	0.0184365114761	0.174215406482	0.405665041404	0.297299007115	0.0809836679229	0.0157158438434
c	0.00475815908078	0.000498915805316	0.000375282799262	0.000431380278533	0.00920674589203	0.107573226161	0.338880277135	0.318234735705	0.176483079308	0.0435581792811
h	0.0175894300269	0.00307742619511	0.0165103123431	0.000317791492844	0.0186363681307	0.115152292054	0.258324495712	0.186480152568	0.340300486436	0.043611215527
a	0.019108769749	0.00417676806504	0.0218287306677	0.000231299634281	0.0200769464436	0.086840479218	0.219238348571	0.302301234856	0.265286886145	0.060910529609
v	0.00866873165633	0.00186996672168	0.00785349144257	0.00063092021476	0.00766520971453	0.0341421502727	0.13540291219	0.335492003285	0.392336506048	0.0759381308697
à	0.00515861223878	0.00108578977389	0.00332271104752	0.000738805458253	0.00357533277151	0.0173708347576	0.10251059673	0.289289752762	0.527480275349	0.0494673119566
l	0.00212852823293	0.00062564323763	0.00134440497584	0.000257971149084	0.00174684732717	0.00933255825253	0.0966517535767	0.275221898254	0.580867151783	0.0318232415522
o	0.00130626977764	0.00142089022554	0.000874000018613	0.000229132826028	0.00217967347906	0.00550583191751	0.0584070925256	0.226698116751	0.521924377261	0.181454604084
n	0.00179329135921	0.00174767933185	0.000913709196204	0.000368533608676	0.00237876693635	0.00363802890584	0.0302595831752	0.202315477917	0.52124058242	0.235344354695
t	0.0036290529864	0.00309500996728	0.00834818028873	0.000366510382892	0.00423028175545	0.00348199120195	0.0351660167251	0.0816987383057	0.775269210807	0.0847150142317
a	0.00357153796213	0.00580588225576	0.0113462917629	0.000483251774297	0.00616627618515	0.00361846306732	0.0360529680084	0.0821287727686	0.565940830269	0.284885734077
</S>	0.00241812193106	0.00640312312788	0.00678324988145	0.000648579637149	0.00523668699258	0.00305529283366	0.0196815976542	0.104674436384	0.326112005135	0.524986917038
