 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.406576905	0.581063495	0.0103394565	0.001244328185	0.0002731226685	0.0001487412385	0.000164064136	0.0001898699285
t	0.209049716333	0.742883511667	0.0403114545	0.00627762996167	0.0004308789995	0.000149399570167	0.000717974145333	0.000179393319833
è	0.089145730111	0.846974470556	0.0550671181667	0.00750905887056	0.000380374459833	5.8466211389e-05	0.000800793654111	6.39465288443e-05
l	0.0498897303703	0.884150600185	0.0584698793889	0.00637504817352	0.000277695459944	2.7324526463e-05	0.000786126757037	2.35990254314e-05
i	0.0307817751234	0.841013843395	0.11704022313	0.00851550272451	0.00105877267665	7.76868041543e-05	0.000858336502346	0.000653880862394
f	0.0204879977078	0.664415094465	0.29193451771	0.0197707145748	0.00144954114222	9.66819863848e-05	0.000957875850782	0.000887581436131
a	0.0102419559359	0.378973488155	0.568098839237	0.0368057721916	0.00412533883074	0.000241014000462	0.000975498666927	0.00053805656071
m	0.0082837273453	0.186826976052	0.726513446412	0.0684239487305	0.00721221027691	0.000333494426821	0.00171425287231	0.000691893920237
o	0.00729597294843	0.0969790371507	0.774171592137	0.101521018244	0.0166812304256	0.00037109976894	0.0019328473341	0.00104718234008
n	0.0271035781495	0.0580510708502	0.719130907379	0.156999511415	0.0283587558085	0.000758893989647	0.0074768832547	0.00212037044669
o	0.0337015356898	0.0432396222834	0.58421796246	0.279461593805	0.0452743886028	0.00226958316322	0.00968576755157	0.0021495452489
f	0.0163026648699	0.0198427380945	0.495300324153	0.389750011268	0.0636281235343	0.00283462902107	0.00950504665052	0.00283645838297
a	0.0104739188266	0.0119515708648	0.358102448051	0.502166950423	0.0996335198448	0.00492882164036	0.00953397665017	0.00320876256099
m	0.0052627068122	0.00510773105493	0.21921862935	0.560847570141	0.190853553282	0.00743675821345	0.00780089831672	0.00347215362033
è	0.00350013759507	0.00275677919031	0.13033356545	0.53476005338	0.309220311094	0.00848798273782	0.00705540949224	0.00388575684011
n	0.0357265845227	0.00449705296877	0.0775545308167	0.472247547793	0.367909520365	0.0147108245793	0.0248841965507	0.00246973838004
o	0.0465087745742	0.00511032319292	0.0478702207389	0.328697652598	0.489478210122	0.0409748225264	0.0364836391836	0.00487636142668
o	0.0156680801447	0.00182172472431	0.017549866113	0.187800747533	0.562774383374	0.147371604175	0.0507178500612	0.0162957566422
l	0.0060208603349	0.000898609348103	0.00791497643767	0.109913525844	0.608042577791	0.180326559725	0.0624784800204	0.0244044092141
i	0.00270757546163	0.000560539246034	0.00442505617922	0.0629522102813	0.72922926593	0.133594181575	0.0487796013401	0.017751533938
m	0.00125843693721	0.000342675302011	0.00220113152641	0.0333851624271	0.77275030531	0.134239367192	0.0423864684467	0.0134364071793
i	0.00076807540107	0.00030877036067	0.0015266455088	0.019643817809	0.724623268437	0.160716732397	0.0759524628156	0.0164601983931
a	0.000533200122357	0.000237260253557	0.0008254594096	0.0103036883363	0.457364626146	0.233270764132	0.277472274272	0.0199926814644
f	0.00123885277412	0.000411826917852	0.000929321676533	0.00555753984543	0.315333212049	0.261049771377	0.390534204757	0.0249451944881
o	0.00145225949137	0.000552854075951	0.00124219292551	0.00433253368181	0.274843770683	0.275147003792	0.399323254919	0.0431060741627
r	0.00128071429712	0.000685119275317	0.00132533937517	0.0038614127606	0.185320623561	0.262121984597	0.454419878306	0.0909848913876
à	0.00104650069571	0.000671422858439	0.00122394239172	0.0033291331202	0.13440202952	0.163703494866	0.579185566102	0.116437883796
</S>	0.000617345892855	0.000475069029219	0.00092146874586	0.0021583316601	0.07210224726	0.106007387433	0.708087683051	0.109630446898
