 	il	ladro	è	entrato	da	qui	</S>
o	0.68160915	0.315296565	0.00128738048	0.00139894621	0.000295144675	3.40137133e-05	7.8860076e-05
l	0.479893666667	0.511337788333	0.00172585296	0.00626708107	0.000260209128333	0.000425665827767	8.97525086667e-05
à	0.292296936889	0.691741296111	0.00684466855333	0.00820620435667	0.000304000776111	0.000540291209256	6.65941595556e-05
d	0.181430020296	0.792779898704	0.00842061708444	0.00821985378556	0.000495606268704	0.00856697050309	8.70396031852e-05
r	0.187481833432	0.771541279568	0.00544053406148	0.0237757849285	0.000387451884901	0.0112987439344	7.43778904617e-05
o	0.111445762601	0.544367136523	0.252669758154	0.0571812829762	0.0233192138036	0.0042378003448	0.00677906133955
i	0.037663644757	0.230979938841	0.445215769385	0.220697040992	0.0443787319345	0.0038146084816	0.0172502807799
m	0.0132998582523	0.107025757814	0.275871556462	0.556409220331	0.0288038343448	0.00419398706053	0.0143958287266
b	0.0052364453841	0.0409910398047	0.108776603154	0.820693686777	0.0132968814816	0.00579127682018	0.0052141084162
ì	0.00220300715803	0.0174573856016	0.0712469120513	0.660439115592	0.205737460827	0.00586930684006	0.0370468065127
k	0.00449338401601	0.0109764958672	0.0595298856838	0.544249401864	0.285648480276	0.0458606155134	0.0492417031709
e	0.005357564132	0.0108529789557	0.0260280212279	0.473479928955	0.343519453425	0.0876113618378	0.0531506707236
a	0.00414888583733	0.0140492736519	0.0141363444093	0.274158077985	0.400446367808	0.219615630613	0.0734454239079
p	0.0126495206124	0.0139201992173	0.0322834978031	0.285140705995	0.195528010936	0.331558343538	0.128919726303
ò	0.0143240834708	0.0070487555391	0.0367742331677	0.206311085098	0.0718906005787	0.211970336513	0.451680892101
t	0.0062535693236	0.00326288124637	0.0140499945226	0.096004569466	0.0451371987929	0.347479287504	0.487812471367
t	0.0122390470079	0.0117330243488	0.00722975560753	0.0597025685553	0.0355077612643	0.687606715835	0.185981119789
u	0.0142002313693	0.0180297597829	0.00479392806918	0.0236532652518	0.0142740328881	0.543955041945	0.381093745263
</S>	0.00765780423465	0.0143821323914	0.00443716653459	0.0159927751259	0.010048902644	0.294749245973	0.652731972631
