 	li	vestono	i	genitori	</S>
t	0.994342745	0.00212461672	0.000222811235	0.00304810834	0.0002616564975
u	0.956451058333	0.0236580829067	0.0146450852117	0.00375046491333	0.00149525510417
s	0.812315602778	0.0348023269689	0.0208717476372	0.128577652204	0.00343265946806
i	0.532603084259	0.14428774499	0.146203401779	0.170776648268	0.00612913482269
n	0.45245144142	0.189221834997	0.189240841593	0.161476253623	0.00760964260756
d	0.39839932714	0.0972572493323	0.107617894864	0.391726017874	0.00499950380252
ì	0.169212448613	0.138031190777	0.305364478288	0.376929327291	0.0104625475342
n	0.140745999104	0.226841916926	0.367100449429	0.253262917097	0.0120487155947
n	0.353112709701	0.198318598975	0.196217313143	0.248063219032	0.00428813737157
o	0.33985580447	0.111229420992	0.340114177714	0.162506601011	0.0462939822139
n	0.11708304206	0.0572637401973	0.354506959571	0.410482868337	0.0606634131046
e	0.0428297432283	0.0320596975991	0.284796826857	0.577835356112	0.0624784000682
i	0.0152611760178	0.0392521648664	0.496496582286	0.372629245371	0.0763608176894
g	0.00740464060593	0.0311511058888	0.403833096429	0.516951218457	0.0406599022298
e	0.00482189430198	0.0372822045629	0.261435274476	0.648101116152	0.0483594727433
n	0.00286876288066	0.0391369483543	0.213916004659	0.687784222051	0.0562940132478
i	0.00149617879689	0.0206786892848	0.0905212503863	0.729976304017	0.157327530083
t	0.00086107089563	0.0144491872616	0.0488242955388	0.744049348006	0.191816078694
ò	0.00040716032521	0.00579223692053	0.0184026705896	0.846037349335	0.129360584898
r	0.000390414628403	0.00316832124018	0.00872086779653	0.886563249778	0.101157154446
i	0.000394057899468	0.00178618528006	0.00419663986551	0.655322726593	0.338300384295
</S>	0.000253150234734	0.00149570404003	0.00324323293275	0.369269228296	0.625738667148
