 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.64285906	0.320179235	0.0203908395	0.00768097343	0.002023243945	0.000964576426	0.0005071097865	0.0005079733695	0.00397274919335	0.00050084353235	0.0001350273716	0.00012614266055	0.0001522083
n	0.344499166	0.345584925	0.281946258167	0.0178650191433	0.00300973604833	0.001170127942	0.000516488329833	0.000509643220167	0.00397309517388	0.000512729980783	0.0001343752855	0.000125935869617	0.0001525071214
ì	0.139663104667	0.393509188333	0.426140262722	0.0308272363811	0.00600608758278	0.001065103114	0.000439355430944	0.000357870803722	0.00154351758073	0.000305624190261	4.72912958e-05	4.3322438739e-05	5.20383824433e-05
c	0.0733958315557	0.515273199444	0.347649337574	0.0492614647937	0.0114014365276	0.00125433267133	0.000430280483648	0.000308869356241	0.000735834107743	0.000238240651754	1.78128201e-05	1.5720558863e-05	1.76199354258e-05
h	0.0397349691852	0.346673113148	0.474120852525	0.107248749598	0.0291326601759	0.00219527375711	0.000260134264549	0.000136967463747	0.000264841979414	0.000212552458918	8.335937e-06	5.611202571e-06	5.93144393327e-06
a	0.0241590760617	0.243669114383	0.470355277508	0.157007719866	0.0777831887253	0.0131806717524	0.00428097250485	0.00185417477792	0.0066681679358	0.000944881166306	5.76363701333e-05	1.46491972903e-05	2.44713394011e-05
n	0.0287221876872	0.203416968128	0.505593995836	0.143555479955	0.0837967795751	0.0169069716841	0.00559120964495	0.00240739237597	0.00878810380877	0.00109917691877	7.34164992778e-05	1.74925300634e-05	3.08191241004e-05
d	0.0246658310624	0.0821859888093	0.601332358612	0.188341709985	0.0808954998584	0.015530854328	0.00252801062498	0.00100418114199	0.00294424374876	0.000522736186257	3.18591289926e-05	6.10119420113e-06	1.06052051335e-05
ì	0.0103956176541	0.0299785167031	0.409230522871	0.265761703328	0.225512789953	0.044489812776	0.0110194428083	0.00191199598066	0.00121384425192	0.000363644505419	6.20079129975e-05	5.95365028038e-06	5.41339345112e-05
s	0.00950093901803	0.025790579901	0.252981417624	0.321931531109	0.314534133318	0.057726103592	0.0141893790028	0.00206346229355	0.000634265876307	0.000504479941806	6.92557621658e-05	5.78488385679e-06	6.86678611037e-05
o	0.00916640669101	0.023095372867	0.169247851541	0.312247283703	0.353776514439	0.0971084005307	0.0292597194009	0.00457861189785	0.000685291664436	0.000594837607269	0.000132673048555	7.3703537156e-06	9.96437599679e-05
n	0.008886463582	0.0203831838557	0.0722065075137	0.301982574568	0.433349628146	0.117571060177	0.037831285467	0.00560475564595	0.000796574768145	0.00107778154909	0.000168742595185	9.7896869052e-06	0.000131639216656
t	0.00919460812733	0.0217109524519	0.0532852071712	0.334955958189	0.454168692715	0.097376370059	0.024795683489	0.00269558456198	0.000401303559382	0.0012631162397	8.01816797283e-05	5.70584953507e-06	6.66683372853e-05
a	0.00348830671511	0.0095771491223	0.0354456139571	0.255899499396	0.432420904238	0.17271050002	0.0734478754963	0.0141522825207	0.00164806474313	0.000772463403233	0.000295124072243	1.23300314117e-05	0.000129930947495
i	0.0013258404777	0.00327583876577	0.0142746997524	0.173805773132	0.332048304746	0.22426068334	0.144910918499	0.0646723391736	0.0300939294477	0.00831180860108	0.00247713217408	0.000171926569471	0.000370793289165
k	0.00126168309257	0.00465713550859	0.0076161752508	0.139965297711	0.286374661582	0.252130354447	0.1774825195	0.0723138730579	0.0390627943492	0.0148691882004	0.00338524275803	0.000232493781824	0.000648562309722
i	0.00112004960419	0.0050956551262	0.00343905807693	0.095348568237	0.261046050527	0.298088578149	0.232030873167	0.068841687686	0.0213637059831	0.0104455728668	0.00248711378601	0.000124206029275	0.000568870689907
a	0.000678328941397	0.00181041604873	0.00142163640564	0.0558228584123	0.156920143509	0.236947760716	0.272111951056	0.159286372562	0.0739112903277	0.0318463824223	0.008016937762	0.000750106653092	0.000475789669969
t	0.000988255447132	0.00153179713291	0.000780136128547	0.0333950711374	0.11100292117	0.208479801572	0.335813420352	0.157937306187	0.0864245142759	0.0511202634741	0.010616565354	0.000978353037697	0.000931587943323
è	0.000841348259044	0.00139415493097	0.000454364421182	0.0214120442458	0.0924366370567	0.215387550524	0.420504136784	0.144734394062	0.057217210592	0.035662748158	0.00837749355133	0.000620125232566	0.000957810647774
r	0.000456349773015	0.00087798909699	0.000261082652061	0.0120660339486	0.0591521170189	0.169626383508	0.493481558928	0.157970229687	0.0498692921973	0.0487225037193	0.00656848541711	0.000511359997522	0.000436622253925
a	0.000318937210672	0.000704642335663	0.000181565947354	0.0073419868262	0.037749726573	0.105633716169	0.514952362976	0.237521131562	0.0336694627324	0.0509249799064	0.00984808937237	0.000434260785841	0.000719107289308
m	0.000436876293224	0.000534537081888	0.000100134978118	0.0031909651854	0.0185489234243	0.057655248723	0.546227697659	0.272397077187	0.0304635202441	0.0566895386355	0.0123989978575	0.000459139968614	0.000897296843103
u	0.000482165443075	0.000500150287296	7.68557600393e-05	0.00178575969513	0.0120212675248	0.0395546252077	0.499987965886	0.314043092396	0.048390259748	0.0629456928785	0.0181747330192	0.000672157062871	0.00136522816103
t	0.000755823913025	0.000495457509099	6.19051456798e-05	0.000773965798377	0.00537880115827	0.0229402983692	0.428350121962	0.357289230799	0.065858031916	0.0787356942928	0.0351180680064	0.00141270312096	0.00282985488701
i	0.000862648491008	0.000513535203033	5.83361692266e-05	0.000410020832792	0.00311584899942	0.0170549152231	0.352353967321	0.304517856933	0.162665467305	0.103471834764	0.0491885500021	0.00243742777365	0.003349556129
n	0.002900495117	0.00167060798101	0.000120037369742	0.000803144977597	0.00558647167981	0.0249465955077	0.25499896244	0.256205695644	0.199255292435	0.195904604921	0.0486685216674	0.00285977975788	0.006079761643
ì	0.00358546154567	0.00201462603034	0.000132499467914	0.000909044054866	0.00622548399994	0.0268107472826	0.19125295348	0.163441818548	0.296722060812	0.26649816164	0.0325543148891	0.00370310948596	0.006149691181
c	0.00180054212189	0.00129101291345	0.000190767943971	0.000998704947289	0.00827983577331	0.0226397872075	0.102562143827	0.128055806183	0.347699750271	0.34469753388	0.0237143772964	0.011279342162	0.00679032836033
h	0.00329729904063	0.00399416750448	0.00325359828132	0.00439326731576	0.0138823455911	0.0304288867358	0.0942766512757	0.0886000567277	0.160793480757	0.55667054796	0.0215605754321	0.0119907140773	0.00685833394011
a	0.00329642391021	0.00451286116816	0.00427407262711	0.00496995199525	0.0099204915637	0.0199835468786	0.0639590960919	0.0676213982426	0.119013590919	0.462884065987	0.207500863477	0.0160738240491	0.0159897648
p	0.00262000320007	0.00283049382272	0.00168088580237	0.00218606808842	0.00796291455457	0.0420295492595	0.0549474776973	0.0618722400809	0.121042352973	0.381148335329	0.274337371492	0.0224518183497	0.0248904559333
à	0.00236646890002	0.00212368487757	0.00072666501879	0.00117078177281	0.00708046269152	0.0490613699298	0.0505469434324	0.044294358027	0.273125596991	0.40713439511	0.122656849164	0.0241690054499	0.0155433888444
r	0.00096774482334	0.00105878716252	0.00029672138693	0.00044904615427	0.00278416907051	0.0196292484866	0.0250733333441	0.0318101646757	0.315852843664	0.48150716837	0.075835162388	0.0378257818166	0.00690977764813
o	0.000594478304447	0.00102760062084	0.00041849431831	0.000396249554757	0.00183372915684	0.0103950992289	0.0162661933147	0.0248227955586	0.135694198221	0.439186767457	0.247579405129	0.0839101999389	0.037874742716
n	0.00157254397482	0.00154560767361	0.000556094406103	0.000497401884919	0.00267430428561	0.027570211143	0.0240016459716	0.0266132258529	0.076714879407	0.343981817152	0.312567978376	0.12324296998	0.0584613189053
t	0.00218436339161	0.00288435415787	0.0040204992687	0.00165681894497	0.0052370451952	0.0394164637143	0.0345506279905	0.0368323952843	0.0401199900023	0.450800415717	0.253119799459	0.09881263866	0.0303646019018
a	0.0014209724172	0.00298286495262	0.00545966998957	0.00217052738166	0.00548095653173	0.0216773844381	0.0211057223302	0.0267822413614	0.0254346165341	0.303326773572	0.312414386486	0.160188281553	0.111555592901
s	0.0034952458924	0.00369302268421	0.00235316018319	0.00107767646722	0.00313201044391	0.0124788636794	0.0116827577767	0.0153666847205	0.0214836095114	0.198094849524	0.317502128829	0.246550203851	0.163089767634
i	0.00433763999747	0.0040281553614	0.00174197368106	0.000776733462407	0.00247170494797	0.0098472194598	0.0085734747589	0.0111105968068	0.0233040431705	0.164251717175	0.257612782943	0.354625051284	0.157318899211
n	0.00963649169916	0.00743412778713	0.00236089169369	0.00115402785414	0.00391706748266	0.0307498890533	0.0190305144196	0.0148875385023	0.0233204407235	0.108129869725	0.140392245314	0.391331073761	0.247655846404
a	0.0126845055664	0.00894434372904	0.00369420953123	0.00166792621805	0.00445762266089	0.0373615566844	0.0230641339065	0.0166883052341	0.0354411765745	0.097705612575	0.069362680438	0.45958281792	0.229345158801
g	0.0114441681888	0.00965399470968	0.00655794067708	0.00256537390602	0.00594448755363	0.0471456675615	0.0228587037355	0.0165930268114	0.0382470238582	0.070648433525	0.038705806146	0.513350539307	0.2162848596
l	0.00946507373627	0.00948673853656	0.00789793765903	0.00267144506867	0.00714432451788	0.0537203735205	0.0250914029118	0.0228182942705	0.0155881950861	0.0598294985083	0.062215940382	0.505776749769	0.218294006533
i	0.00564114875209	0.00460934481219	0.00682134898634	0.00198722922289	0.00507325567263	0.0249760021735	0.0126681956373	0.0156291363235	0.011235466162	0.0325659400028	0.0635184149607	0.60628563659	0.208988845511
s	0.0060562387507	0.0044206259374	0.00460348839545	0.00139809425096	0.00317730685754	0.0138172537245	0.0063755247791	0.0078417298745	0.008621833654	0.0236799285009	0.0532209164869	0.62821454553	0.238572468504
ì	0.00446161038357	0.00400679931247	0.00332610409848	0.00101770082699	0.00241446908585	0.00983154390817	0.00401188439303	0.00505570663817	0.00599692465133	0.019992785867	0.0503345451623	0.622373481843	0.267176406168
a	0.0133350669279	0.00546255510416	0.00401226193283	0.00129669834233	0.00234091252862	0.00668663840272	0.00191528253101	0.00201102597272	0.00694246338378	0.00909485332233	0.0223951820541	0.554957627281	0.369549442056
</S>	0.023519958464	0.00808726905208	0.00438582046642	0.00150885877116	0.00227097501431	0.00580417285136	0.00120408351551	0.00112636340636	0.00726736819189	0.00741881216117	0.015959167027	0.49412636364	0.427320821028
