 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.73831037	0.1644381885	0.0898066339	0.007267198502	9.06617006e-05	3.776809245e-05	4.554321185e-05	4.9975815e-07	1.822062575e-06	2.92833915e-07	1.83481742e-07	2.0654534e-07	5.89869865e-07
n	0.415854244	0.462016416167	0.113664842633	0.00786330900067	0.0003314314602	0.000147818977483	9.24550972833e-05	1.02302849833e-05	1.3670599525e-05	2.77435177167e-06	1.34307058067e-06	6.72834223333e-07	7.42430655e-07
ì	0.143951560333	0.687432058722	0.161697442211	0.00624092850022	0.000366952091733	0.000163227235494	0.000111905087761	1.32164452111e-05	1.65033443233e-05	3.42057678322e-06	1.62151650022e-06	7.03668675111e-07	4.57980798333e-07
c	0.0510943329777	0.681856419574	0.25882430407	0.00787593783341	0.000192635538911	7.05307431647e-05	7.34001099203e-05	4.61066528703e-06	5.69937586943e-06	1.17792566041e-06	5.65596933407e-07	2.42080100704e-07	1.73598455778e-07
h	0.0184809146926	0.692127496525	0.282434208023	0.00671558894447	0.00016486482297	4.30507347216e-05	2.90471684401e-05	1.77442611568e-06	2.09623522514e-06	4.43808068803e-07	2.36434717802e-07	1.09072608568e-07	1.57723461593e-07
a	0.00976937639753	0.530490342175	0.375244522674	0.0824841543148	0.00153136525766	0.000150048443574	0.00032281836928	3.36327605856e-06	2.86223986371e-06	6.52166131601e-07	1.82154119267e-07	8.57460415227e-08	2.05309173864e-07
n	0.00604918091918	0.287213780725	0.426202154225	0.230969254772	0.0453923396526	0.00356971454786	0.000556561223093	1.90953650195e-05	2.18569084212e-05	3.10451971053e-06	1.13999633976e-06	1.56595971917e-06	2.27708594621e-07
d	0.0113713940931	0.357016006908	0.319128418075	0.214967525924	0.0846838498842	0.00922085168262	0.0030580715077	0.000354862291006	0.000106356217474	5.32194776702e-05	1.55123913799e-05	2.13173869064e-05	2.59472504821e-06
ì	0.0133733485977	0.332551081803	0.185053833358	0.399577562975	0.0570370082947	0.00793193906087	0.00379015867923	0.000452036024269	0.000116141668425	6.75328176134e-05	1.9327180945e-05	2.64770012888e-05	3.51224500607e-06
s	0.0214565194326	0.129258710101	0.0938412534527	0.699917354325	0.0456264077649	0.00689719785362	0.00250310933641	0.00023645491869	4.91239634083e-05	3.12580055945e-05	1.43870344667e-05	2.06312560829e-05	0.000147591639525
o	0.0390140518109	0.0655825317003	0.0572811674842	0.560247018108	0.191003469255	0.0571199332845	0.0284721117121	0.000663386489563	0.000339371572469	2.46495831982e-05	2.47975171556e-05	2.5359729361e-05	0.000202204304175
n	0.030055239137	0.0302052483668	0.0265943634947	0.289014499369	0.414960489752	0.167179551095	0.0402240322374	0.000949297963188	0.000649565790823	3.40236777327e-05	3.04651123852e-05	2.47763581203e-05	7.84685140583e-05
t	0.0120005922657	0.0127814822556	0.0132024991649	0.13282984879	0.530095083251	0.276372143698	0.0208164814125	0.0013288099544	0.000465385890274	3.77973685776e-05	2.11592359284e-05	1.81609014068e-05	3.05442953961e-05
a	0.0044806344419	0.00633609281853	0.0078664682883	0.09999846193	0.547051814417	0.306791524566	0.0259370674708	0.0013073435248	0.000186493379091	1.90978989592e-05	8.0382573428e-06	6.46854881227e-06	1.0463932402e-05
i	0.0028342222473	0.00262597269284	0.00316962405277	0.0879665326433	0.468987121472	0.352054164855	0.0805417071569	0.0014624760816	0.00031118657203	3.46593817531e-05	5.4021113476e-06	3.10841991409e-06	3.78376698067e-06
k	0.0019444110711	0.00110558496761	0.00126439115759	0.0427686412144	0.350948290491	0.454266154952	0.134971689052	0.0109813924939	0.00164384704734	8.18395759177e-05	1.54439621159e-05	6.0395163047e-06	2.24279781356e-06
i	0.00109314431237	0.000747898872537	0.000650116569197	0.0209522157715	0.224526020164	0.441145858317	0.287951816351	0.020648727498	0.00218376538245	7.49296613059e-05	1.71704833053e-05	6.49782710157e-06	1.81916815452e-06
a	0.00119236633746	0.000812224557512	0.000401070153066	0.0087591602905	0.106106321388	0.346351252772	0.513683188784	0.0211963784993	0.00144000889415	4.63996097686e-05	7.79071760177e-06	2.84479558052e-06	9.85005661507e-07
t	0.00084047471582	0.000555334759171	0.000227494487689	0.00413866223017	0.066271453796	0.302362417591	0.537376559595	0.0768368038331	0.0110824500314	0.000269961529923	2.81441841006e-05	7.34068007351e-06	2.88573314717e-06
è	0.000323726688607	0.000215235244724	0.000111065839896	0.00197754937672	0.043779968932	0.204868914197	0.624954099865	0.107076883944	0.0162948001771	0.000351026649974	3.47597368669e-05	8.5505126645e-06	3.40022454239e-06
r	0.000144135193869	9.52672732413e-05	4.9514440632e-05	0.000766225868907	0.020816748644	0.115879663066	0.752037733288	0.0961397573147	0.0132791932257	0.000766559389991	2.06493874556e-05	3.3311067615e-06	1.2220704808e-06
a	0.00153564668229	0.00273115009775	0.000515323803544	0.00104299323297	0.013950669248	0.0878618333553	0.598645177763	0.230260255772	0.0590586990752	0.00347162823	0.000774068112152	0.00013169575882	2.08273953003e-05
m	0.0020324621441	0.00361349991592	0.000675863467848	0.00111251719766	0.006875902716	0.0425344107851	0.333536415921	0.424071335257	0.160736676358	0.0227268817433	0.00153204937072	0.000508042669607	4.39295934334e-05
u	0.000742387898033	0.00124212634864	0.000244027049949	0.000419595985887	0.003422028552	0.0225719170284	0.22004712864	0.406776798419	0.307369002119	0.0339108462478	0.00260034005691	0.000570163946536	8.36519194778e-05
t	0.000268961934011	0.000437743026213	9.00508686497e-05	0.000180024031962	0.00155220694733	0.0124335051095	0.212138456213	0.340884769473	0.38985064404	0.0379996490826	0.0037708277523	0.000304496022179	8.86698974926e-05
i	0.00010587394867	0.000173603095404	3.90691275499e-05	7.61942839873e-05	0.000809445362443	0.00769755870317	0.160571212071	0.306862363158	0.471360501347	0.0463622833609	0.0056881050841	0.00020795598406	4.58681341642e-05
n	9.753943889e-05	0.000101348061135	3.26653091833e-05	4.57242059958e-05	0.000451903897481	0.00430469740106	0.112908282024	0.233575804386	0.566175700449	0.074131686787	0.00769617402803	0.00034003718802	0.000138487532055
ì	0.000100128032297	7.7146553045e-05	3.43695207278e-05	3.05228203319e-05	0.00032158945916	0.00268948068702	0.0726425536747	0.158811889129	0.65324358015	0.0994918842623	0.0118933490093	0.000489461342673	0.000174074774018
c	0.000108815720099	6.6295065015e-05	3.01856565759e-05	2.3250694444e-05	0.000198831276387	0.00142767938234	0.0422809292249	0.0746377587097	0.594204466717	0.269919763421	0.0160321816698	0.000962359027558	0.000107502184673
h	0.000209874650033	0.000121026112338	2.89290775253e-05	1.43696720147e-05	0.000211283745462	0.00120855819411	0.0365472487416	0.0467299959032	0.343398282239	0.54040692114	0.0295536125566	0.00141296390919	0.000156980358224
a	0.00139092128334	0.000423430387446	5.69368991751e-05	3.05627738716e-05	0.000185278028487	0.00085390879137	0.0417989375805	0.0333631019677	0.224025167413	0.58475574038	0.0969238691855	0.00638971896973	0.00980246945274
p	0.00167150347011	0.000444989009482	5.70873899917e-05	3.42049274239e-05	9.83464194957e-05	0.000380298107123	0.0268951402502	0.0200955043226	0.172764725804	0.57237079346	0.172368749729	0.0195123089899	0.0133063548509
à	0.00061731079237	0.000202546113494	6.24830202639e-05	6.46541652746e-05	0.000357098013165	0.00151655055237	0.0191427511401	0.0153558197742	0.142872305268	0.49529643782	0.194874813243	0.119645174997	0.0099920426503
r	0.000528793024123	0.000380620351165	0.000108318600088	0.000107987528425	0.000497238897722	0.00203207315079	0.0206503137134	0.0114899149247	0.109972189423	0.424622552607	0.236109844414	0.174830661666	0.0186694838834
o	0.00142614284137	0.00297157390039	0.000554578826696	0.000269752226142	0.000570391825907	0.00124060295026	0.0125755701045	0.00656788874157	0.044793575241	0.321875811202	0.347016691471	0.173333603889	0.0868038569611
n	0.00152834411712	0.0035835902558	0.000664932495565	0.000292335844714	0.000541599972636	0.00081243905542	0.0057472802615	0.00403482309719	0.022494432847	0.268588550734	0.363927693824	0.22506176463	0.102722261654
t	0.000591988961707	0.00121117681827	0.000230566412688	0.000100105010138	0.000194549596645	0.000291935288473	0.00201060557383	0.00182467696906	0.0155676596157	0.309475330245	0.388636984608	0.233783841543	0.0460805665513
a	0.000242542539902	0.00048155213009	8.65681177293e-05	4.2400556946e-05	7.1448357315e-05	0.000107448708158	0.00079542387461	0.000963118236353	0.00831526280523	0.176843539415	0.406607854869	0.267177577181	0.138265242184
s	0.000114665131301	0.00023374495303	3.84378903431e-05	2.3214927502e-05	3.06708157717e-05	4.7176194386e-05	0.000358286868203	0.000895049872118	0.00994197820174	0.101019575805	0.332153751623	0.386905192394	0.168238256395
i	4.83707574337e-05	0.000108010327343	1.97232312144e-05	1.3238770354e-05	1.55096445906e-05	2.48731027953e-05	0.000164639138068	0.000836102042039	0.0103589159239	0.072285292435	0.281331810541	0.547184170798	0.087609334465
n	3.25773471446e-05	6.8166537781e-05	1.54856980715e-05	1.0424615918e-05	1.11092531969e-05	1.72229839318e-05	9.2353071356e-05	0.000402638012013	0.010564132498	0.0441217679783	0.224153666847	0.642248813599	0.078261618155
a	2.13047140482e-05	3.19881812603e-05	1.04311602572e-05	6.46618223933e-06	7.82640839897e-06	1.23150033106e-05	5.91116371187e-05	0.000242476804004	0.010721501466	0.0336897263261	0.172511192282	0.702807787866	0.0798778360517
