 	non	sapeva	dove	a	stare	</S>
e	0.62829536	0.353659405	0.01709164865	0.000679051111	0.000226752555	4.77879925e-05
n	0.413079533333	0.551148851667	0.0327976958833	0.00151290720367	0.00131982603167	0.000141210555833
ì	0.168242663444	0.775842117222	0.0520156216278	0.00212800736789	0.00162191265189	0.000149687306944
s	0.0622817440147	0.865485239074	0.0638996922093	0.00735403255596	0.000924805125297	5.4505747248e-05
s	0.0211281659716	0.832931379691	0.110983237403	0.032029240852	0.00283423064177	9.37679823493e-05
e	0.00910815909053	0.531161459897	0.405763192468	0.047965341284	0.00526410138059	0.00073772805745
r	0.00500475784351	0.205867777966	0.505354424156	0.251275559761	0.0311550179602	0.00134241328582
e	0.00354811786117	0.085069293322	0.381670711385	0.366722793254	0.142391792653	0.0205972498953
p	0.00304900516272	0.0321240050073	0.297289680462	0.327784891085	0.245416807551	0.0943356049651
u	0.00133886707324	0.0127605462491	0.132081134821	0.262544390362	0.35368734585	0.237587714988
n	0.000800833487747	0.00491387776303	0.056559782607	0.150405966787	0.499665715283	0.287653821663
a	0.000487999332582	0.00215512833101	0.0250862346023	0.105934551829	0.556101305094	0.310234790554
s	0.000345558086527	0.00123724745367	0.0108084311008	0.0687613901763	0.503483055031	0.415364320185
t	0.000125191209142	0.000785872256557	0.0084590455336	0.0626877767254	0.61540090501	0.312541204728
a	7.40698376807e-05	0.000283651024852	0.00576274084453	0.0303615535751	0.748268068337	0.215249902909
s	5.88683353269e-05	0.000397945375617	0.00570732628151	0.109991385858	0.666729209446	0.21711524097
ì	9.39002245423e-05	0.000453785758539	0.00555283995184	0.136032725453	0.452215369815	0.405651370323
</S>	0.000155052617271	0.00026068892927	0.00281089676292	0.0691262079765	0.285921654907	0.641725500162
