 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.9574979	0.036281582	0.004026276315	0.0010911184815	0.001008607158	4.44195228e-05	3.205998865e-06	1.7222854065e-05	6.91528299e-06	1.557392443e-05	6.0265522175e-06	1.789417835e-07	3.20020915e-07	2.846907575e-07	3.787601e-07
v	0.80210075	0.098484834	0.0912256174383	0.0029447715605	0.00175489435267	0.00222645661427	0.000371677814955	0.000593143823355	0.00012144304933	0.000103827588143	4.61321834058e-05	4.5324902545e-06	1.11626467183e-05	5.4069475325e-06	5.3419646e-06
ò	0.460301801333	0.301633378	0.154138757146	0.0580512948535	0.0206716194509	0.00340093753809	0.000521327651652	0.000774643503152	0.000188919606443	0.000182197456048	6.57313034686e-05	8.41357408483e-06	4.27371755728e-05	8.2290581775e-06	1.00032288667e-05
s	0.173608425944	0.590180892667	0.130684090382	0.0768058939512	0.0262316778286	0.00169952808936	0.000219728075217	0.000261430716517	9.76330492143e-05	0.000120091876336	3.21383061799e-05	5.38675123161e-06	4.24461279709e-05	4.040528301e-06	6.5860225889e-06
t	0.065033261348	0.750719347556	0.133307003461	0.0408720569837	0.00901164580787	0.000724474739787	9.52642980723e-05	0.000128420438939	3.46565061381e-05	4.09746504987e-05	1.13299551836e-05	2.02708221387e-06	1.44085085203e-05	1.4849123155e-06	3.6134654963e-06
o	0.0262925116493	0.662012222519	0.271028421154	0.0343381293279	0.00524590345596	0.000871659846596	4.65202783574e-05	8.54151089797e-05	2.40449593794e-05	3.71879975662e-05	6.8040211612e-06	9.3904079129e-07	6.58718672343e-06	7.16815251833e-07	2.8715654321e-06
d	0.0116225604831	0.56488628084	0.394285640385	0.0239617686093	0.00374177647065	0.00101877511553	0.000131417976786	0.00026249438566	3.96049427931e-05	3.81840331887e-05	4.7584640504e-06	9.1027025043e-07	4.06238497448e-06	3.58026480611e-07	1.3543019307e-06
e	0.00521843406103	0.497540633613	0.463323703462	0.0214151893698	0.00965427147555	0.00224774143851	0.000173166192262	0.00037045232522	3.5221918431e-05	1.61874095962e-05	1.7218296468e-06	8.3640904781e-07	1.68414238983e-06	1.54909799104e-07	5.801327569e-07
r	0.00267149288701	0.312971691204	0.521864877821	0.12835296779	0.0128581339918	0.0172177737128	0.00137870126409	0.00248793357174	0.000170048871977	1.85781487321e-05	1.3810335156e-06	2.11751778027e-06	3.62451992828e-06	2.44255868601e-07	4.233829623e-07
f	0.001666109829	0.240416520401	0.500169459274	0.18160030593	0.00638301336393	0.0455280145709	0.012032015088	0.0115503798572	0.000488929317326	4.44237839107e-05	1.53197218385e-05	2.41448345934e-05	2.48016769761e-05	4.94466734762e-05	7.0834431041e-06
ò	0.002022935043	0.204364813467	0.378455643091	0.304298868643	0.0350384456546	0.0485281265236	0.0143725111693	0.0122709424901	0.000450167445775	4.42010769702e-05	1.94259864462e-05	2.96961818178e-05	2.9034640692e-05	6.56811324354e-05	9.4669818347e-06
m	0.00202497014767	0.110780185822	0.262425057697	0.532679139548	0.0482338338849	0.0282815731745	0.0054252186631	0.0096397333677	0.000346300705258	0.000101494941323	7.62501564873e-06	1.17361563259e-05	1.34408945973e-05	2.21011046218e-05	7.55790707823e-06
u	0.00367353138256	0.0535748736073	0.210976999232	0.520455979849	0.0991602199616	0.0901658303915	0.00773428735437	0.0106649290226	0.00255031655175	0.000950103753774	4.30993035496e-05	9.07869620863e-06	2.41467575324e-05	8.25185260727e-06	8.35123025941e-06
e	0.00411950179419	0.0217256957691	0.120700854411	0.368639293283	0.154295559987	0.20474593013	0.0386450337848	0.0792425112409	0.00639923551725	0.00138087096126	5.86571171832e-05	7.58577453621e-06	3.08005955108e-05	3.62517927909e-06	4.86597905314e-06
n	0.00188507399806	0.00863654535637	0.0649810214703	0.237640564428	0.114884690996	0.22537261671	0.119050591262	0.172727523747	0.0523035165057	0.00188191399709	0.000177572601728	0.000123091441979	0.000273740681504	4.4483626303e-05	1.70903150844e-05
t	0.000727756050287	0.00368184045212	0.0315145498234	0.130013429343	0.0594718976653	0.179364938903	0.316191063754	0.201885034582	0.0743955081686	0.00189258029236	0.000262568813909	0.00016942019266	0.000349081612901	5.92702317677e-05	2.10891105148e-05
u	0.000273199684362	0.00152695892404	0.0238483972745	0.058413304981	0.0330487088884	0.180915742968	0.425675147918	0.224021444861	0.0506749853895	0.00121890239079	0.00016794593797	6.66524445533e-05	0.000120056295034	2.12074716126e-05	7.3199919316e-06
t	0.000122559599454	0.000768437348013	0.0261533730915	0.036736419327	0.0247099672961	0.168900569656	0.422092425973	0.209144984954	0.10882256513	0.00200860939693	0.00038161848599	9.21165931844e-05	5.27791513447e-05	8.84427256087e-06	4.6973827172e-06
ò	9.8784787818e-05	0.000429105842671	0.0190362627972	0.0188683838757	0.0212078067654	0.118008055219	0.372263135324	0.129433114985	0.273107318377	0.044916904899	0.00243231199533	0.000142888507728	4.73329317816e-05	4.71643390362e-06	3.85507906573e-06
g	8.88532413393e-05	0.000223175297557	0.0098607541324	0.0105822602919	0.0193458832018	0.123774318406	0.306987348441	0.070793535995	0.392361589459	0.0627779992997	0.00295097019178	0.000212000149243	3.79493175939e-05	1.93036825121e-06	1.41673753291e-06
r	3.34781328464e-05	0.000177246822519	0.0098330928108	0.00548572378063	0.0066966317006	0.226617466135	0.31198385948	0.0766272063317	0.33284589982	0.0275486965999	0.00186991149059	0.000255921969748	1.75161170646e-05	5.40664298374e-06	1.95790366197e-06
a	0.000171812774615	0.000297826197506	0.00956559593693	0.00217692529354	0.00569395225353	0.207739740378	0.20960490416	0.0801074097772	0.380565946607	0.0980563647	0.00423482366353	0.00103902988992	0.000710556576555	1.59639633279e-05	1.9172887554e-05
z	0.000215206500438	0.000276178899502	0.00397053947898	0.00123931612451	0.00550548892784	0.0750384024593	0.18541124572	0.0598369309257	0.510511305536	0.1443373949	0.00716770572118	0.00523670476331	0.00118711552552	3.80111864426e-05	2.84531878513e-05
z	7.49986383793e-05	0.000123399618834	0.00240508872633	0.000958081484837	0.00211231338261	0.0409613468198	0.22708103524	0.133063236975	0.467803268512	0.0879983966333	0.0116212962404	0.0246788812544	0.000976089308507	0.000120427730814	2.21179686171e-05
a	3.41028971264e-05	7.37713516113e-05	0.00188001866544	0.000718290061612	0.00171848175754	0.0258905501533	0.13562884348	0.147675052658	0.326700522837	0.300803307211	0.0259678947468	0.0296374184181	0.0030888115695	0.000138792608271	4.41313858724e-05
m	2.99425633755e-05	9.40145105371e-05	0.00078332755848	0.000435321173871	0.00182024576251	0.00905148799777	0.0615171512267	0.0773353545527	0.301452050946	0.426504675737	0.0356765585823	0.0778654154727	0.00631214318983	0.000871186047424	0.000251163326957
à	2.92475304585e-05	0.000103828456846	0.000374255599493	0.000403463094624	0.0012322246975	0.00348603913259	0.0352718280422	0.0499442507176	0.266374801982	0.447355631912	0.0955849918608	0.0932972521576	0.00513459877994	0.00111437525681	0.000293217797819
i	0.000754738886819	0.00139084414895	0.0016153177665	0.000477899771541	0.00189184916583	0.00247093521086	0.0129141331141	0.0171691155959	0.119947292327	0.599733017304	0.14042657262	0.0706789510525	0.0298079089766	0.00047997385327	0.000241368058106
è	0.00115688031561	0.00204528554965	0.00236612358883	0.00031904989318	0.00193201566861	0.00273284773695	0.0052955080047	0.0058739620953	0.0563497224423	0.631770255768	0.154444612873	0.0922240853508	0.0428471139922	0.00038040702109	0.000262066099369
n	0.000579944053537	0.00101832026988	0.00138656369628	0.000157180713727	0.00117457446954	0.00182220508898	0.0022481283349	0.0041481581051	0.0314072641474	0.496939475256	0.251782970958	0.167971376784	0.0275536016641	0.0111485856504	0.000661625096456
a	0.00200815741285	0.00468517834329	0.00432067919876	0.000828601807909	0.00250574838985	0.00491069897299	0.0033843690783	0.0036152983917	0.0199790910491	0.268886005085	0.231703713653	0.302375862261	0.119038909888	0.0273717568835	0.00438592633215
n	0.00246513972728	0.00583896958776	0.00514397869625	0.0010248140783	0.00261145923862	0.00587619286766	0.0036204561261	0.00134616807723	0.0110379571497	0.125441249362	0.118106421218	0.448054344087	0.185534893296	0.0766429556278	0.00725503101072
g	0.000830333301427	0.00198747187092	0.00179652419875	0.000345997232283	0.000888022250173	0.00202915681789	0.0014826375087	0.00083709898241	0.0043201910499	0.0453046299207	0.0617980470727	0.618066924696	0.138025002765	0.107933520543	0.0143545015702
r	0.000277634354276	0.000672413828073	0.000613227478417	0.000115979241044	0.000297323248258	0.000722422047963	0.0009044036929	0.0012190602608	0.00256788011663	0.0175815692402	0.0216555119242	0.738921558232	0.127523702588	0.0705024968477	0.0164248884234
à	0.000113976309225	0.000256443115458	0.000254153814972	4.4487772448e-05	0.000147484628986	0.000337585315988	0.0005595450043	0.0010386986836	0.00194000389221	0.0204895892134	0.0143842088747	0.611019722744	0.290993287529	0.0471821846159	0.0112386873745
m	6.05095478417e-05	0.000119724532486	0.000138821721991	2.12146552827e-05	0.000107156506329	0.000193951777663	0.0002467130881	0.000440734584533	0.00107917638407	0.0231916044045	0.0219017849582	0.375828000915	0.359069095843	0.209442655872	0.00815889412483
m	5.18659840472e-05	0.000252263368162	0.000756099110997	9.49330869423e-06	4.98514767763e-05	0.000468141621554	0.000569523099367	0.000429786088178	0.000908368661357	0.0118430857015	0.0187204836527	0.345392806972	0.322638558614	0.275280675291	0.0226290253749
a	9.93594080157e-05	0.000409078662721	0.001137287487	1.40796570314e-05	5.98525635921e-05	0.000903765973851	0.000761963539789	0.000367715788059	0.000739157307119	0.00538305273383	0.00762014168423	0.266300712991	0.343420226205	0.16105227843	0.211731351792
u	8.82903183386e-05	0.000262093433574	0.000596571275667	1.48676945771e-05	6.18424510307e-05	0.00066305183295	0.000372798751263	0.00013733481002	0.000325272660706	0.00239825203128	0.00313970447474	0.106196365664	0.363649128735	0.166344559477	0.355749863931
d	3.56509974462e-05	0.000104331912858	0.000241202761889	6.70854505903e-06	2.45564260769e-05	0.000239163585817	0.000146784854088	5.28639806733e-05	0.000128308880902	0.00103736643376	0.00185126160491	0.0514930622213	0.309111936245	0.399073656492	0.236453099644
e	1.66154832821e-05	4.57859496193e-05	8.96893507963e-05	3.79001958634e-06	1.65534209256e-05	8.49837771723e-05	6.3560285696e-05	2.23008524011e-05	5.98217713007e-05	0.00053739264792	0.00133931267497	0.0288074534071	0.176056898748	0.531923558831	0.260932231548
r	8.23059812737e-06	2.08280508731e-05	3.49603885321e-05	2.00602196211e-06	1.26979502985e-05	3.14015063574e-05	2.81687538987e-05	8.1868936437e-06	2.92924441002e-05	0.000333130929307	0.00068390112499	0.0164648361357	0.125123742916	0.58078485961	0.276433717183
f	1.17940926091e-05	4.45016949577e-05	0.000119572687611	2.06508808737e-06	1.54575417562e-05	0.000133480267352	8.69047579662e-05	3.04654958812e-05	3.61375963667e-05	0.000162834223102	0.000416319504997	0.0105434143786	0.080947991972	0.51763990987	0.389809095728
ù	1.49475388697e-05	5.59795016526e-05	0.000148322971204	4.60165929579e-06	4.25612952521e-05	0.000175327342451	0.000107514056989	3.94087342937e-05	4.05049654556e-05	0.000117603407701	0.000349667171666	0.00506830545953	0.0392132676573	0.541445059957	0.413176905243
m	8.38597102323e-06	2.64384239842e-05	5.70955054013e-05	4.4240219486e-06	4.1644408284e-05	6.8760792917e-05	4.14548663963e-05	1.87353974312e-05	2.04476800852e-05	8.43163149003e-05	0.000317319033889	0.00210067339984	0.0166053272191	0.813078699986	0.167526284414
m	2.98929184077e-05	0.000163383321428	0.000369017151467	2.42418463287e-06	1.5319815228e-05	0.000168155346406	0.000117906851865	2.89705828104e-05	3.09298029617e-05	5.64311973001e-05	0.000154757009963	0.00282398204661	0.0324626627397	0.642255419995	0.321320740805
u	4.66387348026e-05	0.000237518867143	0.000501317128489	4.07370884429e-06	7.33048020933e-06	0.000282426418802	0.000171434889288	3.02510596035e-05	4.31594466539e-05	5.33757031e-05	6.5839184321e-05	0.00298046899887	0.0362377013132	0.285238197998	0.674100266935
</S>	3.88792154013e-05	0.000164248823571	0.000300259931245	5.75626167215e-06	6.27842390466e-06	0.000264141779401	0.000129610637644	1.73376658017e-05	3.58539398269e-05	4.217363755e-05	3.77973806605e-05	0.00160585747443	0.0192735637566	0.159667725999	0.818410533468
