 	ho	messo	uno	specchio	sul	muro	</S>
è	0.7506254	0.2193053795	0.02886143031	0.0009615866375	0.0001523088645	8.71138843e-05	6.6982352e-06
v	0.725711966667	0.243495514833	0.0293653474033	0.00105458437917	0.0002352487915	0.000130331434767	6.9174776e-06
a	0.557256027556	0.430004909944	0.0119830620011	0.000465266373057	0.0001667112075	0.000117910564922	6.01195956667e-06
l	0.202749261519	0.722028826648	0.070213721567	0.00440386823769	0.0002607810895	0.000332822394974	1.06932951889e-05
a	0.0758865652863	0.821855975549	0.0958663358557	0.0057179531159	0.000288068115267	0.000376064283058	9.06938941297e-06
è	0.0422560462088	0.882001658516	0.0725316272852	0.0025402645753	0.000272769810522	0.000348785345753	4.88543824877e-05
n	0.0321810980696	0.627974942839	0.212212129095	0.123832497692	0.00269533070351	0.000775304948584	0.000328643710829
a	0.14438033869	0.345610180946	0.298674349698	0.173938546564	0.0134582017678	0.0233948893829	0.00054341170361
n	0.180836765363	0.200805103549	0.315793843233	0.255051222855	0.0162724949226	0.030850545661	0.000389964634537
j	0.0628643334877	0.067957548283	0.267012536744	0.524189540952	0.0395886283075	0.032803186087	0.00558419174485
a	0.0240346822292	0.028265607961	0.208355141248	0.616394880317	0.0712538407692	0.043858267029	0.00783757201495
l	0.0089702253264	0.014633507227	0.200702760416	0.688268076772	0.0533961599231	0.0291979356763	0.00483131477165
ì	0.0061821038588	0.009879356649	0.135030566805	0.744860408924	0.0774671083077	0.0230756285588	0.00350481445722
s	0.00547303438627	0.00845866072633	0.0938334446017	0.705087119641	0.129948986103	0.0200758735196	0.0371228670191
t	0.00679257922876	0.00325462914211	0.0459912918672	0.55668139988	0.280493548701	0.0247301135065	0.0820563790064
o	0.0266740737429	0.0049445937707	0.0205806211224	0.27918834796	0.412809036234	0.181507716169	0.0742955513355
t	0.0286949000113	0.00530402137257	0.00928939657413	0.12294089532	0.514703465411	0.276872078723	0.0421951927785
ì	0.0098139540241	0.00185270090319	0.00437884375138	0.06462734864	0.49800322847	0.400496426241	0.0208274750928
c	0.00354751893003	0.000712332335397	0.00603983977713	0.0822285617467	0.36361374949	0.501029185414	0.0428288135309
h	0.00133446409534	0.000256673553466	0.00652402250571	0.0913590165822	0.25944573483	0.550832515138	0.0902475595103
o	0.000809664085113	9.60222484887e-05	0.0022445972319	0.0347034175607	0.11217781461	0.485198238379	0.36477023317
</S>	0.000770262942556	5.75721142444e-05	0.00116026034095	0.0178776378303	0.063654514305	0.295654254189	0.620825496585
