 	voglio	che	Maria	che	venga	domani	</S>
i	0.96704785	0.02820220365	0.00442666699	0.00017190386415	9.84239335e-05	4.80060415e-05	4.93198785e-06
t	0.90737295	0.08598045455	0.00627613233	0.00020648279805	9.66402799667e-05	5.94001298333e-05	7.91683371667e-06
è	0.880413536667	0.114396278183	0.00497211204333	0.00012880970435	4.27317624556e-05	3.89014022778e-05	7.62463898889e-06
l	0.851313898889	0.141611726061	0.00694268928111	8.45938691167e-05	2.45131423519e-05	1.93382054259e-05	3.28537967963e-06
o	0.587326572963	0.344402788687	0.064291509427	0.00154951015237	0.00230156162198	6.2297580142e-05	6.58105391599e-05
k	0.249195665888	0.519189019562	0.224498929809	0.00382690871746	0.00307859822133	0.000123936796714	8.69496575866e-05
a	0.0858223156627	0.425717019854	0.47628390327	0.0105617644392	0.00147526712111	0.000102928554905	3.67848873955e-05
i	0.0332628623542	0.216657408285	0.716209287757	0.0319753928131	0.00147999504037	0.000379968400968	3.50620334652e-05
M	0.0142296796181	0.083235823095	0.678549259252	0.144808774271	0.00254932758012	0.0678744072337	0.00875273201516
a	0.0052198315727	0.0498013796983	0.618996383084	0.204847681424	0.0181280546934	0.0908265773446	0.0121801211717
r	0.00231334222423	0.0364512656994	0.595945707695	0.272258390475	0.0257809785645	0.0570208227149	0.0102295248906
ì	0.00127883740808	0.0168125603665	0.451710529232	0.388948513492	0.0812249315215	0.0497222135716	0.0103024594635
a	0.00895125063603	0.0098165014555	0.276956168411	0.412872157831	0.227799787174	0.0422867485239	0.0213174049878
n	0.0112770049553	0.0046623088385	0.108299422804	0.31212130261	0.216441429058	0.307692109508	0.0395064246626
a	0.00393186682177	0.00209400126617	0.0505473766013	0.187983617537	0.303831436353	0.384939973503	0.0666717328875
r	0.00148117639726	0.00116922893439	0.0249397285338	0.127783251512	0.342462422118	0.346098411501	0.156065797629
t	0.00052803733542	0.000444965123797	0.0116283065779	0.0607982108373	0.140875061039	0.633895373834	0.15183005921
i	0.000237457704807	0.000220538751266	0.0066613610593	0.0367660142791	0.131664934013	0.580259344611	0.244190359737
à	0.000433029721602	0.000162445723755	0.00499971438643	0.0325190597597	0.172787401338	0.502660448204	0.286437926579
v	0.000452386651534	0.000113642047585	0.00395059916881	0.0245460079199	0.135542877113	0.720812716068	0.11458179486
v	0.00265503412818	0.000138379812195	0.00142170125627	0.0102458517566	0.0810096757043	0.711959692023	0.19256967762
r	0.00348414181606	0.000160603918398	0.000597598658757	0.00480515046887	0.0660417935681	0.668729184008	0.256181561207
i	0.00150242106535	8.97166071327e-05	0.000279427081586	0.00277445749462	0.0624915171894	0.496325368669	0.436537135736
</S>	0.00110247141267	7.22508135663e-05	0.000148453563793	0.00143286010481	0.0496584750947	0.264951595335	0.682633917868
